Время[с],Напряжение[В]
2.1984,1.5512
2.1992,1.5549
2.2000,1.5586
2.2009,1.5586
2.2017,1.5586
2.2025,1.5586
2.2033,1.5586
2.2041,1.5586
2.2050,1.5475
2.2058,1.5549
2.2066,1.5512
2.2074,1.5586
2.2082,1.5586
2.2091,1.5512
2.2099,1.5623
2.2108,1.5623
2.2117,1.5586
2.2125,1.5586
2.2133,1.5512
2.2141,1.5586
2.2150,1.5549
2.2158,1.5586
2.2166,1.5623
2.2174,1.5586
2.2182,1.5586
2.2191,1.5586
2.2199,1.5586
2.2208,1.5586
2.2216,1.5586
2.2224,1.5512
2.2232,1.5549
2.2240,1.5586
2.2249,1.5549
2.2257,1.5586
2.2265,1.5549
2.2274,1.5549
2.2282,1.5586
2.2291,1.5475
2.2299,1.5512
2.2308,1.5586
2.2316,1.5586
2.2324,1.5586
2.2333,1.5586
2.2342,1.5586
2.2350,1.5586
2.2358,1.5549
2.2367,1.5512
2.2375,1.5586
2.2384,1.5586
2.2392,1.5586
2.2400,1.5586
2.2409,1.5586
2.2417,1.5586
2.2425,1.5512
2.2434,1.5512
2.2442,1.5475
2.2450,1.5586
2.2459,1.5512
2.2467,1.5586
2.2475,1.5586
2.2484,1.5586
2.2492,1.5512
2.2501,1.5586
2.2509,1.5549
2.2518,1.5586
2.2527,1.5549
2.2535,1.5586
2.2545,1.5512
2.2554,1.5586
2.2562,1.5512
2.2571,1.5586
2.2579,1.5586
2.2587,1.5549
2.2595,1.5512
2.2604,1.5586
2.2612,1.5512
2.2620,1.5549
2.2629,1.5586
2.2637,1.5586
2.2647,1.5549
2.2655,1.5623
2.2663,1.5549
2.2672,1.5586
2.2681,1.5586
2.2689,1.5549
2.2697,1.5512
2.2706,1.5586
2.2715,1.5586
2.2725,1.5512
2.2735,1.5586
2.2744,1.5623
2.2753,1.5586
2.2762,1.5549
2.2771,1.5512
2.2780,1.5586
2.2789,1.5586
2.2797,1.5586
2.2806,1.5512
2.2816,1.5586
2.2824,1.5512
2.2833,1.5586
2.2841,1.5586
2.2850,1.5549
2.2858,1.5586
2.2867,1.5586
2.2876,1.5512
2.2884,1.5623
2.2893,1.5586
2.2901,1.5549
2.2909,1.5623
2.2917,1.5586
2.2925,1.5512
2.2933,1.5586
2.2942,1.5512
2.2950,1.5623
2.2958,1.5586
2.2966,1.5549
2.2974,1.5623
2.2982,1.5586
2.2991,1.5512
2.2999,1.5586
2.3007,1.5512
2.3015,1.5586
2.3023,1.5512
2.3031,1.5623
2.3039,1.5512
2.3047,1.5549
2.3055,1.5586
2.3064,1.5623
2.3072,1.5586
2.3080,1.5549
2.3088,1.5586
2.3097,1.5586
2.3105,1.5549
2.3113,1.5512
2.3121,1.5623
2.3129,1.5586
2.3138,1.5549
2.3146,1.5586
2.3154,1.5549
2.3162,1.5586
2.3170,1.5586
2.3179,1.5549
2.3187,1.5586
2.3195,1.5512
2.3203,1.5623
2.3211,1.5586
2.3219,1.5549
2.3228,1.5549
2.3236,1.5512
2.3244,1.5549
2.3252,1.5512
2.3261,1.5586
2.3270,1.5586
2.3279,1.5586
2.3287,1.5475
2.3296,1.5586
2.3305,1.5623
2.3313,1.5512
2.3321,1.5549
2.3329,1.5586
2.3338,1.5586
2.3346,1.5586
2.3354,1.5549
2.3363,1.5549
2.3371,1.5512
2.3379,1.5586
2.3387,1.5586
2.3396,1.5549
2.3404,1.5549
2.3412,1.5586
2.3420,1.5586
2.3429,1.5549
2.3437,1.5586
2.3446,1.5512
2.3454,1.5549
2.3462,1.5586
2.3471,1.5586
2.3479,1.5549
2.3487,1.5586
2.3496,1.5586
2.3504,1.5549
2.3513,1.5586
2.3521,1.5586
2.3530,1.5512
2.3538,1.5512
2.3546,1.5586
2.3555,1.5586
2.3564,1.5549
2.3572,1.5586
2.3581,1.5623
2.3589,1.5512
2.3598,1.5586
2.3608,1.5586
2.3617,1.5549
2.3627,1.5586
2.3637,1.5586
2.3647,1.5549
2.3656,1.5512
2.3666,1.5549
2.3677,1.5549
2.3688,1.5586
2.3697,1.5549
2.3706,1.5549
2.3716,1.5586
2.3726,1.5549
2.3737,1.5512
2.3751,1.5549
2.3761,1.5512
2.3769,1.5512
2.3780,1.5586
2.3790,1.5586
2.3800,1.5549
2.3808,1.5549
2.3817,1.5549
2.3825,1.5586
2.3834,1.5586
2.3843,1.5586
2.3852,1.5549
2.3860,1.5549
2.3869,1.5512
2.3878,1.5549
2.3886,1.5586
2.3895,1.5586
2.3904,1.5475
2.3912,1.5586
2.3921,1.5512
2.3929,1.5586
2.3938,1.5586
2.3947,1.5549
2.3955,1.5586
2.3964,1.5549
2.3972,1.5586
2.3980,1.5549
2.3989,1.5549
2.3998,1.5512
2.4006,1.5586
2.4015,1.5586
2.4023,1.5512
2.4031,1.5512
2.4040,1.5512
2.4048,1.5549
2.4056,1.5512
2.4065,1.5549
2.4074,1.5586
2.4082,1.5586
2.4090,1.5549
2.4098,1.5512
2.4107,1.5586
2.4116,1.5586
2.4124,1.5586
2.4133,1.5586
2.4141,1.5586
2.4150,1.5512
2.4159,1.5586
2.4167,1.5549
2.4176,1.5512
2.4185,1.5586
2.4194,1.5586
2.4203,1.5586
2.4212,1.5512
2.4220,1.5623
2.4229,1.5586
2.4238,1.5512
2.4246,1.5586
2.4255,1.5586
2.4264,1.5512
2.4272,1.5549
2.4281,1.5512
2.4290,1.5586
2.4299,1.5586
2.4308,1.5549
2.4316,1.5586
2.4324,1.5586
2.4333,1.5512
2.4341,1.5475
2.4350,1.5586
2.4358,1.5586
2.4366,1.5586
2.4374,1.5586
2.4383,1.5586
2.4391,1.5549
2.4399,1.5549
2.4408,1.5586
2.4416,1.5512
2.4424,1.5549
2.4433,1.5549
2.4441,1.5623
2.4450,1.5549
2.4458,1.5586
2.4466,1.5512
2.4475,1.5549
2.4483,1.5586
2.4492,1.5586
2.4500,1.5586
2.4509,1.5586
2.4517,1.5586
2.4526,1.5586
2.4535,1.5549
2.4544,1.5512
2.4552,1.5586
2.4561,1.5549
2.4570,1.5586
2.4579,1.5586
2.4588,1.5512
2.4597,1.5549
2.4606,1.5512
2.4615,1.5512
2.4623,1.5586
2.4632,1.5549
2.4640,1.5586
2.4649,1.5512
2.4657,1.5586
2.4666,1.5549
2.4675,1.5586
2.4683,1.5512
2.4692,1.5586
2.4700,1.5586
2.4709,1.5623
2.4718,1.5586
2.4727,1.5586
2.4736,1.5549
2.4745,1.5549
2.4754,1.5586
2.4763,1.5586
2.4772,1.5549
2.4781,1.5586
2.4791,1.5586
2.4800,1.5586
2.4809,1.5512
2.4818,1.5623
2.4826,1.5586
2.4835,1.5586
2.4846,1.5512
2.4856,1.5586
2.4864,1.5586
2.4872,1.5586
2.4881,1.5586
2.4889,1.5549
2.4897,1.5512
2.4906,1.5512
2.4914,1.5512
2.4922,1.5586
2.4930,1.5586
2.4938,1.5549
2.4946,1.5586
2.4954,1.5512
2.4962,1.5512
2.4970,1.5586
2.4978,1.5549
2.4986,1.5512
2.4995,1.5549
2.5003,1.5586
2.5011,1.5549
2.5020,1.5512
2.5029,1.5586
2.5038,1.5549
2.5046,1.5586
2.5055,1.5586
2.5064,1.5586
2.5073,1.5549
2.5082,1.5586
2.5091,1.5586
2.5100,1.5512
2.5109,1.5549
2.5118,1.5586
2.5127,1.5586
2.5135,1.5549
2.5144,1.5549
2.5153,1.5512
2.5161,1.5549
2.5170,1.5586
2.5179,1.5586
2.5188,1.5549
2.5197,1.5512
2.5206,1.5586
2.5215,1.5586
2.5223,1.5512
2.5232,1.5549
2.5240,1.5549
2.5248,1.5586
2.5257,1.5512
2.5265,1.5586
2.5274,1.5512
2.5282,1.5512
2.5291,1.5623
2.5299,1.5586
2.5308,1.5549
2.5317,1.5586
2.5326,1.5586
2.5335,1.5586
2.5344,1.5586
2.5353,1.5512
2.5361,1.5586
2.5370,1.5549
2.5379,1.5586
2.5388,1.5549
2.5397,1.5586
2.5406,1.5549
2.5416,1.5623
2.5424,1.5512
2.5433,1.5549
2.5442,1.5586
2.5451,1.5586
2.5460,1.5512
2.5469,1.5512
2.5478,1.5549
2.5487,1.5512
2.5495,1.5586
2.5504,1.5549
2.5513,1.5549
2.5522,1.5623
2.5530,1.5512
2.5539,1.5586
2.5547,1.5549
2.5556,1.5549
2.5565,1.5512
2.5573,1.5586
2.5581,1.5586
2.5589,1.5586
2.5598,1.5549
2.5606,1.5586
2.5615,1.5623
2.5623,1.5549
2.5631,1.5586
2.5640,1.5512
2.5649,1.5586
2.5657,1.5549
2.5666,1.5549
2.5674,1.5586
2.5683,1.5512
2.5691,1.5586
2.5701,1.5512
2.5710,1.5549
2.5718,1.5586
2.5727,1.5586
2.5736,1.5586
2.5745,1.5512
2.5754,1.5512
2.5763,1.5512
2.5771,1.5549
2.5780,1.5549
2.5789,1.5475
2.5798,1.5586
2.5807,1.5586
2.5816,1.5586
2.5825,1.5586
2.5833,1.5586
2.5842,1.5512
2.5850,1.5586
2.5859,1.5586
2.5868,1.5586
2.5876,1.5586
2.5885,1.5586
2.5893,1.5512
2.5901,1.5549
2.5910,1.5586
2.5919,1.5586
2.5928,1.5586
2.5937,1.5586
2.5946,1.5586
2.5955,1.5623
2.5964,1.5549
2.5973,1.5586
2.5982,1.5549
2.5991,1.5512
2.5999,1.5512
2.6008,1.5475
2.6017,1.5586
2.6026,1.5586
2.6034,1.5586
2.6043,1.5586
2.6052,1.5586
2.6060,1.5586
2.6069,1.5549
2.6077,1.5586
2.6086,1.5586
2.6095,1.5586
2.6104,1.5549
2.6113,1.5586
2.6122,1.5549
2.6131,1.5586
2.6140,1.5549
2.6149,1.5512
2.6158,1.5586
2.6166,1.5549
2.6175,1.5586
2.6183,1.5512
2.6192,1.5586
2.6201,1.5549
2.6210,1.5586
2.6218,1.5512
2.6227,1.5549
2.6235,1.5512
2.6244,1.5549
2.6252,1.5549
2.6262,1.5586
2.6271,1.5586
2.6280,1.5512
2.6289,1.5549
2.6298,1.5623
2.6307,1.5512
2.6316,1.5586
2.6325,1.5549
2.6334,1.5586
2.6342,1.5549
2.6351,1.5586
2.6359,1.5549
2.6368,1.5586
2.6376,1.5586
2.6384,1.5586
2.6393,1.5586
2.6402,1.5512
2.6410,1.5512
2.6419,1.5512
2.6428,1.5586
2.6437,1.5586
2.6446,1.5549
2.6454,1.5512
2.6463,1.5586
2.6471,1.5586
2.6480,1.5586
2.6488,1.5512
2.6497,1.5549
2.6506,1.5586
2.6514,1.5586
2.6523,1.5586
2.6531,1.5512
2.6539,1.5586
2.6547,1.5512
2.6559,1.5512
2.6567,1.5586
2.6576,1.5586
2.6584,1.5512
2.6592,1.5586
2.6600,1.5586
2.6608,1.5623
2.6617,1.5512
2.6625,1.5623
2.6633,1.5586
2.6642,1.5586
2.6651,1.5586
2.6659,1.5549
2.6668,1.5512
2.6677,1.5586
2.6685,1.5512
2.6694,1.5586
2.6702,1.5586
2.6711,1.5549
2.6719,1.5549
2.6728,1.5549
2.6737,1.5586
2.6745,1.5549
2.6754,1.5586
2.6762,1.5549
2.6770,1.5549
2.6779,1.5512
2.6788,1.5549
2.6796,1.5586
2.6804,1.5586
2.6860,1.5586
2.6871,1.5623
2.6881,1.5586
2.6890,1.5512
2.6899,1.5512
2.6908,1.5549
2.6918,1.5549
2.6927,1.5623
2.6935,1.5512
2.6944,1.5549
2.6953,1.5549
2.6962,1.5549
2.6970,1.5586
2.6978,1.5586
2.6986,1.5549
2.6995,1.5586
2.7003,1.5623
2.7012,1.5586
2.7020,1.5475
2.7029,1.5586
2.7037,1.5623
2.7046,1.5586
2.7054,1.5586
2.7063,1.5586
2.7071,1.5586
2.7080,1.5549
2.7089,1.5549
2.7097,1.5623
2.7106,1.5586
2.7115,1.5549
2.7124,1.5549
2.7132,1.5586
2.7140,1.5586
2.7149,1.5475
2.7157,1.5549
2.7166,1.5586
2.7174,1.5549
2.7183,1.5586
2.7191,1.5475
2.7200,1.5549
2.7209,1.5586
2.7217,1.5586
2.7227,1.5586
2.7235,1.5586
2.7244,1.5586
2.7253,1.5512
2.7262,1.5512
2.7270,1.5586
2.7279,1.5586
2.7287,1.5586
2.7296,1.5586
2.7304,1.5512
2.7313,1.5512
2.7321,1.5586
2.7330,1.5512
2.7339,1.5586
2.7347,1.5586
2.7355,1.5512
2.7363,1.5586
2.7372,1.5549
2.7380,1.5586
2.7388,1.5586
2.7397,1.5549
2.7405,1.5586
2.7413,1.5586
2.7422,1.5586
2.7430,1.5586
2.7439,1.5623
2.7447,1.5586
2.7455,1.5586
2.7464,1.5586
2.7473,1.5475
2.7481,1.5586
2.7489,1.5549
2.7498,1.5586
2.7506,1.5549
2.7514,1.5586
2.7523,1.5586
2.7531,1.5586
2.7539,1.5586
2.7548,1.5586
2.7556,1.5586
2.7564,1.5586
2.7572,1.5549
2.7582,1.5512
2.7591,1.5586
2.7601,1.5586
2.7609,1.5512
2.7619,1.5586
2.7628,1.5549
2.7637,1.5623
2.7647,1.5549
2.7658,1.5586
2.7668,1.5549
2.7677,1.5512
2.7686,1.5586
2.7695,1.5586
2.7706,1.5586
2.7718,1.5549
2.7729,1.5512
2.7738,1.5586
2.7746,1.5586
2.7757,1.5549
2.7767,1.5549
2.7776,1.5586
2.7784,1.5512
2.7793,1.5549
2.7801,1.5586
2.7809,1.5549
2.7818,1.5586
2.7826,1.5549
2.7834,1.5549
2.7843,1.5549
2.7851,1.5586
2.7860,1.5586
2.7868,1.5549
2.7877,1.5549
2.7885,1.5586
2.7894,1.5512
2.7902,1.5586
2.7911,1.5586
2.7920,1.5586
2.7929,1.5586
2.7938,1.5586
2.7947,1.5586
2.7955,1.5549
2.7964,1.5549
2.7972,1.5549
2.7981,1.5512
2.7989,1.5586
2.7997,1.5586
2.8005,1.5586
2.8014,1.5549
2.8022,1.5549
2.8031,1.5586
2.8039,1.5586
2.8048,1.5586
2.8056,1.5586
2.8065,1.5586
2.8073,1.5549
2.8082,1.5549
2.8090,1.5586
2.8099,1.5586
2.8108,1.5549
2.8116,1.5586
2.8125,1.5586
2.8134,1.5549
2.8142,1.5586
2.8150,1.5549
2.8159,1.5586
2.8167,1.5549
2.8176,1.5586
2.8184,1.5586
2.8192,1.5586
2.8201,1.5549
2.8209,1.5586
2.8218,1.5586
2.8226,1.5475
2.8235,1.5586
2.8243,1.5586
2.8251,1.5623
2.8261,1.5586
2.8271,1.5512
2.8279,1.5586
2.8287,1.5586
2.8296,1.5549
2.8305,1.5549
2.8313,1.5586
2.8321,1.5549
2.8330,1.5586
2.8338,1.5512
2.8347,1.5586
2.8355,1.5512
2.8363,1.5549
2.8371,1.5512
2.8380,1.5586
2.8388,1.5586
2.8396,1.5549
2.8404,1.5586
2.8417,1.5549
2.8426,1.5549
2.8435,1.5586
2.8444,1.5549
2.8453,1.5549
2.8462,1.5549
2.8471,1.5586
2.8479,1.5512
2.8488,1.5586
2.8497,1.5549
2.8506,1.5512
2.8515,1.5586
2.8524,1.5586
2.8532,1.5586
2.8541,1.5549
2.8550,1.5586
2.8558,1.5512
2.8567,1.5586
2.8575,1.5549
2.8584,1.5586
2.8593,1.5549
2.8602,1.5586
2.8612,1.5623
2.8621,1.5512
2.8630,1.5586
2.8639,1.5586
2.8647,1.5549
2.8656,1.5549
2.8665,1.5586
2.8673,1.5586
2.8684,1.5623
2.8693,1.5512
2.8701,1.5586
2.8710,1.5586
2.8719,1.5475
2.8728,1.5549
2.8738,1.5586
2.8747,1.5549
2.8757,1.5512
2.8766,1.5512
2.8775,1.5586
2.8785,1.5586
2.8795,1.5549
2.8804,1.5586
2.8813,1.5586
2.8823,1.5623
2.8832,1.5586
2.8842,1.5586
2.8852,1.5512
2.8861,1.5586
2.8871,1.5586
2.8881,1.5512
2.8891,1.5586
2.8900,1.5586
2.8909,1.5512
2.8918,1.5512
2.8927,1.5586
2.8936,1.5549
2.8946,1.5549
2.8955,1.5512
2.8964,1.5623
2.8973,1.5549
2.8983,1.5586
2.8992,1.5512
2.9002,1.5549
2.9011,1.5586
2.9023,1.5512
2.9035,1.5586
2.9044,1.5549
2.9053,1.5586
2.9064,1.5512
2.9076,1.5512
2.9086,1.5586
2.9095,1.5512
2.9104,1.5586
2.9113,1.5586
2.9123,1.5549
2.9132,1.5549
2.9140,1.5586
2.9149,1.5586
2.9157,1.5549
2.9165,1.5549
2.9174,1.5549
2.9183,1.5549
2.9191,1.5586
2.9200,1.5586
2.9209,1.5549
2.9218,1.5586
2.9226,1.5586
2.9235,1.5549
2.9243,1.5512
2.9252,1.5549
2.9261,1.5512
2.9269,1.5586
2.9278,1.5549
2.9287,1.5475
2.9295,1.5586
2.9304,1.5586
2.9313,1.5586
2.9321,1.5512
2.9330,1.5512
2.9338,1.5549
2.9347,1.5586
2.9356,1.5512
2.9364,1.5586
2.9373,1.5549
2.9382,1.5512
2.9390,1.5512
2.9399,1.5586
2.9408,1.5586
2.9416,1.5512
2.9425,1.5586
2.9433,1.5549
2.9442,1.5586
2.9450,1.5549
2.9459,1.5586
2.9467,1.5586
2.9476,1.5549
2.9485,1.5512
2.9493,1.5512
2.9502,1.5549
2.9510,1.5549
2.9519,1.5586
2.9528,1.5586
2.9536,1.5586
2.9545,1.5512
2.9553,1.5549
2.9562,1.5586
2.9570,1.5512
2.9579,1.5549
2.9587,1.5586
2.9596,1.5586
2.9604,1.5512
2.9613,1.5586
2.9621,1.5586
2.9630,1.5549
2.9638,1.5586
2.9647,1.5586
2.9656,1.5586
2.9664,1.5512
2.9675,1.5586
2.9685,1.5549
2.9694,1.5512
2.9702,1.5549
2.9711,1.5549
2.9719,1.5512
2.9733,1.5586
2.9742,1.5549
2.9751,1.5549
2.9760,1.5512
2.9773,1.5586
2.9781,1.5512
2.9790,1.5586
2.9799,1.5512
2.9808,1.5549
2.9816,1.5623
2.9826,1.5623
2.9835,1.5512
2.9845,1.5586
2.9855,1.5586
2.9865,1.5475
2.9877,1.5549
2.9887,1.5549
2.9899,1.5586
2.9908,1.5586
2.9917,1.5512
2.9926,1.5586
2.9985,1.5512
2.9993,1.5549
3.0003,1.5586
3.0012,1.5586
3.0021,1.5586
3.0029,1.5549
3.0038,1.5586
3.0046,1.5586
3.0054,1.5512
3.0063,1.5475
3.0071,1.5549
3.0080,1.5586
3.0089,1.5586
3.0097,1.5549
3.0106,1.5549
3.0116,1.5549
3.0124,1.5549
3.0132,1.5475
3.0141,1.5549
3.0149,1.5549
3.0158,1.5549
3.0166,1.5512
3.0175,1.5586
3.0183,1.5512
3.0192,1.5586
3.0201,1.5549
3.0209,1.5586
3.0218,1.5549
3.0226,1.5512
3.0235,1.5586
3.0243,1.5549
3.0252,1.5586
3.0261,1.5549
3.0269,1.5586
3.0278,1.5586
3.0286,1.5549
3.0295,1.5586
3.0304,1.5549
3.0315,1.5586
3.0325,1.5549
3.0334,1.5475
3.0344,1.5549
3.0353,1.5586
3.0363,1.5549
3.0373,1.5549
3.0382,1.5549
3.0392,1.5512
3.0402,1.5586
3.0411,1.5549
3.0422,1.5549
3.0432,1.5549
3.0441,1.5586
3.0451,1.5549
3.0461,1.5475
3.0470,1.5549
3.0479,1.5549
3.0488,1.5512
3.0497,1.5512
3.0506,1.5475
3.0515,1.5549
3.0524,1.5512
3.0534,1.5549
3.0543,1.5512
3.0553,1.5549
3.0564,1.5586
3.0579,1.5549
3.0588,1.5512
3.0598,1.5586
3.0611,1.5549
3.0621,1.5549
3.0631,1.5512
3.0640,1.5549
3.0649,1.5586
3.0658,1.5475
3.0666,1.5549
3.0675,1.5512
3.0684,1.5549
3.0692,1.5549
3.0701,1.5549
3.0710,1.5475
3.0719,1.5549
3.0727,1.5549
3.0736,1.5586
3.0744,1.5512
3.0753,1.5549
3.0761,1.5586
3.0770,1.5549
3.0780,1.5586
3.0789,1.5586
3.0798,1.5512
3.0806,1.5586
3.0815,1.5586
3.0824,1.5512
3.0833,1.5549
3.0842,1.5586
3.0850,1.5512
3.0859,1.5586
3.0867,1.5549
3.0876,1.5586
3.0884,1.5475
3.0893,1.5512
3.0902,1.5586
3.0910,1.5512
3.0919,1.5512
3.0928,1.5549
3.0938,1.5475
3.0947,1.5512
3.0956,1.5512
3.0965,1.5549
3.0973,1.5549
3.0982,1.5512
3.0990,1.5586
3.0999,1.5549
3.1008,1.5549
3.1017,1.5549
3.1025,1.5586
3.1034,1.5549
3.1043,1.5549
3.1052,1.5549
3.1062,1.5549
3.1071,1.5475
3.1079,1.5549
3.1088,1.5586
3.1097,1.5512
3.1108,1.5512
3.1117,1.5512
3.1126,1.5512
3.1135,1.5586
3.1143,1.5512
3.1152,1.5549
3.1161,1.5586
3.1169,1.5549
3.1178,1.5512
3.1187,1.5586
3.1195,1.5512
3.1204,1.5586
3.1213,1.5549
3.1221,1.5586
3.1230,1.5475
3.1239,1.5549
3.1248,1.5586
3.1256,1.5586
3.1267,1.5512
3.1277,1.5586
3.1285,1.5586
3.1294,1.5586
3.1303,1.5549
3.1311,1.5586
3.1320,1.5586
3.1329,1.5549
3.1338,1.5549
3.1347,1.5549
3.1356,1.5549
3.1364,1.5512
3.1373,1.5549
3.1382,1.5549
3.1391,1.5586
3.1403,1.5586
3.1422,1.5549
3.1439,1.5586
3.1448,1.5586
3.1459,1.5512
3.1469,1.5512
3.1478,1.5586
3.1487,1.5549
3.1496,1.5549
3.1505,1.5549
3.1514,1.5512
3.1522,1.5549
3.1531,1.5512
3.1540,1.5586
3.1548,1.5586
3.1557,1.5549
3.1566,1.5586
3.1575,1.5586
3.1584,1.5586
3.1592,1.5549
3.1602,1.5586
3.1611,1.5586
3.1621,1.5586
3.1631,1.5512
3.1640,1.5512
3.1648,1.5549
3.1657,1.5512
3.1666,1.5586
3.1674,1.5549
3.1683,1.5586
3.1691,1.5549
3.1700,1.5549
3.1709,1.5586
3.1717,1.5512
3.1726,1.5586
3.1734,1.5512
3.1756,1.5549
3.1768,1.5549
3.1781,1.5549
3.1793,1.5586
3.1825,1.5586
3.1844,1.5512
3.1853,1.5549
3.1862,1.5512
3.1870,1.5549
3.1879,1.5512
3.1887,1.5586
3.1896,1.5549
3.1905,1.5549
3.1914,1.5586
3.1923,1.5549
3.1932,1.5512
3.1940,1.5586
3.1949,1.5586
3.1957,1.5512
3.1966,1.5586
3.1975,1.5549
3.1983,1.5586
3.1992,1.5549
3.2001,1.5512
3.2009,1.5586
3.2018,1.5549
3.2026,1.5586
3.2035,1.5549
3.2044,1.5586
3.2052,1.5586
3.2061,1.5549
3.2070,1.5512
3.2079,1.5586
3.2087,1.5549
3.2096,1.5549
3.2105,1.5586
3.2114,1.5549
3.2123,1.5549
3.2131,1.5512
3.2140,1.5586
3.2149,1.5549
3.2157,1.5586
3.2166,1.5475
3.2175,1.5549
3.2184,1.5586
3.2192,1.5549
3.2201,1.5549
3.2210,1.5549
3.2219,1.5586
3.2227,1.5549
3.2236,1.5586
3.2244,1.5549
3.2253,1.5586
3.2262,1.5549
3.2270,1.5512
3.2279,1.5586
3.2287,1.5512
3.2296,1.5549
3.2305,1.5586
3.2314,1.5475
3.2323,1.5512
3.2332,1.5512
3.2341,1.5586
3.2350,1.5586
3.2359,1.5512
3.2368,1.5549
3.2376,1.5549
3.2385,1.5549
3.2394,1.5549
3.2402,1.5586
3.2411,1.5549
3.2420,1.5586
3.2428,1.5549
3.2437,1.5549
3.2446,1.5512
3.2455,1.5586
3.2463,1.5549
3.2472,1.5549
3.2481,1.5586
3.2489,1.5586
3.2498,1.5512
3.2507,1.5475
3.2516,1.5586
3.2525,1.5549
3.2533,1.5549
3.2542,1.5586
3.2553,1.5512
3.2565,1.5586
3.2574,1.5512
3.2582,1.5549
3.2591,1.5512
3.2604,1.5586
3.2613,1.5586
3.2621,1.5586
3.2630,1.5586
3.2639,1.5475
3.2647,1.5512
3.2656,1.5512
3.2665,1.5586
3.2674,1.5549
3.2683,1.5586
3.2693,1.5549
3.2702,1.5586
3.2712,1.5549
3.2721,1.5586
3.2736,1.5586
3.2746,1.5475
3.2758,1.5512
3.2776,1.5512
3.2785,1.5549
3.2794,1.5586
3.2803,1.5586
3.2848,1.5512
3.2857,1.5549
3.2864,1.5549
3.2873,1.5549
3.2882,1.5549
3.2890,1.5586
3.2899,1.5549
3.2908,1.5586
3.2916,1.5512
3.2924,1.5512
3.2932,1.5549
3.2941,1.5586
3.2951,1.5475
3.2960,1.5586
3.2968,1.5549
3.2976,1.5475
3.2985,1.5512
3.2994,1.5512
3.3003,1.5475
3.3011,1.5549
3.3020,1.5437
3.3029,1.5586
3.3038,1.5549
3.3046,1.5586
3.3055,1.5512
3.3064,1.5586
3.3072,1.5512
3.3081,1.5512
3.3089,1.5549
3.3099,1.5549
3.3107,1.5512
3.3116,1.5549
3.3125,1.5586
3.3134,1.5586
3.3144,1.5549
3.3156,1.5549
3.3165,1.5549
3.3174,1.5586
3.3184,1.5586
3.3193,1.5549
3.3203,1.5512
3.3213,1.5549
3.3223,1.5549
3.3232,1.5512
3.3242,1.5549
3.3251,1.5586
3.3261,1.5586
3.3271,1.5512
3.3281,1.5549
3.3291,1.5549
3.3300,1.5549
3.3310,1.5549
3.3319,1.5549
3.3328,1.5549
3.3337,1.5586
3.3346,1.5512
3.3355,1.5549
3.3364,1.5549
3.3373,1.5586
3.3383,1.5512
3.3393,1.5475
3.3403,1.5475
3.3414,1.5437
3.3428,1.5586
3.3438,1.5586
3.3448,1.5549
3.3461,1.5512
3.3472,1.5512
3.3481,1.5549
3.3490,1.5512
3.3499,1.5549
3.3508,1.5549
3.3517,1.5586
3.3526,1.5549
3.3534,1.5549
3.3543,1.5586
3.3552,1.5512
3.3561,1.5549
3.3570,1.5549
3.3579,1.5512
3.3588,1.5549
3.3597,1.5549
3.3606,1.5549
3.3616,1.5586
3.3625,1.5586
3.3634,1.5586
3.3643,1.5512
3.3651,1.5512
3.3660,1.5512
3.3669,1.5586
3.3678,1.5549
3.3687,1.5549
3.3696,1.5549
3.3705,1.5512
3.3714,1.5549
3.3723,1.5512
3.3731,1.5549
3.3740,1.5512
3.3749,1.5549
3.3758,1.5549
3.3768,1.5586
3.3777,1.5549
3.3787,1.5586
3.3796,1.5549
3.3805,1.5586
3.3814,1.5512
3.3823,1.5475
3.3832,1.5549
3.3841,1.5549
3.3850,1.5549
3.3859,1.5512
3.3867,1.5586
3.3876,1.5475
3.3885,1.5549
3.3894,1.5586
3.3902,1.5586
3.3911,1.5549
3.3920,1.5549
3.3935,1.5549
3.3944,1.5549
3.3953,1.5549
3.3961,1.5586
3.3970,1.5549
3.3979,1.5475
3.3988,1.5586
3.3997,1.5549
3.4005,1.5586
3.4015,1.5586
3.4023,1.5586
3.4032,1.5549
3.4041,1.5586
3.4050,1.5586
3.4058,1.5512
3.4067,1.5549
3.4076,1.5586
3.4085,1.5512
3.4094,1.5586
3.4105,1.5549
3.4114,1.5549
3.4123,1.5549
3.4132,1.5549
3.4141,1.5475
3.4150,1.5586
3.4158,1.5586
3.4168,1.5512
3.4176,1.5475
3.4186,1.5549
3.4195,1.5549
3.4204,1.5549
3.4212,1.5512
3.4222,1.5512
3.4231,1.5549
3.4243,1.5549
3.4262,1.5586
3.4279,1.5512
3.4289,1.5512
3.4300,1.5475
3.4310,1.5586
3.4320,1.5549
3.4329,1.5549
3.4338,1.5586
3.4347,1.5549
3.4356,1.5512
3.4365,1.5475
3.4373,1.5549
3.4382,1.5549
3.4391,1.5549
3.4400,1.5549
3.4408,1.5549
3.4417,1.5549
3.4426,1.5586
3.4436,1.5549
3.4446,1.5549
3.4455,1.5586
3.4464,1.5549
3.4473,1.5586
3.4482,1.5512
3.4491,1.5549
3.4500,1.5475
3.4509,1.5512
3.4518,1.5549
3.4527,1.5586
3.4536,1.5549
3.4545,1.5549
3.4553,1.5549
3.4562,1.5549
3.4571,1.5549
