Время[с],Напряжение[В]
1.0286,0.4564
1.0294,0.4564
1.0302,0.4602
1.0309,0.4564
1.0317,0.4564
1.0325,0.4564
1.0334,0.4602
1.0342,0.4564
1.0349,0.4602
1.0356,0.4564
1.0363,0.4564
1.0370,0.4564
1.0376,0.4564
1.0383,0.4527
1.0391,0.4602
1.0398,0.4602
1.0405,0.4564
1.0412,0.4564
1.0419,0.4564
1.0426,0.4564
1.0433,0.4602
1.0440,0.4564
1.0447,0.4564
1.0453,0.4564
1.0460,0.4564
1.0467,0.4564
1.0474,0.4564
1.0480,0.4527
1.0487,0.4564
1.0494,0.4527
1.0500,0.4564
1.0507,0.4602
1.0514,0.4564
1.0521,0.4564
1.0529,0.4564
1.0537,0.4527
1.0545,0.4602
1.0553,0.4564
1.0561,0.4527
1.0569,0.4564
1.0577,0.4564
1.0585,0.4564
1.0594,0.4564
1.0603,0.4602
1.0612,0.4602
1.0620,0.4564
1.0628,0.4527
1.0637,0.4564
1.0644,0.4602
1.0652,0.4564
1.0660,0.4564
1.0668,0.4602
1.0676,0.4527
1.0684,0.4602
1.0692,0.4602
1.0700,0.4564
1.0708,0.4564
1.0716,0.4527
1.0724,0.4602
1.0732,0.4564
1.0740,0.4564
1.0747,0.4602
1.0755,0.4564
1.0763,0.4564
1.0771,0.4602
1.0779,0.4564
1.0787,0.4564
1.0795,0.4602
1.0803,0.4564
1.0810,0.4602
1.0818,0.4564
1.0826,0.4564
1.0834,0.4564
1.0842,0.4602
1.0851,0.4527
1.0859,0.4564
1.0867,0.4564
1.0876,0.4602
1.0885,0.4602
1.0894,0.4602
1.0901,0.4564
1.0908,0.4564
1.0916,0.4564
1.0924,0.4527
1.0932,0.4602
1.0940,0.4564
1.0948,0.4564
1.0955,0.4564
1.0963,0.4564
1.0971,0.4564
1.0980,0.4564
1.0988,0.4602
1.0996,0.4602
1.1003,0.4564
1.1011,0.4564
1.1018,0.4527
1.1025,0.4564
1.1031,0.4564
1.1037,0.4527
1.1044,0.4564
1.1050,0.4564
1.1056,0.4564
1.1063,0.4564
1.1069,0.4564
1.1075,0.4527
1.1083,0.4564
1.1090,0.4564
1.1097,0.4564
1.1104,0.4602
1.1111,0.4564
1.1118,0.4564
1.1126,0.4602
1.1133,0.4564
1.1140,0.4602
1.1147,0.4564
1.1154,0.4564
1.1162,0.4564
1.1169,0.4564
1.1176,0.4564
1.1183,0.4564
1.1190,0.4564
1.1197,0.4564
1.1205,0.4602
1.1212,0.4527
1.1219,0.4564
1.1227,0.4527
1.1234,0.4602
1.1242,0.4564
1.1250,0.4564
1.1257,0.4564
1.1264,0.4564
1.1272,0.4602
1.1280,0.4527
1.1288,0.4564
1.1296,0.4602
1.1303,0.4564
1.1310,0.4564
1.1318,0.4527
1.1325,0.4564
1.1333,0.4564
1.1340,0.4564
1.1348,0.4602
1.1356,0.4564
1.1363,0.4527
1.1371,0.4564
1.1378,0.4564
1.1385,0.4564
1.1394,0.4602
1.1403,0.4602
1.1412,0.4564
1.1420,0.4564
1.1429,0.4602
1.1436,0.4602
1.1443,0.4602
1.1450,0.4564
1.1459,0.4564
1.1469,0.4527
1.1476,0.4564
1.1482,0.4602
1.1488,0.4564
1.1495,0.4602
1.1502,0.4602
1.1511,0.4564
1.1520,0.4564
1.1528,0.4564
1.1535,0.4602
1.1542,0.4602
1.1550,0.4602
1.1558,0.4602
1.1564,0.4564
1.1572,0.4602
1.1578,0.4564
1.1585,0.4564
1.1592,0.4602
1.1598,0.4564
1.1605,0.4602
1.1612,0.4602
1.1619,0.4602
1.1627,0.4527
1.1634,0.4564
1.1642,0.4602
1.1650,0.4602
1.1657,0.4564
1.1664,0.4564
1.1671,0.4564
1.1677,0.4564
1.1684,0.4602
1.1691,0.4602
1.1698,0.4564
1.1704,0.4564
1.1711,0.4602
1.1719,0.4564
1.1726,0.4564
1.1734,0.4564
1.1741,0.4564
1.1749,0.4564
1.1757,0.4527
1.1765,0.4564
1.1773,0.4564
1.1781,0.4639
1.1789,0.4564
1.1797,0.4564
1.1804,0.4564
1.1812,0.4564
1.1820,0.4564
1.1828,0.4564
1.1836,0.4564
1.1844,0.4602
1.1851,0.4527
1.1860,0.4602
1.1867,0.4602
1.1875,0.4564
1.1883,0.4602
1.1890,0.4527
1.1898,0.4564
1.1906,0.4564
1.1913,0.4564
1.1921,0.4564
1.1929,0.4564
1.1936,0.4527
1.1944,0.4564
1.1952,0.4527
1.1960,0.4602
1.1968,0.4564
1.1976,0.4602
1.1983,0.4564
1.1991,0.4602
1.1999,0.4527
1.2007,0.4564
1.2014,0.4602
1.2022,0.4564
1.2030,0.4564
1.2037,0.4602
1.2045,0.4564
1.2053,0.4564
1.2060,0.4602
1.2068,0.4602
1.2075,0.4602
1.2083,0.4602
1.2091,0.4602
1.2098,0.4564
1.2106,0.4564
1.2114,0.4602
1.2122,0.4602
1.2130,0.4602
1.2137,0.4602
1.2145,0.4564
1.2153,0.4602
1.2161,0.4602
1.2169,0.4602
1.2176,0.4602
1.2184,0.4602
1.2192,0.4564
1.2199,0.4602
1.2207,0.4602
1.2215,0.4527
1.2222,0.4564
1.2230,0.4564
1.2238,0.4602
1.2246,0.4564
1.2253,0.4564
1.2261,0.4527
1.2268,0.4564
1.2276,0.4564
1.2284,0.4602
1.2292,0.4564
1.2300,0.4564
1.2307,0.4564
1.2315,0.4602
1.2323,0.4602
1.2331,0.4602
1.2338,0.4602
1.2346,0.4564
1.2353,0.4564
1.2361,0.4564
1.2369,0.4639
1.2376,0.4602
1.2384,0.4602
1.2392,0.4564
1.2400,0.4602
1.2407,0.4602
1.2415,0.4602
1.2423,0.4602
1.2431,0.4602
1.2439,0.4527
1.2447,0.4564
1.2455,0.4602
1.2463,0.4564
1.2471,0.4602
1.2479,0.4602
1.2487,0.4564
1.2495,0.4564
1.2503,0.4602
1.2511,0.4602
1.2519,0.4564
1.2526,0.4564
1.2534,0.4602
1.2541,0.4527
1.2550,0.4602
1.2560,0.4602
1.2569,0.4564
1.2578,0.4564
1.2585,0.4602
1.2593,0.4602
1.2601,0.4602
1.2609,0.4602
1.2618,0.4564
1.2626,0.4564
1.2634,0.4564
1.2642,0.4527
1.2649,0.4602
1.2657,0.4564
1.2665,0.4602
1.2673,0.4602
1.2682,0.4564
1.2691,0.4602
1.2700,0.4564
1.2708,0.4564
1.2717,0.4602
1.2725,0.4602
1.2732,0.4564
1.2741,0.4564
1.2749,0.4602
1.2758,0.4564
1.2767,0.4602
1.2776,0.4564
1.2784,0.4564
1.2792,0.4602
1.2800,0.4564
1.2808,0.4602
1.2816,0.4564
1.2824,0.4564
1.2831,0.4602
1.2839,0.4602
1.2847,0.4564
1.2854,0.4564
1.2862,0.4602
1.2870,0.4602
1.2878,0.4564
1.2885,0.4602
1.2893,0.4639
1.2901,0.4527
1.2909,0.4564
1.2916,0.4564
1.2925,0.4602
1.2932,0.4564
1.2940,0.4602
1.2948,0.4564
1.2956,0.4602
1.2963,0.4564
1.2971,0.4602
1.2979,0.4564
1.2987,0.4564
1.2994,0.4602
1.3002,0.4602
1.3010,0.4564
1.3018,0.4564
1.3026,0.4602
1.3034,0.4602
1.3042,0.4602
1.3049,0.4602
1.3057,0.4602
1.3065,0.4602
1.3073,0.4602
1.3081,0.4602
1.3089,0.4564
1.3097,0.4602
1.3105,0.4602
1.3113,0.4639
1.3120,0.4602
1.3128,0.4602
1.3136,0.4602
1.3144,0.4602
1.3152,0.4564
1.3160,0.4602
1.3167,0.4602
1.3175,0.4564
1.3183,0.4564
1.3191,0.4564
1.3198,0.4602
1.3206,0.4639
1.3216,0.4564
1.3224,0.4602
1.3232,0.4602
1.3239,0.4564
1.3247,0.4564
1.3255,0.4602
1.3263,0.4564
1.3270,0.4602
1.3279,0.4602
1.3286,0.4602
1.3294,0.4564
1.3302,0.4602
1.3310,0.4602
1.3318,0.4602
1.3326,0.4564
1.3334,0.4602
1.3342,0.4639
1.3350,0.4602
1.3357,0.4564
1.3365,0.4602
1.3373,0.4564
1.3381,0.4602
1.3389,0.4602
1.3397,0.4602
1.3404,0.4564
1.3412,0.4602
1.3420,0.4639
1.3428,0.4602
1.3436,0.4602
1.3444,0.4602
1.3453,0.4602
1.3461,0.4564
1.3469,0.4564
1.3477,0.4602
1.3485,0.4602
1.3493,0.4564
1.3501,0.4602
1.3509,0.4602
1.3517,0.4564
1.3526,0.4602
1.3534,0.4602
1.3542,0.4564
1.3551,0.4602
1.3560,0.4602
1.3570,0.4602
1.3580,0.4602
1.3588,0.4602
1.3596,0.4602
1.3604,0.4602
1.3612,0.4602
1.3619,0.4602
1.3626,0.4602
1.3633,0.4564
1.3639,0.4639
1.3646,0.4602
1.3652,0.4602
1.3659,0.4564
1.3666,0.4564
1.3673,0.4602
1.3680,0.4564
1.3687,0.4602
1.3695,0.4639
1.3702,0.4602
1.3709,0.4602
1.3716,0.4639
1.3723,0.4602
1.3730,0.4564
1.3737,0.4602
1.3744,0.4602
1.3751,0.4639
1.3759,0.4602
1.3766,0.4602
1.3775,0.4602
1.3782,0.4564
1.3790,0.4602
1.3798,0.4602
1.3806,0.4602
1.3813,0.4564
1.3821,0.4602
1.3828,0.4602
1.3836,0.4564
1.3844,0.4564
1.3851,0.4602
1.3859,0.4602
1.3866,0.4564
1.3874,0.4602
1.3881,0.4639
1.3888,0.4602
1.3896,0.4602
1.3903,0.4602
1.3911,0.4602
1.3918,0.4639
1.3927,0.4602
1.3936,0.4602
1.3945,0.4602
1.3953,0.4602
1.3962,0.4602
1.3971,0.4602
1.3980,0.4602
1.3990,0.4602
1.4000,0.4564
1.4008,0.4602
1.4015,0.4602
1.4023,0.4639
1.4030,0.4639
1.4038,0.4602
1.4047,0.4602
1.4057,0.4602
1.4068,0.4602
1.4078,0.4639
1.4086,0.4564
1.4096,0.4602
1.4106,0.4602
1.4115,0.4602
1.4124,0.4602
1.4132,0.4602
1.4139,0.4602
1.4147,0.4602
1.4155,0.4602
1.4162,0.4639
1.4170,0.4602
1.4178,0.4564
1.4185,0.4639
1.4193,0.4602
1.4200,0.4602
1.4209,0.4602
1.4217,0.4602
1.4225,0.4602
1.4233,0.4602
1.4240,0.4639
1.4248,0.4602
1.4255,0.4602
1.4263,0.4602
1.4271,0.4602
1.4279,0.4564
1.4287,0.4602
1.4294,0.4602
1.4302,0.4602
1.4310,0.4602
1.4318,0.4639
1.4326,0.4639
1.4334,0.4639
1.4341,0.4602
1.4351,0.4602
1.4359,0.4602
1.4366,0.4639
1.4373,0.4639
1.4381,0.4602
1.4388,0.4564
1.4396,0.4602
1.4404,0.4639
1.4412,0.4602
1.4419,0.4602
1.4427,0.4564
1.4434,0.4602
1.4442,0.4602
1.4450,0.4639
1.4458,0.4639
1.4465,0.4639
1.4473,0.4639
1.4480,0.4602
1.4488,0.4564
1.4496,0.4639
1.4503,0.4639
1.4511,0.4602
1.4519,0.4639
1.4526,0.4602
1.4534,0.4639
1.4541,0.4639
1.4549,0.4602
1.4557,0.4639
1.4565,0.4602
1.4572,0.4602
1.4580,0.4602
1.4587,0.4602
1.4595,0.4602
1.4602,0.4639
1.4610,0.4602
1.4618,0.4602
1.4625,0.4602
1.4633,0.4564
1.4641,0.4602
1.4649,0.4602
1.4657,0.4602
1.4664,0.4639
1.4672,0.4602
1.4679,0.4602
1.4687,0.4602
1.4695,0.4602
1.4703,0.4639
1.4710,0.4602
1.4718,0.4639
1.4726,0.4564
1.4734,0.4602
1.4741,0.4602
1.4749,0.4602
1.4756,0.4602
1.4764,0.4602
1.4771,0.4564
1.4779,0.4602
1.4787,0.4602
1.4796,0.4602
1.4803,0.4602
1.4811,0.4564
1.4819,0.4602
1.4826,0.4639
1.4834,0.4602
1.4842,0.4602
1.4849,0.4564
1.4857,0.4602
1.4865,0.4639
1.4872,0.4602
1.4880,0.4602
1.4887,0.4602
1.4895,0.4602
1.4903,0.4602
1.4911,0.4639
1.4918,0.4639
1.4926,0.4564
1.4934,0.4639
1.4942,0.4602
1.4949,0.4602
1.4957,0.4602
1.4966,0.4639
1.4974,0.4602
1.4982,0.4602
1.4989,0.4602
1.4997,0.4602
1.5006,0.4639
1.5014,0.4602
1.5022,0.4602
1.5030,0.4639
1.5038,0.4639
1.5045,0.4602
1.5053,0.4602
1.5063,0.4639
1.5072,0.4602
1.5080,0.4639
1.5088,0.4639
1.5096,0.4639
1.5104,0.4602
1.5112,0.4602
1.5120,0.4602
1.5127,0.4639
1.5135,0.4639
1.5143,0.4602
1.5150,0.4602
1.5158,0.4602
1.5166,0.4602
1.5173,0.4639
1.5181,0.4639
1.5188,0.4602
1.5196,0.4602
1.5204,0.4639
1.5211,0.4602
1.5219,0.4602
1.5227,0.4639
1.5234,0.4602
1.5242,0.4602
1.5250,0.4639
1.5257,0.4639
1.5265,0.4602
1.5273,0.4602
1.5280,0.4639
1.5288,0.4639
1.5296,0.4639
1.5304,0.4564
1.5311,0.4639
1.5319,0.4676
1.5327,0.4639
1.5335,0.4639
1.5343,0.4676
1.5351,0.4639
1.5358,0.4639
1.5366,0.4602
1.5373,0.4639
1.5381,0.4602
1.5389,0.4602
1.5397,0.4602
1.5405,0.4602
1.5412,0.4602
1.5420,0.4639
1.5428,0.4639
1.5436,0.4639
1.5444,0.4639
1.5452,0.4602
1.5460,0.4676
1.5467,0.4639
1.5475,0.4602
1.5488,0.4676
1.5497,0.4676
1.5505,0.4639
1.5513,0.4602
1.5520,0.4639
1.5529,0.4639
1.5537,0.4602
1.5545,0.4639
1.5553,0.4602
1.5560,0.4639
1.5568,0.4639
1.5576,0.4602
1.5585,0.4602
1.5592,0.4602
1.5600,0.4602
1.5608,0.4676
1.5616,0.4602
1.5625,0.4602
1.5633,0.4602
1.5641,0.4602
1.5648,0.4639
1.5656,0.4602
1.5664,0.4639
1.5672,0.4602
1.5680,0.4639
1.5688,0.4602
1.5695,0.4639
1.5703,0.4602
1.5711,0.4639
1.5721,0.4602
1.5729,0.4602
1.5737,0.4639
1.5745,0.4602
1.5753,0.4676
1.5761,0.4676
1.5769,0.4602
1.5776,0.4639
1.5784,0.4639
1.5792,0.4676
1.5799,0.4676
1.5807,0.4676
1.5815,0.4639
1.5823,0.4639
1.5831,0.4639
1.5839,0.4564
1.5847,0.4639
1.5854,0.4639
1.5862,0.4639
1.5872,0.4639
1.5880,0.4639
1.5888,0.4639
1.5895,0.4676
1.5903,0.4639
1.5911,0.4676
1.5918,0.4639
1.5926,0.4639
1.5934,0.4639
1.5942,0.4639
1.5950,0.4602
1.5958,0.4639
1.5966,0.4676
1.5973,0.4602
1.5981,0.4639
1.5989,0.4639
1.5997,0.4639
1.6005,0.4602
1.6013,0.4602
1.6020,0.4639
1.6029,0.4639
1.6037,0.4602
1.6045,0.4602
1.6053,0.4639
1.6062,0.4639
1.6071,0.4639
1.6080,0.4602
1.6088,0.4639
1.6096,0.4639
1.6104,0.4639
1.6111,0.4639
1.6119,0.4639
1.6128,0.4676
1.6135,0.4676
1.6145,0.4639
1.6153,0.4639
1.6161,0.4639
1.6200,0.4676
1.6208,0.4639
1.6217,0.4676
1.6225,0.4639
1.6234,0.4676
1.6242,0.4602
1.6250,0.4602
1.6258,0.4676
1.6267,0.4639
1.6275,0.4639
1.6283,0.4639
1.6291,0.4676
1.6300,0.4639
1.6308,0.4639
1.6316,0.4639
1.6325,0.4639
1.6334,0.4639
1.6342,0.4676
1.6351,0.4676
1.6359,0.4639
1.6368,0.4676
1.6376,0.4676
1.6383,0.4639
1.6391,0.4676
1.6399,0.4676
1.6407,0.4639
1.6415,0.4639
1.6422,0.4676
1.6429,0.4676
1.6436,0.4639
1.6443,0.4639
1.6450,0.4676
1.6457,0.4639
1.6465,0.4602
1.6472,0.4676
1.6480,0.4639
1.6488,0.4602
1.6495,0.4639
1.6503,0.4639
1.6510,0.4676
1.6518,0.4676
1.6526,0.4639
1.6534,0.4676
1.6541,0.4676
1.6549,0.4676
1.6557,0.4639
1.6564,0.4639
1.6572,0.4639
1.6580,0.4602
1.6587,0.4639
1.6594,0.4676
1.6602,0.4676
1.6609,0.4676
1.6617,0.4676
1.6624,0.4676
1.6632,0.4639
1.6640,0.4639
1.6647,0.4676
1.6655,0.4639
1.6663,0.4639
1.6670,0.4639
1.6678,0.4639
1.6685,0.4639
1.6693,0.4676
1.6701,0.4676
1.6709,0.4676
1.6716,0.4676
1.6724,0.4676
1.6732,0.4676
1.6740,0.4639
1.6748,0.4676
1.6756,0.4639
1.6763,0.4676
1.6771,0.4676
1.6779,0.4639
1.6786,0.4639
1.6794,0.4639
1.6802,0.4639
1.6812,0.4639
1.6820,0.4676
1.6829,0.4676
1.6838,0.4639
1.6847,0.4639
1.6855,0.4676
1.6864,0.4639
1.6873,0.4676
1.6883,0.4639
1.6893,0.4676
1.6903,0.4676
1.6912,0.4676
1.6920,0.4676
1.6929,0.4676
1.6937,0.4713
1.6946,0.4676
1.6957,0.4639
1.6966,0.4676
1.6974,0.4639
1.6983,0.4676
1.6991,0.4639
1.6999,0.4639
1.7008,0.4676
1.7016,0.4676
1.7027,0.4676
1.7039,0.4676
1.7048,0.4639
1.7056,0.4639
1.7065,0.4639
1.7075,0.4639
1.7085,0.4676
1.7094,0.4713
1.7102,0.4713
1.7111,0.4676
1.7119,0.4639
1.7128,0.4676
1.7136,0.4676
1.7145,0.4676
1.7153,0.4676
1.7162,0.4676
1.7170,0.4713
1.7178,0.4639
1.7187,0.4639
1.7195,0.4676
1.7203,0.4676
1.7212,0.4713
1.7220,0.4639
1.7228,0.4676
1.7236,0.4676
1.7245,0.4639
1.7253,0.4676
1.7261,0.4676
1.7269,0.4676
1.7278,0.4713
1.7286,0.4713
1.7294,0.4676
1.7302,0.4713
1.7311,0.4713
1.7319,0.4676
1.7327,0.4713
1.7335,0.4713
1.7343,0.4676
1.7352,0.4676
1.7360,0.4676
1.7368,0.4676
1.7377,0.4676
1.7385,0.4713
1.7393,0.4713
1.7401,0.4676
1.7409,0.4713
1.7417,0.4713
1.7426,0.4713
1.7434,0.4676
1.7442,0.4639
1.7450,0.4676
1.7459,0.4676
1.7467,0.4713
1.7475,0.4713
1.7483,0.4676
1.7491,0.4676
1.7499,0.4713
1.7507,0.4676
1.7516,0.4676
1.7525,0.4713
1.7533,0.4676
1.7542,0.4676
1.7550,0.4676
1.7557,0.4676
1.7566,0.4713
1.7574,0.4676
1.7582,0.4713
1.7591,0.4713
1.7599,0.4713
1.7607,0.4713
1.7615,0.4676
1.7624,0.4676
1.7633,0.4676
1.7641,0.4639
1.7649,0.4713
1.7657,0.4713
1.7665,0.4713
1.7673,0.4676
1.7681,0.4713
1.7689,0.4713
1.7698,0.4676
1.7705,0.4676
1.7714,0.4676
1.7722,0.4676
1.7730,0.4676
1.7738,0.4713
1.7746,0.4713
1.7754,0.4676
1.7763,0.4676
1.7771,0.4713
1.7779,0.4713
1.7788,0.4713
1.7796,0.4713
1.7804,0.4676
1.7812,0.4713
1.7821,0.4676
1.7829,0.4713
1.7837,0.4676
1.7846,0.4676
1.7854,0.4676
1.7862,0.4713
1.7870,0.4713
1.7879,0.4713
1.7888,0.4676
1.7895,0.4713
1.7904,0.4676
1.7911,0.4676
1.7919,0.4676
1.7928,0.4676
1.7936,0.4713
1.7943,0.4676
1.7952,0.4713
1.7961,0.4713
1.7969,0.4713
1.7978,0.4713
1.7987,0.4713
1.7995,0.4713
1.8004,0.4750
1.8011,0.4713
1.8019,0.4676
1.8027,0.4713
1.8035,0.4750
1.8043,0.4713
1.8050,0.4676
1.8059,0.4713
1.8066,0.4639
1.8075,0.4713
1.8083,0.4713
1.8091,0.4713
1.8099,0.4713
1.8107,0.4713
1.8115,0.4676
1.8124,0.4713
1.8132,0.4676
1.8140,0.4676
1.8148,0.4713
1.8156,0.4713
1.8164,0.4713
1.8172,0.4713
1.8180,0.4713
1.8189,0.4713
1.8197,0.4713
1.8204,0.4713
1.8212,0.4676
1.8221,0.4713
1.8229,0.4713
1.8237,0.4676
1.8246,0.4676
1.8254,0.4713
1.8263,0.4750
1.8271,0.4713
1.8279,0.4713
1.8288,0.4713
1.8297,0.4676
1.8305,0.4676
1.8313,0.4713
1.8320,0.4750
1.8327,0.4676
1.8333,0.4713
1.8340,0.4676
1.8347,0.4713
1.8354,0.4713
1.8360,0.4676
1.8367,0.4713
1.8375,0.4750
1.8382,0.4713
1.8390,0.4713
1.8398,0.4676
1.8405,0.4713
1.8413,0.4676
1.8421,0.4713
1.8428,0.4713
1.8436,0.4676
1.8444,0.4676
1.8452,0.4676
1.8460,0.4750
1.8467,0.4713
1.8475,0.4713
1.8482,0.4713
1.8490,0.4713
1.8498,0.4713
1.8506,0.4676
1.8514,0.4676
1.8521,0.4713
1.8529,0.4713
1.8537,0.4750
1.8544,0.4676
1.8553,0.4713
1.8560,0.4750
1.8567,0.4713
1.8575,0.4713
1.8583,0.4676
1.8591,0.4713
1.8599,0.4676
1.8607,0.4713
1.8615,0.4713
1.8623,0.4713
1.8631,0.4676
1.8639,0.4713
1.8647,0.4750
1.8654,0.4676
1.8662,0.4676
1.8670,0.4713
1.8678,0.4713
1.8685,0.4750
1.8693,0.4713
1.8700,0.4713
1.8708,0.4750
1.8716,0.4713
1.8724,0.4750
1.8732,0.4713
1.8739,0.4713
1.8747,0.4713
1.8755,0.4713
1.8764,0.4713
1.8772,0.4713
1.8782,0.4713
1.8791,0.4713
1.8799,0.4750
1.8807,0.4676
1.8816,0.4713
1.8824,0.4713
1.8833,0.4750
1.8841,0.4713
1.8850,0.4713
1.8858,0.4713
1.8867,0.4713
1.8875,0.4713
1.8883,0.4713
1.8892,0.4750
1.8900,0.4713
1.8908,0.4713
1.8916,0.4713
1.8925,0.4713
1.8934,0.4713
1.8943,0.4750
1.8952,0.4713
1.8963,0.4713
1.8973,0.4713
1.8981,0.4750
1.8990,0.4713
1.8998,0.4713
1.9007,0.4713
1.9018,0.4713
1.9028,0.4750
1.9039,0.4676
1.9048,0.4750
1.9056,0.4750
1.9067,0.4676
1.9075,0.4713
1.9083,0.4750
1.9091,0.4713
1.9099,0.4750
1.9107,0.4713
1.9117,0.4713
1.9125,0.4713
1.9134,0.4713
1.9142,0.4750
1.9151,0.4713
1.9159,0.4676
1.9167,0.4713
1.9175,0.4713
1.9183,0.4750
1.9192,0.4713
1.9200,0.4713
1.9209,0.4750
1.9217,0.4713
1.9226,0.4676
1.9234,0.4713
1.9242,0.4713
1.9250,0.4713
1.9259,0.4713
1.9267,0.4713
1.9276,0.4750
1.9284,0.4713
1.9292,0.4750
1.9301,0.4713
1.9309,0.4713
1.9318,0.4750
1.9326,0.4750
1.9334,0.4750
1.9343,0.4713
1.9351,0.4713
1.9359,0.4713
1.9368,0.4713
1.9377,0.4750
1.9385,0.4713
1.9393,0.4713
1.9402,0.4750
1.9410,0.4713
1.9418,0.4750
1.9427,0.4750
1.9435,0.4750
1.9444,0.4713
1.9452,0.4750
1.9461,0.4676
1.9469,0.4676
1.9477,0.4713
1.9486,0.4713
1.9494,0.4713
1.9503,0.4713
1.9511,0.4750
1.9519,0.4713
1.9527,0.4713
1.9536,0.4676
1.9544,0.4713
1.9552,0.4713
1.9560,0.4713
1.9568,0.4676
1.9576,0.4713
1.9585,0.4750
1.9594,0.4713
1.9602,0.4676
1.9611,0.4713
1.9619,0.4676
1.9627,0.4713
1.9636,0.4713
1.9645,0.4713
1.9653,0.4713
1.9662,0.4750
1.9670,0.4713
1.9679,0.4713
1.9687,0.4750
1.9696,0.4713
1.9705,0.4750
1.9715,0.4750
1.9723,0.4713
1.9732,0.4713
1.9740,0.4750
1.9749,0.4713
1.9757,0.4750
1.9766,0.4750
1.9774,0.4676
1.9782,0.4713
1.9791,0.4676
1.9799,0.4713
1.9808,0.4713
1.9816,0.4750
1.9825,0.4750
1.9833,0.4713
1.9841,0.4713
1.9849,0.4713
1.9857,0.4713
1.9865,0.4750
1.9873,0.4713
1.9882,0.4713
1.9890,0.4713
1.9898,0.4676
1.9906,0.4713
1.9915,0.4713
1.9923,0.4713
1.9931,0.4713
1.9940,0.4750
1.9948,0.4750
1.9956,0.4713
1.9965,0.4713
1.9972,0.4713
1.9981,0.4676
1.9989,0.4750
1.9997,0.4713
2.0005,0.4713
2.0014,0.4713
2.0022,0.4713
2.0031,0.4750
2.0038,0.4713
2.0047,0.4713
2.0056,0.4713
2.0064,0.4750
2.0072,0.4713
2.0080,0.4713
2.0088,0.4713
2.0095,0.4713
2.0102,0.4750
2.0109,0.4713
2.0116,0.4713
2.0124,0.4676
2.0131,0.4750
2.0139,0.4713
2.0146,0.4713
2.0153,0.4713
2.0161,0.4676
2.0169,0.4713
2.0178,0.4713
2.0186,0.4713
2.0194,0.4676
2.0201,0.4750
2.0209,0.4713
2.0217,0.4750
2.0225,0.4713
2.0233,0.4713
2.0241,0.4750
2.0249,0.4713
2.0257,0.4713
2.0264,0.4713
2.0272,0.4713
2.0279,0.4713
2.0287,0.4750
2.0295,0.4713
2.0302,0.4713
2.0310,0.4713
2.0318,0.4750
2.0326,0.4713
2.0333,0.4750
2.0341,0.4713
2.0349,0.4750
2.0356,0.4713
2.0364,0.4713
2.0371,0.4713
2.0379,0.4713
2.0387,0.4713
2.0395,0.4713
2.0402,0.4713
2.0410,0.4713
2.0417,0.4713
2.0425,0.4713
2.0432,0.4750
2.0440,0.4713
2.0448,0.4713
2.0455,0.4713
2.0462,0.4713
2.0470,0.4676
2.0478,0.4713
2.0486,0.4676
2.0493,0.4750
2.0501,0.4713
2.0509,0.4750
2.0519,0.4713
2.0528,0.4713
2.0536,0.4750
2.0545,0.4676
2.0554,0.4713
2.0563,0.4750
2.0573,0.4676
2.0582,0.4713
2.0590,0.4750
2.0598,0.4713
2.0605,0.4713
2.0614,0.4676
2.0623,0.4713
2.0633,0.4750
2.0643,0.4713
2.0651,0.4713
2.0659,0.4713
2.0670,0.4750
2.0680,0.4713
2.0688,0.4750
2.0696,0.4713
2.0705,0.4713
2.0713,0.4713
2.0721,0.4750
2.0729,0.4676
2.0737,0.4713
2.0745,0.4713
2.0754,0.4676
2.0762,0.4750
2.0770,0.4713
2.0778,0.4713
2.0786,0.4713
2.0794,0.4713
2.0802,0.4750
2.0810,0.4713
2.0819,0.4713
2.0827,0.4750
2.0835,0.4676
2.0843,0.4676
2.0851,0.4676
2.0859,0.4713
2.0868,0.4713
2.0876,0.4713
2.0885,0.4713
2.0893,0.4713
2.0901,0.4750
2.0909,0.4713
2.0917,0.4713
2.0925,0.4713
2.0933,0.4713
2.0942,0.4750
2.0950,0.4713
2.0958,0.4713
2.0966,0.4713
2.0974,0.4713
2.0982,0.4713
2.0990,0.4713
2.0998,0.4750
2.1006,0.4750
2.1013,0.4713
2.1022,0.4750
2.1031,0.4713
2.1039,0.4676
2.1047,0.4676
2.1055,0.4713
2.1064,0.4713
2.1072,0.4713
2.1080,0.4713
2.1088,0.4713
2.1096,0.4713
2.1117,0.4676
2.1219,0.4713
2.1228,0.4750
2.1237,0.4676
2.1246,0.4750
2.1256,0.4713
2.1264,0.4713
2.1273,0.4713
2.1281,0.4676
2.1290,0.4713
2.1298,0.4713
2.1306,0.4713
2.1315,0.4713
2.1323,0.4676
2.1331,0.4713
2.1340,0.4713
2.1348,0.4713
2.1356,0.4713
2.1364,0.4750
2.1372,0.4713
2.1381,0.4713
2.1389,0.4713
2.1397,0.4713
2.1406,0.4750
2.1414,0.4713
2.1425,0.4750
2.1433,0.4713
2.1442,0.4713
2.1450,0.4713
2.1458,0.4750
2.1465,0.4713
2.1473,0.4713
2.1482,0.4750
2.1491,0.4713
2.1500,0.4676
2.1509,0.4750
2.1517,0.4676
2.1525,0.4713
2.1534,0.4750
2.1542,0.4750
2.1551,0.4676
2.1560,0.4713
2.1568,0.4713
2.1578,0.4713
2.1589,0.4713
