Время[с],Напряжение[В]
0.1666,0.4564
0.1673,0.4602
0.1680,0.4564
0.1687,0.4564
0.1694,0.4564
0.1701,0.4564
0.1708,0.4564
0.1715,0.4564
0.1723,0.4564
0.1732,0.4564
0.1740,0.4564
0.1747,0.4564
0.1754,0.4564
0.1761,0.4564
0.1768,0.4564
0.1775,0.4564
0.1782,0.4527
0.1788,0.4564
0.1795,0.4564
0.1803,0.4564
0.1810,0.4527
0.1817,0.4564
0.1824,0.4527
0.1831,0.4564
0.1838,0.4564
0.1845,0.4602
0.1852,0.4602
0.1860,0.4527
0.1866,0.4564
0.1873,0.4564
0.1880,0.4527
0.1887,0.4564
0.1894,0.4602
0.1901,0.4527
0.1908,0.4527
0.1916,0.4527
0.1924,0.4527
0.1933,0.4527
0.1944,0.4527
0.1952,0.4527
0.1960,0.4527
0.1968,0.4527
0.1976,0.4564
0.1983,0.4527
0.1990,0.4564
0.1996,0.4602
0.2003,0.4564
0.2008,0.4564
0.2014,0.4564
0.2021,0.4564
0.2026,0.4564
0.2032,0.4564
0.2038,0.4564
0.2044,0.4527
0.2050,0.4602
0.2057,0.4564
0.2063,0.4564
0.2071,0.4602
0.2078,0.4602
0.2085,0.4602
0.2093,0.4527
0.2100,0.4564
0.2107,0.4527
0.2114,0.4564
0.2122,0.4527
0.2129,0.4564
0.2136,0.4564
0.2142,0.4564
0.2148,0.4564
0.2154,0.4564
0.2161,0.4527
0.2166,0.4527
0.2173,0.4527
0.2179,0.4564
0.2185,0.4490
0.2191,0.4564
0.2197,0.4564
0.2204,0.4527
0.2210,0.4564
0.2217,0.4527
0.2224,0.4527
0.2231,0.4527
0.2238,0.4527
0.2244,0.4564
0.2251,0.4564
0.2258,0.4564
0.2264,0.4602
0.2271,0.4490
0.2278,0.4602
0.2285,0.4564
0.2292,0.4564
0.2299,0.4564
0.2305,0.4602
0.2311,0.4564
0.2318,0.4527
0.2325,0.4527
0.2332,0.4564
0.2338,0.4564
0.2345,0.4564
0.2351,0.4564
0.2357,0.4564
0.2365,0.4564
0.2372,0.4564
0.2380,0.4564
0.2389,0.4564
0.2397,0.4564
0.2405,0.4564
0.2412,0.4527
0.2419,0.4527
0.2428,0.4564
0.2437,0.4564
0.2446,0.4527
0.2454,0.4564
0.2461,0.4564
0.2468,0.4527
0.2475,0.4527
0.2482,0.4564
0.2489,0.4564
0.2496,0.4564
0.2503,0.4564
0.2511,0.4564
0.2518,0.4564
0.2527,0.4564
0.2534,0.4527
0.2543,0.4564
0.2554,0.4527
0.2565,0.4527
0.2573,0.4564
0.2580,0.4564
0.2588,0.4527
0.2595,0.4564
0.2602,0.4527
0.2609,0.4527
0.2617,0.4527
0.2625,0.4564
0.2632,0.4564
0.2639,0.4527
0.2646,0.4564
0.2653,0.4564
0.2661,0.4527
0.2668,0.4564
0.2675,0.4527
0.2682,0.4527
0.2689,0.4527
0.2696,0.4564
0.2703,0.4527
0.2710,0.4527
0.2717,0.4602
0.2725,0.4564
0.2732,0.4527
0.2739,0.4527
0.2745,0.4564
0.2753,0.4564
0.2760,0.4564
0.2767,0.4527
0.2774,0.4527
0.2781,0.4564
0.2788,0.4564
0.2795,0.4527
0.2802,0.4564
0.2809,0.4564
0.2816,0.4564
0.2824,0.4527
0.2831,0.4564
0.2838,0.4564
0.2845,0.4527
0.2853,0.4527
0.2860,0.4564
0.2867,0.4564
0.2875,0.4527
0.2882,0.4564
0.2889,0.4527
0.2896,0.4564
0.2903,0.4564
0.2911,0.4602
0.2918,0.4564
0.2925,0.4527
0.2933,0.4602
0.2940,0.4564
0.2947,0.4527
0.2955,0.4602
0.2963,0.4564
0.2970,0.4527
0.2977,0.4564
0.2984,0.4527
0.2991,0.4564
0.2998,0.4564
0.3005,0.4527
0.3012,0.4527
0.3019,0.4564
0.3026,0.4564
0.3033,0.4602
0.3040,0.4527
0.3047,0.4564
0.3054,0.4564
0.3061,0.4564
0.3069,0.4564
0.3076,0.4527
0.3083,0.4527
0.3090,0.4564
0.3097,0.4564
0.3104,0.4564
0.3111,0.4527
0.3118,0.4564
0.3126,0.4527
0.3133,0.4564
0.3140,0.4602
0.3147,0.4527
0.3154,0.4564
0.3161,0.4564
0.3169,0.4564
0.3176,0.4564
0.3183,0.4564
0.3190,0.4602
0.3198,0.4564
0.3205,0.4564
0.3212,0.4527
0.3219,0.4564
0.3226,0.4564
0.3233,0.4527
0.3240,0.4564
0.3248,0.4527
0.3255,0.4564
0.3262,0.4564
0.3269,0.4602
0.3276,0.4564
0.3283,0.4564
0.3290,0.4527
0.3298,0.4564
0.3305,0.4602
0.3312,0.4564
0.3319,0.4527
0.3326,0.4564
0.3333,0.4564
0.3340,0.4602
0.3347,0.4564
0.3354,0.4564
0.3361,0.4564
0.3368,0.4564
0.3375,0.4564
0.3382,0.4564
0.3389,0.4527
0.3397,0.4564
0.3404,0.4564
0.3411,0.4564
0.3419,0.4527
0.3427,0.4564
0.3435,0.4564
0.3443,0.4564
0.3451,0.4527
0.3460,0.4564
0.3468,0.4527
0.3475,0.4527
0.3483,0.4564
0.3492,0.4527
0.3500,0.4564
0.3507,0.4564
0.3515,0.4527
0.3522,0.4602
0.3529,0.4564
0.3535,0.4564
0.3541,0.4564
0.3547,0.4527
0.3552,0.4564
0.3558,0.4564
0.3564,0.4564
0.3570,0.4527
0.3576,0.4602
0.3582,0.4564
0.3588,0.4527
0.3595,0.4527
0.3601,0.4564
0.3608,0.4527
0.3614,0.4564
0.3621,0.4564
0.3627,0.4527
0.3633,0.4564
0.3639,0.4602
0.3645,0.4564
0.3651,0.4527
0.3657,0.4564
0.3664,0.4602
0.3671,0.4564
0.3678,0.4564
0.3685,0.4564
0.3691,0.4564
0.3697,0.4564
0.3703,0.4564
0.3709,0.4602
0.3715,0.4564
0.3721,0.4564
0.3728,0.4564
0.3735,0.4564
0.3742,0.4527
0.3749,0.4564
0.3755,0.4527
0.3761,0.4527
0.3767,0.4564
0.3773,0.4602
0.3779,0.4564
0.3786,0.4564
0.3793,0.4564
0.3800,0.4564
0.3807,0.4602
0.3815,0.4564
0.3824,0.4527
0.3832,0.4527
0.3840,0.4564
0.3847,0.4564
0.3854,0.4564
0.3861,0.4527
0.3870,0.4564
0.3879,0.4527
0.3887,0.4564
0.3895,0.4564
0.3902,0.4564
0.3909,0.4602
0.3916,0.4602
0.3924,0.4602
0.3931,0.4527
0.3939,0.4564
0.3946,0.4564
0.3953,0.4564
0.3962,0.4564
0.3969,0.4564
0.3977,0.4564
0.3987,0.4602
0.3997,0.4527
0.4005,0.4564
0.4012,0.4527
0.4022,0.4527
0.4032,0.4527
0.4040,0.4564
0.4047,0.4527
0.4054,0.4527
0.4062,0.4564
0.4069,0.4564
0.4076,0.4527
0.4084,0.4564
0.4091,0.4564
0.4098,0.4564
0.4105,0.4564
0.4112,0.4527
0.4120,0.4602
0.4128,0.4564
0.4135,0.4564
0.4142,0.4564
0.4150,0.4564
0.4157,0.4564
0.4164,0.4527
0.4171,0.4564
0.4178,0.4564
0.4186,0.4527
0.4193,0.4564
0.4200,0.4602
0.4209,0.4564
0.4216,0.4527
0.4223,0.4564
0.4230,0.4564
0.4237,0.4527
0.4244,0.4527
0.4251,0.4564
0.4258,0.4564
0.4265,0.4564
0.4272,0.4564
0.4279,0.4564
0.4286,0.4564
0.4293,0.4564
0.4300,0.4564
0.4308,0.4527
0.4315,0.4527
0.4323,0.4527
0.4331,0.4564
0.4338,0.4490
0.4345,0.4564
0.4352,0.4564
0.4359,0.4527
0.4367,0.4564
0.4374,0.4527
0.4381,0.4564
0.4389,0.4527
0.4396,0.4564
0.4403,0.4527
0.4410,0.4564
0.4418,0.4564
0.4425,0.4564
0.4432,0.4527
0.4440,0.4564
0.4447,0.4527
0.4454,0.4564
0.4462,0.4564
0.4469,0.4564
0.4477,0.4527
0.4484,0.4602
0.4491,0.4564
0.4498,0.4564
0.4506,0.4564
0.4513,0.4527
0.4520,0.4564
0.4527,0.4602
0.4534,0.4564
0.4542,0.4564
0.4549,0.4564
0.4556,0.4527
0.4563,0.4564
0.4570,0.4527
0.4578,0.4564
0.4585,0.4527
0.4592,0.4564
0.4599,0.4564
0.4606,0.4564
0.4614,0.4564
0.4621,0.4527
0.4629,0.4527
0.4636,0.4564
0.4643,0.4564
0.4650,0.4527
0.4657,0.4527
0.4665,0.4602
0.4672,0.4564
0.4680,0.4602
0.4688,0.4527
0.4695,0.4564
0.4702,0.4564
0.4710,0.4564
0.4719,0.4527
0.4727,0.4564
0.4734,0.4527
0.4741,0.4564
0.4750,0.4564
0.4759,0.4564
0.4767,0.4527
0.4775,0.4564
0.4782,0.4527
0.4790,0.4564
0.4797,0.4527
0.4805,0.4564
0.4813,0.4564
0.4821,0.4564
0.4828,0.4564
0.4835,0.4564
0.4841,0.4602
0.4847,0.4564
0.4852,0.4602
0.4858,0.4564
0.4864,0.4527
0.4870,0.4527
0.4876,0.4564
0.4882,0.4527
0.4889,0.4564
0.4895,0.4564
0.4902,0.4564
0.4909,0.4527
0.4916,0.4564
0.4922,0.4564
0.4928,0.4602
0.4934,0.4564
0.4940,0.4564
0.4946,0.4527
0.4953,0.4527
0.4960,0.4564
0.4967,0.4527
0.4973,0.4564
0.4980,0.4564
0.4987,0.4564
0.4994,0.4602
0.5001,0.4527
0.5008,0.4564
0.5014,0.4564
0.5021,0.4527
0.5028,0.4527
0.5035,0.4564
0.5042,0.4564
0.5048,0.4564
0.5055,0.4564
0.5061,0.4564
0.5068,0.4602
0.5075,0.4527
0.5082,0.4527
0.5089,0.4564
0.5096,0.4527
0.5102,0.4602
0.5109,0.4527
0.5116,0.4564
0.5123,0.4527
0.5130,0.4564
0.5136,0.4564
0.5144,0.4527
0.5151,0.4527
0.5158,0.4564
0.5165,0.4527
0.5172,0.4564
0.5181,0.4564
0.5189,0.4602
0.5197,0.4527
0.5205,0.4564
0.5214,0.4564
0.5222,0.4564
0.5230,0.4564
0.5237,0.4527
0.5245,0.4564
0.5253,0.4527
0.5262,0.4564
0.5270,0.4564
0.5278,0.4564
0.5285,0.4564
0.5293,0.4527
0.5301,0.4564
0.5309,0.4564
0.5317,0.4564
0.5325,0.4602
0.5332,0.4602
0.5340,0.4564
0.5347,0.4564
0.5355,0.4564
0.5362,0.4564
0.5370,0.4564
0.5377,0.4564
0.5386,0.4527
0.5394,0.4564
0.5402,0.4564
0.5411,0.4527
0.5421,0.4527
0.5431,0.4564
0.5438,0.4527
0.5447,0.4564
0.5457,0.4564
0.5466,0.4564
0.5475,0.4602
0.5482,0.4527
0.5490,0.4564
0.5498,0.4564
0.5506,0.4602
0.5514,0.4564
0.5522,0.4527
0.5529,0.4564
0.5537,0.4564
0.5544,0.4527
0.5552,0.4564
0.5559,0.4564
0.5566,0.4527
0.5574,0.4564
0.5581,0.4602
0.5588,0.4564
0.5596,0.4564
0.5603,0.4527
0.5610,0.4564
0.5619,0.4527
0.5626,0.4564
0.5633,0.4602
0.5641,0.4527
0.5649,0.4602
0.5656,0.4564
0.5664,0.4602
0.5671,0.4564
0.5678,0.4564
0.5686,0.4564
0.5693,0.4564
0.5701,0.4527
0.5708,0.4527
0.5715,0.4564
0.5723,0.4564
0.5730,0.4564
0.5737,0.4564
0.5745,0.4564
0.5753,0.4564
0.5761,0.4564
0.5768,0.4564
0.5776,0.4564
0.5783,0.4564
0.5790,0.4564
0.5798,0.4564
0.5806,0.4527
0.5813,0.4564
0.5820,0.4527
0.5828,0.4564
0.5835,0.4564
0.5842,0.4527
0.5850,0.4564
0.5857,0.4564
0.5865,0.4527
0.5872,0.4564
0.5880,0.4602
0.5888,0.4564
0.5896,0.4564
0.5904,0.4527
0.5911,0.4602
0.5919,0.4527
0.5927,0.4527
0.5934,0.4564
0.5943,0.4564
0.5950,0.4564
0.5959,0.4527
0.5966,0.4564
0.5974,0.4564
0.5981,0.4527
0.5989,0.4564
0.5996,0.4564
0.6004,0.4564
0.6012,0.4564
0.6019,0.4602
0.6026,0.4527
0.6034,0.4527
0.6041,0.4564
0.6049,0.4527
0.6056,0.4527
0.6064,0.4527
0.6071,0.4564
0.6079,0.4527
0.6087,0.4564
0.6094,0.4527
0.6102,0.4564
0.6110,0.4564
0.6118,0.4564
0.6125,0.4564
0.6132,0.4564
0.6140,0.4564
0.6148,0.4564
0.6156,0.4564
0.6164,0.4564
0.6172,0.4564
0.6181,0.4564
0.6188,0.4564
0.6196,0.4527
0.6203,0.4527
0.6211,0.4564
0.6219,0.4564
0.6226,0.4564
0.6234,0.4564
0.6242,0.4602
0.6249,0.4527
0.6257,0.4564
0.6264,0.4564
0.6272,0.4564
0.6279,0.4564
0.6288,0.4527
0.6295,0.4564
0.6303,0.4564
0.6311,0.4564
0.6318,0.4564
0.6326,0.4564
0.6334,0.4564
0.6341,0.4602
0.6349,0.4564
0.6356,0.4527
0.6363,0.4564
0.6371,0.4564
0.6378,0.4564
0.6385,0.4527
0.6392,0.4527
0.6400,0.4564
0.6407,0.4527
0.6414,0.4527
0.6422,0.4564
0.6429,0.4527
0.6436,0.4564
0.6444,0.4527
0.6451,0.4564
0.6459,0.4564
0.6468,0.4527
0.6475,0.4564
0.6484,0.4564
0.6491,0.4564
0.6499,0.4564
0.6506,0.4564
0.6513,0.4564
0.6520,0.4564
0.6528,0.4564
0.6536,0.4602
0.6543,0.4602
0.6551,0.4564
0.6558,0.4564
0.6566,0.4527
0.6574,0.4602
0.6582,0.4564
0.6590,0.4564
0.6597,0.4602
0.6604,0.4527
0.6611,0.4564
0.6619,0.4564
0.6628,0.4527
0.6636,0.4564
0.6644,0.4602
0.6652,0.4564
0.6659,0.4527
0.6666,0.4564
0.6674,0.4527
0.6681,0.4527
0.6688,0.4564
0.6695,0.4527
0.6702,0.4564
0.6709,0.4527
0.6716,0.4564
0.6723,0.4564
0.6730,0.4564
0.6736,0.4564
0.6742,0.4564
0.6748,0.4564
0.6755,0.4527
0.6761,0.4527
0.6768,0.4564
0.6774,0.4564
0.6781,0.4564
0.6788,0.4564
0.6795,0.4527
0.6802,0.4564
0.6810,0.4527
0.6817,0.4527
0.6824,0.4527
0.6831,0.4527
0.6838,0.4564
0.6845,0.4602
0.6852,0.4602
0.6859,0.4564
0.6866,0.4564
0.6873,0.4564
0.6880,0.4527
0.6887,0.4527
0.6895,0.4564
0.6902,0.4564
0.6908,0.4602
0.6915,0.4527
0.6923,0.4602
0.6930,0.4564
0.6937,0.4527
0.6944,0.4564
0.6951,0.4564
0.6958,0.4602
0.6966,0.4564
0.6973,0.4564
0.6980,0.4527
0.6987,0.4564
0.6995,0.4564
0.7001,0.4564
0.7008,0.4527
0.7016,0.4564
0.7024,0.4602
0.7030,0.4527
0.7037,0.4564
0.7044,0.4564
0.7052,0.4564
0.7059,0.4564
0.7066,0.4527
0.7073,0.4527
0.7079,0.4564
0.7086,0.4564
0.7093,0.4564
0.7099,0.4602
0.7106,0.4564
0.7113,0.4564
0.7120,0.4602
0.7127,0.4564
0.7133,0.4527
0.7140,0.4564
0.7146,0.4564
0.7153,0.4564
0.7163,0.4564
0.7171,0.4564
0.7178,0.4564
0.7185,0.4527
0.7194,0.4527
0.7202,0.4564
0.7209,0.4564
0.7218,0.4564
0.7225,0.4527
0.7233,0.4564
0.7242,0.4564
0.7252,0.4527
0.7261,0.4564
0.7270,0.4527
0.7277,0.4564
0.7284,0.4564
0.7291,0.4602
0.7299,0.4602
0.7309,0.4564
0.7318,0.4527
0.7325,0.4564
0.7333,0.4564
0.7340,0.4602
0.7348,0.4602
0.7356,0.4527
0.7364,0.4564
0.7372,0.4564
0.7380,0.4564
0.7387,0.4564
0.7394,0.4564
0.7402,0.4527
0.7409,0.4564
0.7417,0.4527
0.7425,0.4527
0.7433,0.4564
0.7440,0.4564
0.7447,0.4527
0.7454,0.4564
0.7462,0.4564
0.7470,0.4527
0.7477,0.4602
0.7487,0.4564
0.7496,0.4527
0.7505,0.4564
0.7513,0.4527
0.7520,0.4564
0.7528,0.4564
0.7535,0.4564
0.7543,0.4527
0.7550,0.4527
0.7557,0.4564
0.7563,0.4564
0.7570,0.4527
0.7577,0.4527
0.7584,0.4564
0.7590,0.4602
0.7597,0.4564
0.7604,0.4564
0.7611,0.4602
0.7618,0.4527
0.7626,0.4564
0.7633,0.4564
0.7640,0.4564
0.7647,0.4564
0.7655,0.4564
0.7661,0.4564
0.7669,0.4564
0.7676,0.4564
0.7683,0.4564
0.7690,0.4602
0.7697,0.4527
0.7703,0.4564
0.7710,0.4527
0.7718,0.4564
0.7725,0.4602
0.7732,0.4527
0.7739,0.4564
0.7746,0.4564
0.7753,0.4564
0.7760,0.4564
0.7768,0.4564
0.7775,0.4564
0.7783,0.4564
0.7791,0.4564
0.7799,0.4527
0.7806,0.4564
0.7813,0.4527
0.7820,0.4564
0.7828,0.4527
0.7835,0.4564
0.7842,0.4602
0.7850,0.4564
0.7857,0.4564
0.7865,0.4527
0.7872,0.4564
0.7880,0.4564
0.7887,0.4527
0.7894,0.4564
0.7902,0.4527
0.7909,0.4527
0.7916,0.4564
0.7924,0.4527
0.7932,0.4564
0.7940,0.4564
0.7947,0.4564
0.7955,0.4564
0.7963,0.4602
0.7970,0.4564
0.7977,0.4564
0.7985,0.4564
0.7992,0.4564
0.8000,0.4564
0.8007,0.4564
0.8015,0.4564
0.8022,0.4527
0.8030,0.4527
0.8037,0.4527
0.8045,0.4602
0.8052,0.4527
0.8060,0.4602
0.8067,0.4564
0.8075,0.4602
0.8082,0.4564
0.8090,0.4564
0.8097,0.4564
0.8105,0.4564
0.8112,0.4527
0.8120,0.4602
0.8128,0.4602
0.8135,0.4564
0.8143,0.4564
0.8150,0.4527
0.8158,0.4527
0.8165,0.4602
0.8172,0.4527
0.8180,0.4527
0.8187,0.4564
0.8194,0.4564
0.8202,0.4564
0.8210,0.4602
0.8218,0.4564
0.8227,0.4564
0.8234,0.4527
0.8242,0.4564
0.8250,0.4602
0.8257,0.4564
0.8265,0.4490
0.8272,0.4564
0.8280,0.4527
0.8288,0.4602
0.8296,0.4564
0.8303,0.4564
0.8311,0.4602
0.8318,0.4564
0.8326,0.4602
0.8333,0.4564
0.8341,0.4564
0.8348,0.4564
0.8356,0.4564
0.8363,0.4564
0.8371,0.4564
0.8378,0.4564
0.8386,0.4564
0.8393,0.4564
0.8401,0.4527
0.8409,0.4527
0.8416,0.4564
0.8424,0.4527
0.8432,0.4564
0.8439,0.4602
0.8446,0.4564
0.8454,0.4602
0.8462,0.4564
0.8469,0.4564
0.8477,0.4527
0.8484,0.4527
0.8492,0.4527
0.8499,0.4564
0.8506,0.4564
0.8514,0.4564
0.8521,0.4564
0.8528,0.4564
0.8536,0.4527
0.8543,0.4564
0.8551,0.4602
0.8559,0.4564
0.8567,0.4564
0.8574,0.4564
0.8582,0.4564
0.8589,0.4564
0.8596,0.4564
0.8604,0.4564
0.8611,0.4564
0.8619,0.4527
0.8626,0.4564
0.8634,0.4564
0.8641,0.4527
0.8649,0.4564
0.8657,0.4527
0.8664,0.4602
0.8672,0.4602
0.8680,0.4564
0.8687,0.4564
0.8694,0.4564
0.8702,0.4564
0.8709,0.4602
0.8716,0.4564
0.8723,0.4564
0.8731,0.4564
0.8738,0.4564
0.8745,0.4602
0.8752,0.4564
0.8760,0.4564
0.8768,0.4564
0.8775,0.4564
0.8783,0.4564
0.8791,0.4564
0.8799,0.4527
0.8806,0.4602
0.8814,0.4527
0.8821,0.4564
0.8829,0.4564
0.8836,0.4527
0.8844,0.4564
0.8851,0.4564
0.8859,0.4602
0.8866,0.4564
0.8874,0.4564
0.8882,0.4564
0.8889,0.4527
0.8896,0.4564
0.8904,0.4564
0.8911,0.4602
0.8918,0.4527
0.8926,0.4602
0.8934,0.4564
0.8941,0.4564
0.8949,0.4564
0.8957,0.4527
0.8965,0.4564
0.8973,0.4602
0.8981,0.4564
0.8988,0.4564
0.8996,0.4527
0.9004,0.4564
0.9011,0.4564
0.9019,0.4564
0.9026,0.4564
0.9034,0.4564
0.9042,0.4564
0.9049,0.4564
0.9057,0.4564
0.9064,0.4527
0.9072,0.4564
0.9080,0.4564
0.9088,0.4527
0.9094,0.4564
0.9100,0.4564
0.9106,0.4564
0.9112,0.4564
0.9119,0.4564
0.9126,0.4602
0.9133,0.4564
0.9139,0.4602
0.9146,0.4602
0.9154,0.4564
0.9162,0.4564
0.9169,0.4564
0.9177,0.4564
0.9184,0.4564
0.9192,0.4527
0.9200,0.4602
0.9208,0.4602
0.9215,0.4527
0.9223,0.4527
0.9231,0.4564
0.9239,0.4564
0.9246,0.4564
0.9254,0.4564
0.9261,0.4564
0.9268,0.4564
0.9275,0.4527
0.9283,0.4564
0.9290,0.4564
0.9298,0.4564
0.9305,0.4564
0.9313,0.4564
0.9320,0.4527
0.9328,0.4564
0.9335,0.4564
0.9342,0.4564
0.9350,0.4564
0.9357,0.4564
0.9364,0.4602
0.9371,0.4527
0.9378,0.4602
0.9384,0.4564
0.9391,0.4564
0.9398,0.4527
0.9405,0.4602
0.9412,0.4564
0.9419,0.4602
0.9426,0.4602
0.9434,0.4564
0.9441,0.4564
0.9449,0.4564
0.9457,0.4527
0.9463,0.4564
0.9470,0.4564
0.9477,0.4564
0.9484,0.4602
0.9491,0.4602
0.9499,0.4564
0.9506,0.4564
0.9514,0.4602
0.9520,0.4564
0.9527,0.4564
0.9534,0.4564
0.9541,0.4564
0.9549,0.4564
0.9556,0.4564
0.9565,0.4564
0.9575,0.4602
0.9584,0.4527
0.9592,0.4564
0.9600,0.4564
0.9609,0.4564
0.9617,0.4602
0.9627,0.4639
0.9637,0.4564
0.9645,0.4564
0.9653,0.4602
0.9661,0.4602
0.9668,0.4602
0.9676,0.4564
0.9686,0.4527
0.9695,0.4564
0.9707,0.4602
0.9714,0.4527
0.9722,0.4564
0.9729,0.4564
0.9736,0.4564
0.9744,0.4564
0.9754,0.4564
0.9762,0.4602
0.9769,0.4602
0.9776,0.4564
0.9784,0.4564
0.9791,0.4564
0.9798,0.4564
0.9805,0.4527
0.9813,0.4564
0.9820,0.4564
0.9828,0.4564
0.9835,0.4527
0.9842,0.4564
0.9849,0.4564
0.9856,0.4564
0.9863,0.4564
0.9870,0.4564
0.9877,0.4602
0.9885,0.4564
0.9892,0.4564
0.9899,0.4564
0.9906,0.4564
0.9913,0.4564
0.9920,0.4564
0.9927,0.4602
0.9934,0.4564
0.9942,0.4564
0.9949,0.4564
0.9957,0.4564
0.9964,0.4564
0.9971,0.4564
0.9978,0.4564
0.9985,0.4564
0.9992,0.4564
1.0000,0.4564
1.0007,0.4564
1.0014,0.4564
1.0022,0.4527
1.0029,0.4602
1.0037,0.4564
1.0044,0.4527
1.0052,0.4564
1.0060,0.4564
1.0067,0.4564
1.0075,0.4527
1.0082,0.4602
1.0090,0.4527
1.0098,0.4602
1.0105,0.4564
1.0113,0.4527
1.0122,0.4527
1.0130,0.4564
1.0138,0.4527
1.0146,0.4564
1.0154,0.4564
1.0162,0.4564
1.0170,0.4564
1.0178,0.4564
1.0186,0.4564
1.0194,0.4602
1.0202,0.4602
1.0210,0.4602
1.0218,0.4564
1.0225,0.4564
1.0233,0.4564
1.0241,0.4602
1.0248,0.4602
1.0256,0.4564
1.0263,0.4564
1.0271,0.4527
1.0278,0.4602
