Время[с],Напряжение[В]
1.0082,1.1986
1.0093,1.1875
1.0101,1.1949
1.0109,1.1912
1.0117,1.1949
1.0125,1.1986
1.0132,1.1986
1.0140,1.1949
1.0147,1.1986
1.0155,1.1912
1.0163,1.1986
1.0171,1.1949
1.0178,1.1949
1.0186,1.1949
1.0193,1.1949
1.0201,1.1949
1.0209,1.1986
1.0216,1.1986
1.0224,1.1912
1.0231,1.1986
1.0239,1.1986
1.0246,1.1949
1.0254,1.1949
1.0262,1.1986
1.0269,1.1949
1.0277,1.1949
1.0285,1.1949
1.0293,1.1949
1.0300,1.1912
1.0308,1.1949
1.0315,1.1949
1.0323,1.1949
1.0330,1.1986
1.0338,1.1949
1.0346,1.1912
1.0354,1.1949
1.0361,1.1912
1.0369,1.1949
1.0377,1.1986
1.0384,1.1949
1.0392,1.1986
1.0400,1.1986
1.0407,1.1986
1.0415,1.1912
1.0423,1.1986
1.0430,1.1949
1.0438,1.1912
1.0446,1.1875
1.0453,1.1986
1.0461,1.1912
1.0468,1.1986
1.0476,1.1949
1.0484,1.1949
1.0492,1.1949
1.0499,1.1986
1.0507,1.1986
1.0515,1.1949
1.0522,1.1949
1.0530,1.1949
1.0537,1.1912
1.0545,1.1949
1.0553,1.1986
1.0560,1.1949
1.0568,1.1912
1.0575,1.1986
1.0583,1.1949
1.0591,1.1949
1.0598,1.1949
1.0606,1.1949
1.0613,1.1949
1.0621,1.1949
1.0629,1.1875
1.0636,1.1986
1.0644,1.1986
1.0651,1.1912
1.0658,1.1912
1.0666,1.1949
1.0674,1.1949
1.0682,1.1949
1.0690,1.1986
1.0697,1.1912
1.0705,1.1949
1.0713,1.1986
1.0720,1.1949
1.0728,1.1949
1.0735,1.1986
1.0743,1.1949
1.0751,1.1986
1.0758,1.1949
1.0766,1.1949
1.0774,1.1912
1.0781,1.1949
1.0789,1.1986
1.0796,1.1949
1.0804,1.1949
1.0812,1.1986
1.0820,1.1949
1.0827,1.1986
1.0835,1.1986
1.0843,1.1949
1.0851,1.1949
1.0858,1.1912
1.0866,1.1986
1.0873,1.1986
1.0881,1.1949
1.0889,1.1986
1.0896,1.1949
1.0904,1.1949
1.0911,1.1986
1.0919,1.1949
1.0927,1.1986
1.0935,1.1986
1.0943,1.1949
1.0951,1.1912
1.0959,1.1912
1.0966,1.1912
1.0974,1.1949
1.0982,1.1949
1.0990,1.1986
1.0998,1.1949
1.1006,1.1949
1.1013,1.1949
1.1021,1.1986
1.1029,1.1986
1.1036,1.1912
1.1044,1.1875
1.1052,1.1949
1.1059,1.1986
1.1067,1.1949
1.1074,1.1949
1.1082,1.1986
1.1090,1.1912
1.1097,1.1949
1.1106,1.1949
1.1114,1.1949
1.1123,1.1912
1.1131,1.1912
1.1138,1.1912
1.1146,1.1949
1.1154,1.1986
1.1163,1.1949
1.1171,1.1986
1.1179,1.1875
1.1187,1.1949
1.1195,1.1949
1.1203,1.1949
1.1211,1.1912
1.1218,1.1912
1.1225,1.1986
1.1232,1.1986
1.1239,1.1949
1.1245,1.1986
1.1251,1.1949
1.1257,1.1986
1.1264,1.1949
1.1270,1.1986
1.1277,1.1949
1.1284,1.1986
1.1290,1.1949
1.1297,1.1949
1.1304,1.1986
1.1311,1.1949
1.1319,1.1949
1.1326,1.1986
1.1332,1.1875
1.1339,1.1986
1.1347,1.1949
1.1353,1.1949
1.1361,1.1949
1.1368,1.1912
1.1375,1.1986
1.1382,1.1875
1.1390,1.1949
1.1397,1.1986
1.1404,1.1912
1.1411,1.1949
1.1418,1.1912
1.1425,1.1949
1.1432,1.1949
1.1439,1.1912
1.1446,1.1986
1.1453,1.1949
1.1461,1.1949
1.1468,1.1912
1.1476,1.1986
1.1482,1.1912
1.1489,1.1949
1.1495,1.1949
1.1502,1.1949
1.1508,1.1986
1.1515,1.1912
1.1521,1.1912
1.1528,1.1986
1.1535,1.1912
1.1542,1.1912
1.1549,1.1949
1.1556,1.1986
1.1563,1.1986
1.1570,1.1949
1.1577,1.1949
1.1584,1.1949
1.1591,1.1949
1.1598,1.1949
1.1605,1.1986
1.1612,1.1912
1.1619,1.1986
1.1627,1.1949
1.1634,1.1875
1.1642,1.1949
1.1651,1.1949
1.1659,1.1949
1.1668,1.1949
1.1676,1.1912
1.1684,1.1949
1.1693,1.1986
1.1701,1.1949
1.1710,1.1949
1.1720,1.1949
1.1729,1.1912
1.1736,1.1986
1.1744,1.1912
1.1752,1.1912
1.1760,1.1986
1.1769,1.1912
1.1779,1.1912
1.1788,1.1949
1.1796,1.1912
1.1803,1.1912
1.1812,1.1912
1.1822,1.1949
1.1831,1.1986
1.1838,1.1912
1.1846,1.1986
1.1854,1.1949
1.1862,1.1912
1.1870,1.1949
1.1877,1.1912
1.1885,1.1949
1.1893,1.1986
1.1901,1.1949
1.1908,1.1912
1.1916,1.1912
1.1923,1.1949
1.1931,1.1986
1.1939,1.1949
1.1947,1.1949
1.1955,1.1949
1.1963,1.1986
1.1971,1.1912
1.1978,1.1949
1.1986,1.1875
1.1994,1.1912
1.2001,1.1949
1.2010,1.1986
1.2017,1.1949
1.2025,1.1912
1.2033,1.1912
1.2041,1.1986
1.2049,1.1986
1.2057,1.1912
1.2064,1.1986
1.2072,1.1949
1.2080,1.1875
1.2088,1.1912
1.2096,1.1875
1.2103,1.1912
1.2112,1.1949
1.2120,1.1912
1.2127,1.1912
1.2135,1.1912
1.2143,1.1949
1.2151,1.1912
1.2159,1.1949
1.2166,1.1949
1.2173,1.1949
1.2180,1.1949
1.2187,1.1949
1.2194,1.1912
1.2201,1.1949
1.2208,1.1986
1.2214,1.1949
1.2221,1.1912
1.2228,1.1986
1.2235,1.1949
1.2242,1.1986
1.2249,1.1949
1.2256,1.1949
1.2263,1.1949
1.2271,1.1949
1.2279,1.1949
1.2287,1.1912
1.2294,1.1875
1.2302,1.1949
1.2310,1.1949
1.2318,1.1986
1.2326,1.1949
1.2333,1.1949
1.2341,1.1912
1.2349,1.1912
1.2356,1.1986
1.2364,1.1912
1.2372,1.1912
1.2380,1.1949
1.2387,1.1949
1.2395,1.1949
1.2403,1.1986
1.2410,1.1949
1.2418,1.1986
1.2426,1.1949
1.2434,1.1912
1.2441,1.1949
1.2450,1.1912
1.2457,1.1875
1.2465,1.1875
1.2473,1.1949
1.2481,1.1986
1.2488,1.1986
1.2496,1.1875
1.2504,1.1949
1.2511,1.1949
1.2519,1.1949
1.2527,1.1949
1.2535,1.1949
1.2542,1.1949
1.2550,1.1949
1.2558,1.1949
1.2566,1.1949
1.2573,1.1912
1.2581,1.1986
1.2589,1.1949
1.2597,1.1949
1.2605,1.1912
1.2613,1.1949
1.2620,1.1986
1.2628,1.1986
1.2636,1.1912
1.2644,1.1949
1.2652,1.1949
1.2660,1.1949
1.2668,1.1912
1.2675,1.1949
1.2683,1.1949
1.2691,1.1949
1.2699,1.1949
1.2707,1.1949
1.2715,1.1949
1.2723,1.1986
1.2731,1.1986
1.2739,1.1949
1.2747,1.1912
1.2754,1.1912
1.2763,1.1949
1.2770,1.1949
1.2778,1.1949
1.2787,1.1949
1.2794,1.1949
1.2802,1.1986
1.2810,1.1949
1.2817,1.1912
1.2825,1.1949
1.2833,1.1949
1.2841,1.1949
1.2849,1.1949
1.2857,1.1912
1.2865,1.1949
1.2873,1.1949
1.2882,1.1949
1.2892,1.1949
1.2901,1.1986
1.2911,1.2023
1.2919,1.1986
1.2926,1.1912
1.2935,1.1949
1.2944,1.1912
1.2952,1.1949
1.2959,1.1912
1.2967,1.1949
1.2976,1.1912
1.2983,1.1949
1.2991,1.1949
1.2999,1.1912
1.3007,1.1949
1.3014,1.1949
1.3022,1.1949
1.3031,1.1986
1.3038,1.1949
1.3046,1.1949
1.3056,1.1986
1.3066,1.1912
1.3074,1.1912
1.3082,1.1949
1.3089,1.1912
1.3097,1.1949
1.3105,1.1986
1.3113,1.1912
1.3121,1.1949
1.3129,1.1949
1.3137,1.1949
1.3145,1.1949
1.3153,1.1875
1.3160,1.1949
1.3168,1.1986
1.3176,1.1949
1.3184,1.1875
1.3192,1.1912
1.3199,1.1949
1.3207,1.1949
1.3215,1.1949
1.3223,1.1949
1.3230,1.1949
1.3238,1.1949
1.3246,1.1949
1.3254,1.1949
1.3262,1.1949
1.3269,1.1949
1.3277,1.1949
1.3285,1.1949
1.3293,1.1986
1.3300,1.1949
1.3308,1.1986
1.3316,1.1949
1.3324,1.1986
1.3332,1.1949
1.3340,1.1949
1.3348,1.1986
1.3356,1.1986
1.3363,1.1986
1.3371,1.1912
1.3379,1.1949
1.3387,1.1949
1.3395,1.1912
1.3403,1.1912
1.3411,1.1912
1.3418,1.1986
1.3426,1.1949
1.3434,1.1875
1.3442,1.1949
1.3450,1.1949
1.3457,1.1949
1.3465,1.1912
1.3473,1.1912
1.3480,1.1949
1.3488,1.1986
1.3496,1.1949
1.3504,1.1949
1.3511,1.1949
1.3520,1.1949
1.3528,1.1949
1.3535,1.1875
1.3543,1.1949
1.3551,1.1875
1.3559,1.1875
1.3567,1.1986
1.3575,1.1949
1.3583,1.1949
1.3591,1.1949
1.3598,1.1986
1.3606,1.1986
1.3614,1.1912
1.3622,1.1986
1.3629,1.1912
1.3637,1.1949
1.3645,1.1949
1.3653,1.1986
1.3661,1.1949
1.3669,1.1912
1.3676,1.1912
1.3684,1.1986
1.3692,1.1949
1.3700,1.1986
1.3707,1.1949
1.3715,1.1949
1.3723,1.1949
1.3731,1.1949
1.3739,1.1949
1.3747,1.1986
1.3754,1.1986
1.3762,1.1949
1.3771,1.1912
1.3779,1.1949
1.3786,1.1949
1.3794,1.1949
1.3802,1.1986
1.3810,1.1986
1.3818,1.1949
1.3825,1.1949
1.3833,1.1949
1.3841,1.1949
1.3849,1.1986
1.3857,1.1912
1.3864,1.1986
1.3872,1.1949
1.3880,1.1949
1.3888,1.1986
1.3896,1.1949
1.3904,1.1912
1.3912,1.1986
1.3920,1.1912
1.3927,1.1949
1.3935,1.1949
1.3943,1.1912
1.3951,1.1949
1.3959,1.1912
1.3967,1.1949
1.3975,1.1949
1.3982,1.1949
1.3990,1.1912
1.3998,1.1912
1.4006,1.1949
1.4014,1.1875
1.4022,1.1986
1.4030,1.1949
1.4038,1.1986
1.4046,1.1949
1.4054,1.1949
1.4062,1.1986
1.4070,1.1949
1.4078,1.1949
1.4085,1.1912
1.4093,1.1912
1.4101,1.1949
1.4109,1.1949
1.4117,1.1986
1.4125,1.1949
1.4133,1.1912
1.4141,1.1912
1.4148,1.1949
1.4157,1.1949
1.4165,1.1949
1.4172,1.1949
1.4180,1.1949
1.4188,1.1949
1.4196,1.1986
1.4204,1.1875
1.4212,1.1949
1.4220,1.1949
1.4228,1.1912
1.4236,1.1949
1.4244,1.1912
1.4251,1.1986
1.4260,1.1949
1.4267,1.1912
1.4275,1.1949
1.4283,1.1949
1.4291,1.1912
1.4299,1.1986
1.4307,1.1986
1.4314,1.1986
1.4322,1.1986
1.4329,1.1949
1.4336,1.1949
1.4344,1.1912
1.4352,1.1912
1.4359,1.1949
1.4367,1.1949
1.4375,1.1912
1.4383,1.1949
1.4391,1.1949
1.4399,1.1949
1.4407,1.1912
1.4415,1.1949
1.4423,1.1986
1.4431,1.1986
1.4439,1.1986
1.4446,1.1949
1.4454,1.1912
1.4463,1.1912
1.4471,1.1949
1.4478,1.1949
1.4486,1.1949
1.4494,1.1986
1.4502,1.1986
1.4510,1.1986
1.4518,1.1912
1.4526,1.1949
1.4534,1.1949
1.4542,1.1949
1.4549,1.1912
1.4557,1.1949
1.4565,1.1912
1.4573,1.1986
1.4581,1.1986
1.4589,1.1949
1.4597,1.1949
1.4605,1.1986
1.4613,1.1912
1.4621,1.1986
1.4629,1.1949
1.4637,1.1986
1.4646,1.1949
1.4654,1.1949
1.4662,1.1949
1.4670,1.1949
1.4678,1.1949
1.4686,1.1912
1.4695,1.1912
1.4703,1.1949
1.4711,1.1912
1.4718,1.1949
1.4726,1.1912
1.4734,1.1949
1.4742,1.1949
1.4750,1.1949
1.4758,1.1912
1.4765,1.1949
1.4773,1.1949
1.4781,1.1875
1.4789,1.1912
1.4797,1.1912
1.4805,1.1949
1.4813,1.1912
1.4821,1.1949
1.4829,1.1949
1.4837,1.1949
1.4844,1.1949
1.4852,1.1986
1.4860,1.1986
1.4868,1.1986
1.4876,1.1949
1.4884,1.1986
1.4892,1.1949
1.4900,1.1949
1.4907,1.1912
1.4915,1.1949
1.4923,1.1949
1.4931,1.1912
1.4939,1.1949
1.4947,1.1949
1.4955,1.1875
1.4963,1.1949
1.4971,1.1949
1.4979,1.1949
1.4988,1.1949
1.4995,1.1912
1.5003,1.1912
1.5011,1.1949
1.5019,1.1949
1.5027,1.1949
1.5035,1.1949
1.5043,1.1912
1.5051,1.1949
1.5058,1.1949
1.5066,1.1949
1.5074,1.1986
1.5082,1.1912
1.5090,1.1949
1.5098,1.1949
1.5106,1.1949
1.5114,1.1949
1.5122,1.1949
1.5131,1.1949
1.5140,1.1949
1.5149,1.1949
1.5157,1.1949
1.5165,1.1986
1.5173,1.1986
1.5181,1.1949
1.5189,1.1875
1.5196,1.1949
1.5203,1.1986
1.5211,1.1986
1.5219,1.1949
1.5227,1.1949
1.5235,1.1986
1.5244,1.1986
1.5252,1.1875
1.5260,1.1986
1.5268,1.1949
1.5276,1.1949
1.5284,1.1986
1.5292,1.1949
1.5300,1.1949
1.5306,1.1912
1.5313,1.1949
1.5320,1.1912
1.5326,1.1949
1.5333,1.1912
1.5339,1.1949
1.5346,1.1949
1.5353,1.1949
1.5359,1.1949
1.5367,1.1949
1.5374,1.1949
1.5382,1.1949
1.5388,1.1986
1.5395,1.1949
1.5402,1.1949
1.5409,1.1949
1.5416,1.1949
1.5424,1.1912
1.5432,1.1986
1.5439,1.1912
1.5446,1.1949
1.5453,1.1949
1.5461,1.1875
1.5469,1.1949
1.5477,1.1949
1.5484,1.1949
1.5491,1.1949
1.5499,1.1949
1.5506,1.1912
1.5513,1.1949
1.5521,1.1875
1.5528,1.1949
1.5535,1.1986
1.5543,1.1875
1.5550,1.1949
1.5558,1.1986
1.5565,1.1875
1.5571,1.1949
1.5578,1.1986
1.5585,1.1986
1.5591,1.1949
1.5598,1.1949
1.5605,1.1949
1.5612,1.1949
1.5619,1.1949
1.5626,1.1949
1.5633,1.1949
1.5640,1.1986
1.5647,1.1875
1.5654,1.1912
1.5660,1.1949
1.5668,1.1986
1.5675,1.1949
1.5682,1.1949
1.5689,1.1986
1.5697,1.1912
1.5704,1.1949
1.5711,1.1986
1.5719,1.1949
1.5727,1.1986
1.5736,1.1949
1.5744,1.1949
1.5753,1.1949
1.5761,1.1986
1.5769,1.1949
1.5778,1.1949
1.5786,1.1949
1.5796,1.1912
1.5805,1.1986
1.5814,1.1949
1.5822,1.1949
1.5830,1.1949
1.5837,1.1912
1.5846,1.1986
1.5856,1.1912
1.5867,1.1912
1.5877,1.1949
1.5885,1.1986
1.5894,1.1949
1.5904,1.1912
1.5912,1.1949
1.5919,1.1912
1.5927,1.1912
1.5934,1.1949
1.5941,1.1949
1.5950,1.1912
1.5959,1.1949
1.5967,1.1912
1.5976,1.1875
1.5984,1.1949
1.5991,1.1912
1.5999,1.1875
1.6007,1.1949
1.6016,1.1986
1.6023,1.1912
1.6032,1.1949
1.6040,1.1986
1.6047,1.1949
1.6056,1.1949
1.6064,1.1949
1.6072,1.1986
1.6080,1.1912
1.6088,1.1949
1.6096,1.1986
1.6104,1.1949
1.6112,1.1949
1.6120,1.1949
1.6128,1.1986
1.6136,1.1912
1.6144,1.1949
1.6152,1.1949
1.6160,1.1949
1.6169,1.1875
1.6176,1.1949
1.6184,1.1912
1.6192,1.1912
1.6200,1.1912
1.6208,1.1912
1.6216,1.1949
1.6224,1.1949
1.6232,1.1912
1.6240,1.1875
1.6248,1.1949
1.6256,1.1949
1.6264,1.1949
1.6272,1.1912
1.6280,1.1949
1.6288,1.1912
1.6296,1.1912
1.6304,1.1912
1.6312,1.1949
1.6320,1.1949
1.6328,1.1949
1.6336,1.1949
1.6343,1.1949
1.6351,1.1949
1.6359,1.1949
1.6367,1.1986
1.6375,1.1949
1.6383,1.1912
1.6391,1.1949
1.6399,1.1912
1.6407,1.1986
1.6415,1.1912
1.6423,1.1912
1.6431,1.1949
1.6439,1.1949
1.6447,1.1949
1.6456,1.1875
1.6463,1.1949
1.6471,1.1949
1.6478,1.1912
1.6486,1.1949
1.6493,1.1986
1.6501,1.1912
1.6508,1.1949
1.6516,1.1949
1.6523,1.1949
1.6531,1.1986
1.6539,1.1949
1.6546,1.1949
1.6554,1.1912
1.6562,1.1949
1.6570,1.1949
1.6578,1.1912
1.6586,1.1949
1.6594,1.1949
1.6601,1.1949
1.6609,1.1949
1.6617,1.1949
1.6625,1.1986
1.6633,1.1986
1.6641,1.1949
1.6649,1.1949
1.6756,1.1912
1.6765,1.1986
1.6773,1.1949
1.6781,1.1986
1.6789,1.1949
1.6798,1.1912
1.6805,1.1986
1.6814,1.1949
1.6822,1.1912
1.6830,1.1875
1.6838,1.1949
1.6846,1.1912
1.6854,1.1875
1.6862,1.1949
1.6872,1.1949
1.6882,1.1949
1.6891,1.1949
1.6899,1.1986
1.6907,1.1949
1.6915,1.1949
1.6923,1.1949
1.6931,1.1949
1.6939,1.1986
1.6947,1.1912
1.6955,1.1986
1.6963,1.1875
1.6971,1.1912
1.6979,1.1949
1.6987,1.1912
1.6995,1.1949
1.7003,1.1986
1.7011,1.1949
1.7019,1.1949
1.7026,1.1912
1.7034,1.1986
1.7042,1.1949
1.7050,1.1986
1.7063,1.1949
1.7071,1.1986
1.7079,1.1949
1.7087,1.1949
1.7094,1.1949
1.7102,1.1912
1.7110,1.1986
1.7118,1.1986
1.7126,1.1949
1.7134,1.1949
1.7142,1.1949
1.7150,1.1949
1.7158,1.1986
1.7166,1.1949
1.7174,1.1949
1.7182,1.1949
1.7191,1.1949
1.7199,1.1912
1.7207,1.1875
1.7215,1.1986
1.7223,1.1949
1.7231,1.1949
1.7239,1.1986
1.7247,1.1949
1.7255,1.1912
1.7263,1.1986
1.7272,1.1949
1.7279,1.1912
1.7288,1.1949
1.7296,1.1912
1.7304,1.1949
1.7312,1.1875
1.7320,1.1986
1.7328,1.1949
1.7337,1.1949
1.7345,1.1949
1.7353,1.1912
1.7361,1.1949
1.7369,1.1949
1.7377,1.1949
1.7385,1.1949
1.7393,1.1949
1.7401,1.1986
1.7409,1.1949
1.7417,1.1912
1.7425,1.1912
1.7434,1.1912
1.7442,1.1949
1.7450,1.1875
1.7459,1.1949
1.7467,1.1949
1.7475,1.1912
1.7483,1.1912
1.7492,1.1949
1.7500,1.1912
1.7508,1.1949
1.7516,1.1912
1.7524,1.1949
1.7532,1.1912
1.7541,1.1875
1.7549,1.1912
1.7557,1.1949
1.7565,1.1912
1.7573,1.1949
1.7581,1.1949
1.7589,1.1949
1.7597,1.1949
1.7605,1.1875
1.7613,1.1949
1.7623,1.1912
1.7631,1.1949
1.7639,1.1949
1.7646,1.1875
1.7654,1.1949
1.7662,1.1986
1.7669,1.1875
1.7677,1.1912
1.7685,1.1949
1.7692,1.1912
1.7699,1.1986
1.7707,1.1986
1.7714,1.1949
1.7722,1.1986
1.7729,1.1912
1.7739,1.1949
1.7747,1.1949
1.7755,1.1912
1.7763,1.1949
1.7771,1.1986
1.7779,1.1986
1.7787,1.1949
1.7796,1.1949
1.7804,1.1949
1.7812,1.1949
1.7820,1.1949
1.7828,1.1949
1.7837,1.1949
1.7845,1.1949
1.7853,1.1949
1.7862,1.1949
1.7871,1.1949
1.7879,1.1949
1.7887,1.1986
1.7896,1.1986
1.7905,1.1912
1.7914,1.1949
1.7924,1.1875
1.7933,1.1949
1.7941,1.1949
1.7950,1.1912
1.8057,1.1949
1.8065,1.1912
1.8074,1.1949
1.8082,1.1949
1.8090,1.1986
1.8099,1.1949
1.8107,1.1875
1.8115,1.1949
1.8124,1.1949
1.8132,1.1912
1.8139,1.1912
1.8148,1.1949
1.8161,1.1949
1.8169,1.1986
1.8177,1.1986
1.8185,1.1949
1.8193,1.1949
1.8201,1.1986
1.8209,1.1912
1.8217,1.1949
1.8225,1.1949
1.8233,1.1986
1.8242,1.1912
1.8251,1.1949
1.8260,1.1949
1.8268,1.1949
1.8277,1.1912
1.8285,1.1912
1.8293,1.1912
1.8301,1.1949
1.8309,1.1912
1.8317,1.1949
1.8325,1.1949
1.8334,1.1875
1.8342,1.1949
1.8351,1.1986
1.8359,1.1875
1.8367,1.1875
1.8375,1.1949
1.8384,1.1949
1.8392,1.1986
1.8400,1.1949
1.8408,1.1949
1.8415,1.1949
1.8423,1.1949
1.8430,1.1949
1.8437,1.1949
1.8445,1.1986
1.8453,1.1949
1.8556,1.1949
1.8564,1.1949
1.8572,1.1986
1.8579,1.1949
1.8587,1.1912
1.8594,1.1986
1.8602,1.1912
1.8610,1.1949
1.8619,1.1986
1.8627,1.1949
1.8636,1.1949
1.8644,1.1949
1.8652,1.1949
1.8660,1.1949
1.8668,1.1912
1.8676,1.1949
1.8684,1.1949
1.8691,1.1949
1.8699,1.1949
1.8707,1.1875
1.8715,1.1986
1.8723,1.1949
1.8731,1.1949
1.8738,1.1949
1.8746,1.1986
1.8754,1.1949
1.8762,1.1986
1.8770,1.1912
1.8778,1.1949
1.8786,1.1912
1.8794,1.1986
1.8802,1.1949
1.8811,1.1949
1.8819,1.1949
1.8827,1.1912
1.8835,1.1912
1.8843,1.1949
1.8851,1.1949
1.8956,1.1875
1.8964,1.1949
1.8971,1.1912
1.8979,1.1949
1.8987,1.1912
1.8994,1.1986
1.9002,1.1949
1.9009,1.1949
1.9017,1.1912
1.9026,1.1986
1.9035,1.1875
1.9048,1.1949
1.9057,1.1949
1.9065,1.1949
1.9074,1.1912
1.9082,1.1912
1.9091,1.1949
1.9101,1.1949
1.9110,1.1949
1.9119,1.1949
1.9128,1.1949
1.9138,1.1912
1.9148,1.1875
1.9157,1.1986
1.9166,1.1949
1.9175,1.1949
1.9183,1.1912
1.9191,1.1949
1.9199,1.1949
1.9207,1.1949
1.9215,1.1949
1.9223,1.1949
1.9231,1.1949
1.9239,1.1912
1.9248,1.1949
1.9256,1.1949
1.9356,1.1949
1.9365,1.1949
1.9373,1.1949
1.9382,1.1949
1.9390,1.1949
1.9399,1.1949
1.9407,1.1875
1.9415,1.1912
1.9423,1.1912
1.9432,1.1912
1.9440,1.1949
1.9449,1.1949
1.9457,1.1912
1.9467,1.1912
1.9475,1.1912
1.9483,1.1949
1.9491,1.1875
1.9499,1.1949
1.9508,1.1949
1.9516,1.1949
1.9524,1.1949
1.9532,1.1949
1.9541,1.1949
1.9549,1.1912
1.9557,1.1949
1.9565,1.1986
1.9575,1.1949
1.9584,1.1949
1.9595,1.1949
1.9604,1.1949
1.9614,1.1986
1.9623,1.1949
1.9631,1.1912
1.9640,1.1949
1.9649,1.1912
1.9657,1.1949
1.9666,1.1949
1.9674,1.1949
1.9682,1.1949
1.9690,1.1912
1.9698,1.1949
1.9706,1.1949
1.9714,1.1949
1.9723,1.1949
1.9731,1.1912
1.9739,1.1949
1.9748,1.1949
1.9756,1.1986
1.9856,1.1949
1.9864,1.1949
1.9872,1.1949
1.9880,1.1949
1.9888,1.1949
1.9896,1.1912
1.9903,1.1912
1.9911,1.1912
1.9919,1.1986
1.9927,1.1949
1.9935,1.1912
1.9943,1.1949
1.9952,1.1912
1.9960,1.1949
1.9969,1.1949
1.9979,1.1949
1.9987,1.1949
1.9996,1.1949
2.0004,1.1986
2.0012,1.1986
2.0021,1.1986
2.0029,1.1912
2.0038,1.1949
2.0046,1.1949
2.0056,1.1949
2.0064,1.1949
2.0073,1.1986
2.0081,1.1949
2.0090,1.1949
2.0098,1.1986
2.0107,1.1949
2.0115,1.1949
2.0123,1.1949
2.0132,1.1949
2.0140,1.1949
2.0149,1.1875
2.0257,1.1949
2.0266,1.1912
2.0274,1.1949
2.0282,1.1949
2.0290,1.1949
2.0298,1.1949
2.0306,1.1912
2.0315,1.1949
2.0323,1.1912
2.0331,1.1949
2.0340,1.1949
2.0348,1.1912
2.0356,1.1949
2.0364,1.1912
2.0372,1.1949
2.0381,1.1949
2.0389,1.1949
2.0398,1.1949
2.0406,1.1949
2.0414,1.1912
2.0423,1.1949
2.0431,1.1875
2.0439,1.1949
2.0447,1.1912
2.0456,1.1912
2.0464,1.1912
2.0472,1.1912
2.0481,1.1949
2.0489,1.1949
2.0497,1.1949
2.0505,1.1949
2.0513,1.1949
2.0521,1.1912
2.0529,1.1949
2.0538,1.1949
2.0546,1.1949
2.0554,1.1949
2.0563,1.1986
2.0571,1.1949
2.0579,1.1949
2.0587,1.1949
2.0596,1.1875
2.0603,1.1949
2.0612,1.1949
2.0620,1.1949
2.0628,1.1912
2.0636,1.1949
2.0644,1.1949
2.0652,1.1912
2.0756,1.1986
2.0765,1.1912
2.0773,1.1949
2.0780,1.1949
2.0789,1.1949
2.0797,1.1986
2.0805,1.1912
2.0813,1.1949
2.0821,1.1949
2.0829,1.1875
2.0837,1.1986
2.0845,1.1949
2.0853,1.1949
2.0861,1.1875
2.0869,1.1949
2.0877,1.1875
2.0885,1.1949
2.0892,1.1912
2.0900,1.1949
2.0908,1.1912
2.0916,1.1949
2.0924,1.1949
2.0932,1.1875
2.0940,1.1949
2.0947,1.1949
2.0956,1.1912
2.0964,1.1986
2.0972,1.1986
2.0980,1.1949
2.0988,1.1912
2.0995,1.1949
2.1003,1.1875
2.1011,1.1949
2.1019,1.1912
2.1027,1.1912
2.1035,1.1949
2.1043,1.1949
2.1051,1.1949
2.1059,1.1912
2.1067,1.1949
2.1074,1.1949
2.1083,1.1949
2.1090,1.1949
2.1098,1.1912
2.1106,1.1912
2.1114,1.1949
2.1121,1.1949
2.1129,1.1949
2.1137,1.1949
2.1144,1.1986
2.1152,1.1912
2.1257,1.1912
2.1265,1.1949
2.1272,1.1949
2.1280,1.1912
2.1288,1.1875
2.1296,1.1986
2.1304,1.1949
2.1312,1.1949
2.1321,1.1949
2.1329,1.1949
2.1337,1.1949
2.1344,1.1912
2.1352,1.1949
2.1360,1.1949
2.1367,1.1912
2.1375,1.1912
2.1382,1.1949
2.1391,1.1912
2.1400,1.1949
2.1408,1.1949
2.1417,1.1912
2.1426,1.1912
2.1434,1.1949
2.1443,1.1912
2.1452,1.1949
2.1557,1.1949
2.1565,1.1912
2.1573,1.1949
2.1581,1.1949
2.1589,1.1912
2.1597,1.1949
2.1606,1.1949
2.1614,1.1949
2.1622,1.1949
2.1630,1.1949
2.1638,1.1912
2.1646,1.1949
2.1654,1.1949
2.1662,1.1949
2.1670,1.1912
2.1678,1.1949
2.1686,1.1949
2.1694,1.1949
2.1702,1.1875
2.1710,1.1949
2.1718,1.1949
2.1727,1.1912
2.1735,1.1912
2.1743,1.1875
2.1751,1.1949
2.1759,1.1949
2.1767,1.1949
2.1776,1.1949
2.1784,1.1949
2.1795,1.1875
2.1803,1.1949
2.1812,1.1949
2.1820,1.1875
2.1828,1.1912
2.1837,1.1949
2.1845,1.1912
2.1853,1.1912
2.1862,1.1949
2.1870,1.1875
2.1878,1.1912
2.1887,1.1986
2.1896,1.1949
2.1904,1.1912
2.1912,1.1912
2.1920,1.1912
2.1929,1.1912
2.1937,1.1949
2.1945,1.1949
2.1954,1.1949
2.1962,1.1949
2.1971,1.1949
2.1979,1.1875
2.1987,1.1986
2.1995,1.1912
2.2004,1.1949
2.2012,1.1949
2.2020,1.1912
2.2028,1.1949
2.2036,1.1949
2.2044,1.1949
2.2052,1.1912
2.2156,1.1949
2.2164,1.1949
2.2172,1.1986
2.2182,1.1949
2.2190,1.1949
2.2197,1.1949
2.2205,1.1949
2.2213,1.1949
2.2220,1.1875
2.2227,1.1949
2.2235,1.1949
2.2243,1.1949
