Время[с],Напряжение[В]
0.1731,1.1986
0.1738,1.1986
0.1745,1.1949
0.1752,1.1986
0.1759,1.1986
0.1766,1.1986
0.1773,1.1986
0.1780,1.1949
0.1787,1.1949
0.1794,1.1986
0.1801,1.1986
0.1807,1.1986
0.1814,1.1986
0.1822,1.1949
0.1829,1.1986
0.1836,1.1912
0.1843,1.1912
0.1849,1.1986
0.1857,1.1986
0.1864,1.1912
0.1871,1.1986
0.1878,1.1912
0.1885,1.1949
0.1892,1.1986
0.1899,1.1986
0.1906,1.1949
0.1913,1.1986
0.1920,1.1949
0.1927,1.1949
0.1934,1.1949
0.1941,1.1986
0.1949,1.1986
0.1956,1.1949
0.1963,1.1912
0.1971,1.1949
0.1979,1.1912
0.1986,1.1986
0.1994,1.1986
0.2001,1.1949
0.2008,1.1986
0.2015,1.1986
0.2022,1.1986
0.2029,1.1986
0.2036,1.1986
0.2043,1.1912
0.2050,1.1912
0.2057,1.1949
0.2064,1.1949
0.2071,1.1949
0.2078,1.1986
0.2086,1.1986
0.2093,1.1949
0.2100,1.1949
0.2108,1.1986
0.2115,1.1986
0.2122,1.1986
0.2129,1.1912
0.2136,1.1949
0.2143,1.1986
0.2151,1.1986
0.2158,1.1912
0.2165,1.1949
0.2172,1.1986
0.2179,1.1986
0.2186,1.1986
0.2192,1.1949
0.2198,1.1986
0.2204,1.1986
0.2210,1.1912
0.2216,1.1986
0.2222,1.1912
0.2228,1.1912
0.2234,1.1986
0.2240,1.1949
0.2246,1.1949
0.2252,1.1949
0.2258,1.1949
0.2265,1.1986
0.2271,1.1949
0.2277,1.1949
0.2284,1.1986
0.2289,1.1986
0.2296,1.2023
0.2302,1.1949
0.2308,1.1986
0.2314,1.1949
0.2320,1.1986
0.2326,1.1949
0.2333,1.1986
0.2339,1.1986
0.2345,1.1986
0.2352,1.1986
0.2358,1.1986
0.2364,1.1912
0.2370,1.1949
0.2376,1.1949
0.2383,1.1986
0.2389,1.1986
0.2396,1.1986
0.2403,1.1912
0.2410,1.1949
0.2418,1.1949
0.2425,1.1912
0.2432,1.1986
0.2439,1.1986
0.2446,1.1986
0.2453,1.1949
0.2460,1.1912
0.2467,1.1986
0.2474,1.1912
0.2481,1.1986
0.2487,1.1949
0.2494,1.1912
0.2501,1.1986
0.2508,1.1949
0.2516,1.1986
0.2524,1.1986
0.2532,1.1986
0.2539,1.1986
0.2547,1.1986
0.2555,1.1986
0.2563,1.2023
0.2570,1.1912
0.2578,1.1912
0.2587,1.1949
0.2595,1.1949
0.2602,1.1986
0.2608,1.1912
0.2615,1.1986
0.2622,1.1986
0.2630,1.1986
0.2639,1.1986
0.2648,1.1949
0.2656,1.1949
0.2664,1.1912
0.2673,1.1986
0.2682,1.1949
0.2690,1.1949
0.2698,1.1949
0.2705,1.1986
0.2712,1.1986
0.2719,1.1986
0.2726,1.1986
0.2733,1.1986
0.2741,1.1949
0.2748,1.1986
0.2755,1.1912
0.2762,1.1986
0.2769,1.1912
0.2776,1.1912
0.2784,1.1949
0.2791,1.1949
0.2798,1.1949
0.2806,1.1949
0.2813,1.1986
0.2820,1.1949
0.2827,1.1949
0.2834,1.1912
0.2841,1.1986
0.2848,1.1912
0.2856,1.1949
0.2863,1.1986
0.2869,1.1986
0.2876,1.1986
0.2883,1.1912
0.2890,1.1949
0.2896,1.1949
0.2902,1.1912
0.2908,1.1986
0.2915,1.1986
0.2921,1.1949
0.2927,1.1986
0.2933,1.1986
0.2939,1.1986
0.2945,1.1986
0.2951,1.1986
0.2958,1.1986
0.2966,1.1986
0.2973,1.1912
0.2980,1.1912
0.2988,1.1986
0.2995,1.1912
0.3002,1.1986
0.3009,1.1986
0.3016,1.1912
0.3023,1.1986
0.3030,1.1949
0.3037,1.1986
0.3044,1.1949
0.3051,1.1912
0.3059,1.1949
0.3066,1.1912
0.3073,1.1986
0.3080,1.1949
0.3087,1.1949
0.3094,1.1949
0.3101,1.1986
0.3108,1.1912
0.3116,1.1949
0.3123,1.1949
0.3131,1.1986
0.3138,1.1949
0.3145,1.1986
0.3153,1.1949
0.3160,1.1986
0.3167,1.1912
0.3175,1.1949
0.3182,1.1949
0.3190,1.1949
0.3197,1.1986
0.3204,1.1912
0.3211,1.1949
0.3218,1.1949
0.3225,1.1986
0.3232,1.1949
0.3239,1.1949
0.3246,1.1986
0.3254,1.1949
0.3261,1.1986
0.3268,1.1986
0.3275,1.1986
0.3283,1.1986
0.3290,1.1986
0.3298,1.1949
0.3305,1.1912
0.3313,1.1986
0.3320,1.1949
0.3328,1.1949
0.3335,1.1986
0.3342,1.1986
0.3350,1.1986
0.3357,1.1949
0.3364,1.1949
0.3371,1.1949
0.3379,1.1986
0.3386,1.1986
0.3393,1.1949
0.3400,1.1949
0.3408,1.1949
0.3415,1.1986
0.3423,1.1986
0.3430,1.1912
0.3437,1.1986
0.3443,1.1912
0.3450,1.1949
0.3456,1.1986
0.3462,1.1986
0.3468,1.1986
0.3474,1.1986
0.3481,1.1986
0.3487,1.1949
0.3494,1.1986
0.3501,1.1949
0.3508,1.1986
0.3514,1.1986
0.3521,1.1986
0.3528,1.1986
0.3535,1.1986
0.3542,1.1949
0.3549,1.1986
0.3556,1.1949
0.3563,1.1949
0.3570,1.1949
0.3577,1.1986
0.3584,1.1949
0.3590,1.1949
0.3598,1.1949
0.3605,1.1949
0.3612,1.1875
0.3619,1.1986
0.3626,1.1986
0.3633,1.1912
0.3640,1.1986
0.3647,1.1986
0.3654,1.1949
0.3661,1.2023
0.3668,1.2023
0.3674,1.1912
0.3681,1.1912
0.3688,1.1986
0.3695,1.1986
0.3702,1.1986
0.3709,1.1986
0.3717,1.1949
0.3723,1.1949
0.3730,1.1986
0.3739,1.1949
0.3746,1.1912
0.3753,1.1986
0.3762,1.1875
0.3769,1.1986
0.3777,1.1949
0.3785,1.1986
0.3793,1.1912
0.3801,1.1949
0.3809,1.1949
0.3818,1.1986
0.3825,1.1986
0.3833,1.1986
0.3840,1.1949
0.3847,1.1949
0.3855,1.1949
0.3862,1.1912
0.3869,1.1912
0.3875,1.1986
0.3882,1.1949
0.3889,1.1986
0.3896,1.1949
0.3903,1.1949
0.3909,1.1949
0.3916,1.1986
0.3923,1.1986
0.3930,1.1986
0.3936,1.1949
0.3943,1.1986
0.3950,1.1949
0.3958,1.1912
0.3966,1.1986
0.3973,1.1949
0.3982,1.1986
0.3991,1.1949
0.3998,1.1949
0.4006,1.1986
0.4014,1.1986
0.4021,1.1912
0.4030,1.1986
0.4038,1.1986
0.4047,1.1949
0.4054,1.1986
0.4062,1.1986
0.4069,1.1986
0.4076,1.1912
0.4083,1.1986
0.4091,1.1986
0.4098,1.1986
0.4105,1.1986
0.4112,1.1986
0.4120,1.1949
0.4127,1.1986
0.4134,1.1949
0.4141,1.1986
0.4149,1.1986
0.4156,1.1949
0.4163,1.1912
0.4170,1.1986
0.4177,1.1949
0.4185,1.1986
0.4192,1.1949
0.4199,1.1912
0.4206,1.1949
0.4213,1.1986
0.4220,1.1949
0.4227,1.1949
0.4234,1.1949
0.4242,1.1986
0.4249,1.1949
0.4256,1.1949
0.4264,1.1949
0.4271,1.1912
0.4278,1.1949
0.4286,1.1986
0.4293,1.1912
0.4300,1.1986
0.4307,1.1986
0.4314,1.1949
0.4321,1.1912
0.4329,1.1986
0.4336,1.1986
0.4343,1.1986
0.4350,1.1986
0.4357,1.1912
0.4364,1.1986
0.4372,1.1875
0.4379,1.1949
0.4386,1.1986
0.4393,1.1986
0.4401,1.1949
0.4408,1.1986
0.4415,1.1986
0.4422,1.1949
0.4429,1.1949
0.4436,1.1949
0.4444,1.1986
0.4451,1.1986
0.4458,1.1949
0.4466,1.1949
0.4473,1.1949
0.4480,1.1986
0.4487,1.1912
0.4494,1.1949
0.4501,1.1949
0.4508,1.1875
0.4516,1.1986
0.4523,1.1949
0.4530,1.1949
0.4537,1.1949
0.4544,1.1986
0.4552,1.1949
0.4559,1.1949
0.4566,1.1949
0.4574,1.1949
0.4581,1.1912
0.4588,1.1949
0.4596,1.1986
0.4603,1.1912
0.4610,1.1986
0.4618,1.1986
0.4625,1.1986
0.4633,1.1949
0.4640,1.1949
0.4647,1.1986
0.4654,1.1986
0.4661,1.1912
0.4667,1.1949
0.4674,1.1949
0.4681,1.1986
0.4687,1.1986
0.4694,1.1949
0.4701,1.1949
0.4707,1.1986
0.4714,1.1912
0.4720,1.1986
0.4727,1.1986
0.4734,1.1986
0.4740,1.1949
0.4747,1.1875
0.4754,1.1986
0.4761,1.1986
0.4768,1.1986
0.4776,1.1986
0.4783,1.1986
0.4790,1.1949
0.4798,1.1986
0.4805,1.1986
0.4812,1.1949
0.4819,1.1986
0.4826,1.1949
0.4834,1.1949
0.4841,1.1949
0.4848,1.1875
0.4855,1.1912
0.4863,1.1986
0.4870,1.1986
0.4877,1.1949
0.4884,1.1986
0.4891,1.1912
0.4899,1.1986
0.4906,1.1986
0.4914,1.1986
0.4922,1.1949
0.4930,1.1949
0.4937,1.1986
0.4946,1.1912
0.4953,1.1986
0.4961,1.1949
0.4968,1.1949
0.4975,1.1912
0.4982,1.1912
0.4990,1.1912
0.4998,1.1986
0.5005,1.1949
0.5013,1.1949
0.5021,1.1949
0.5028,1.1949
0.5034,1.1986
0.5040,1.1949
0.5047,1.1986
0.5053,1.1949
0.5059,1.1986
0.5066,1.1986
0.5072,1.1986
0.5078,1.1986
0.5084,1.1912
0.5091,1.1912
0.5098,1.1986
0.5105,1.1986
0.5111,1.1986
0.5118,1.1912
0.5125,1.1949
0.5131,1.1912
0.5138,1.1949
0.5144,1.1986
0.5152,1.1912
0.5158,1.1949
0.5165,1.1986
0.5172,1.1949
0.5178,1.1949
0.5185,1.1949
0.5191,1.1986
0.5198,1.1912
0.5204,1.1986
0.5211,1.1949
0.5218,1.1949
0.5224,1.1986
0.5231,1.1949
0.5237,1.1949
0.5244,1.1986
0.5250,1.1912
0.5257,1.1949
0.5264,1.1986
0.5271,1.1986
0.5278,1.1949
0.5285,1.1949
0.5292,1.1986
0.5299,1.1949
0.5306,1.1949
0.5312,1.1986
0.5319,1.1986
0.5326,1.1986
0.5332,1.1949
0.5339,1.1986
0.5347,1.1986
0.5354,1.1986
0.5362,1.1986
0.5369,1.1912
0.5376,1.1986
0.5383,1.1949
0.5390,1.1986
0.5398,1.1986
0.5405,1.1949
0.5412,1.1986
0.5419,1.1912
0.5427,1.1949
0.5434,1.1949
0.5441,1.1986
0.5448,1.1912
0.5456,1.1986
0.5463,1.1949
0.5470,1.1986
0.5477,1.1912
0.5484,1.1949
0.5491,1.1949
0.5498,1.1986
0.5505,1.1875
0.5512,1.1986
0.5519,1.1875
0.5526,1.1949
0.5532,1.1949
0.5539,1.1949
0.5545,1.1986
0.5551,1.1986
0.5558,1.1986
0.5564,1.1949
0.5570,1.1912
0.5576,1.1949
0.5583,1.1949
0.5590,1.1986
0.5597,1.1912
0.5604,1.1986
0.5610,1.1986
0.5618,1.1986
0.5625,1.1949
0.5631,1.1986
0.5638,1.1986
0.5645,1.1986
0.5651,1.1986
0.5658,1.1986
0.5665,1.1912
0.5671,1.1986
0.5678,1.1986
0.5685,1.1949
0.5691,1.1986
0.5698,1.1986
0.5704,1.1986
0.5711,1.1949
0.5719,1.1949
0.5727,1.1912
0.5735,1.1986
0.5742,1.1949
0.5749,1.1986
0.5757,1.1986
0.5766,1.1986
0.5775,1.1949
0.5785,1.1949
0.5795,1.1949
0.5802,1.1986
0.5810,1.1986
0.5818,1.1949
0.5826,1.1986
0.5834,1.1949
0.5842,1.1986
0.5850,1.1949
0.5860,1.1912
0.5870,1.1986
0.5881,1.1949
0.5889,1.1912
0.5896,1.1949
0.5905,1.1949
0.5913,1.1986
0.5920,1.1949
0.5928,1.1949
0.5936,1.1875
0.5943,1.1912
0.5951,1.1949
0.5958,1.1949
0.5965,1.1986
0.5972,1.1949
0.5979,1.1912
0.5985,1.1949
0.5992,1.1986
0.5998,1.1949
0.6004,1.1949
0.6011,1.1912
0.6017,1.1986
0.6024,1.1949
0.6030,1.1912
0.6036,1.1986
0.6043,1.1986
0.6049,1.1986
0.6056,1.1986
0.6063,1.1949
0.6071,1.1912
0.6079,1.1949
0.6086,1.1986
0.6093,1.1912
0.6100,1.1949
0.6108,1.1986
0.6115,1.1949
0.6123,1.1949
0.6131,1.1949
0.6138,1.1949
0.6145,1.1986
0.6153,1.1986
0.6160,1.1949
0.6167,1.1986
0.6175,1.1949
0.6182,1.1912
0.6190,1.1986
0.6197,1.1912
0.6204,1.1986
0.6212,1.1912
0.6219,1.1912
0.6226,1.1986
0.6234,1.1986
0.6241,1.1949
0.6248,1.1949
0.6256,1.1986
0.6264,1.1986
0.6271,1.1949
0.6279,1.1949
0.6286,1.1912
0.6294,1.1986
0.6301,1.1912
0.6308,1.1949
0.6316,1.1949
0.6323,1.1986
0.6331,1.1986
0.6338,1.1949
0.6345,1.1949
0.6353,1.1986
0.6360,1.1986
0.6367,1.1949
0.6375,1.1986
0.6382,1.1949
0.6390,1.1986
0.6397,1.1912
0.6404,1.1912
0.6412,1.1986
0.6419,1.1986
0.6427,1.1949
0.6434,1.1986
0.6442,1.1949
0.6449,1.1949
0.6457,1.1949
0.6464,1.1986
0.6472,1.1949
0.6479,1.1986
0.6487,1.1949
0.6494,1.1949
0.6501,1.1949
0.6509,1.1912
0.6516,1.1986
0.6523,1.1986
0.6531,1.1949
0.6538,1.1986
0.6545,1.1986
0.6553,1.1949
0.6560,1.1912
0.6567,1.1949
0.6575,1.1949
0.6582,1.1949
0.6589,1.1986
0.6597,1.1949
0.6604,1.1986
0.6612,1.1912
0.6620,1.1949
0.6627,1.1986
0.6634,1.1986
0.6642,1.1912
0.6649,1.1949
0.6657,1.1986
0.6664,1.1986
0.6671,1.1986
0.6678,1.1986
0.6686,1.1986
0.6693,1.1912
0.6701,1.1949
0.6708,1.1949
0.6716,1.1949
0.6723,1.1949
0.6730,1.1912
0.6738,1.1986
0.6745,1.1949
0.6753,1.1949
0.6760,1.1986
0.6768,1.1949
0.6775,1.1986
0.6783,1.1949
0.6791,1.1949
0.6798,1.1949
0.6805,1.1986
0.6813,1.1986
0.6820,1.1986
0.6827,1.1912
0.6834,1.1949
0.6842,1.1912
0.6849,1.1949
0.6857,1.1949
0.6864,1.1986
0.6872,1.1949
0.6879,1.1949
0.6887,1.1986
0.6894,1.1986
0.6902,1.1986
0.6909,1.1986
0.6917,1.1949
0.6924,1.1986
0.6931,1.1986
0.6938,1.1949
0.6946,1.1986
0.6953,1.1986
0.6961,1.1949
0.6968,1.1949
0.6975,1.1949
0.6982,1.1949
0.6988,1.1949
0.6994,1.1986
0.7000,1.1986
0.7006,1.1986
0.7012,1.1986
0.7019,1.1949
0.7025,1.1949
0.7031,1.1949
0.7037,1.1949
0.7043,1.1949
0.7049,1.1949
0.7056,1.1949
0.7063,1.1912
0.7070,1.1949
0.7077,1.1912
0.7083,1.1949
0.7090,1.1986
0.7096,1.1986
0.7102,1.1986
0.7110,1.1986
0.7116,1.1949
0.7123,1.1912
0.7129,1.1949
0.7136,1.1949
0.7143,1.1949
0.7149,1.1986
0.7156,1.1986
0.7162,1.1986
0.7169,1.1986
0.7176,1.1949
0.7182,1.1986
0.7189,1.1949
0.7196,1.1949
0.7203,1.1949
0.7209,1.1949
0.7216,1.1949
0.7223,1.1986
0.7230,1.1912
0.7237,1.1986
0.7244,1.1912
0.7250,1.1949
0.7257,1.1949
0.7265,1.1912
0.7271,1.1949
0.7278,1.1949
0.7284,1.1949
0.7291,1.1986
0.7297,1.1986
0.7303,1.1949
0.7309,1.1949
0.7316,1.1949
0.7322,1.1912
0.7328,1.1949
0.7335,1.1949
0.7341,1.1986
0.7347,1.1986
0.7354,1.1986
0.7360,1.1912
0.7367,1.1912
0.7373,1.1986
0.7379,1.1986
0.7386,1.1986
0.7393,1.1986
0.7401,1.1949
0.7409,1.1912
0.7417,1.1986
0.7425,1.1986
0.7433,1.1986
0.7440,1.1912
0.7448,1.1949
0.7455,1.1949
0.7465,1.1986
0.7474,1.1986
0.7483,1.1949
0.7492,1.1986
0.7500,1.1949
0.7507,1.1949
0.7514,1.1986
0.7521,1.1986
0.7529,1.1949
0.7537,1.1949
0.7545,1.1949
0.7552,1.1949
0.7559,1.1949
0.7565,1.1949
0.7573,1.1986
0.7580,1.1912
0.7587,1.1949
0.7595,1.1986
0.7602,1.1912
0.7609,1.1949
0.7617,1.1949
0.7625,1.1986
0.7633,1.1986
0.7640,1.1949
0.7648,1.1949
0.7656,1.1986
0.7664,1.2023
0.7672,1.1912
0.7679,1.1912
0.7686,1.1949
0.7694,1.1949
0.7703,1.1875
0.7712,1.1949
0.7721,1.1986
0.7729,1.1949
0.7736,1.1949
0.7744,1.1986
0.7752,1.1986
0.7759,1.2023
0.7766,1.1949
0.7774,1.1949
0.7781,1.1986
0.7789,1.1949
0.7796,1.1949
0.7803,1.1912
0.7810,1.1986
0.7818,1.1949
0.7825,1.1986
0.7832,1.1949
0.7840,1.1949
0.7847,1.1949
0.7855,1.1949
0.7862,1.1912
0.7870,1.1949
0.7878,1.1949
0.7885,1.1986
0.7893,1.1949
0.7901,1.1986
0.7908,1.1986
0.7916,1.1949
0.7924,1.1949
0.7931,1.1986
0.7939,1.1986
0.7947,1.1949
0.7954,1.1912
0.7962,1.1986
0.7969,1.1912
0.7977,1.1912
0.7984,1.1949
0.7991,1.1986
0.7999,1.1949
0.8006,1.1949
0.8013,1.1912
0.8021,1.1986
0.8028,1.1949
0.8036,1.1986
0.8043,1.1949
0.8051,1.1949
0.8058,1.1949
0.8066,1.1949
0.8073,1.1986
0.8080,1.1949
0.8088,1.1949
0.8096,1.1949
0.8103,1.1949
0.8111,1.1949
0.8118,1.1949
0.8126,1.1912
0.8133,1.1912
0.8140,1.1949
0.8148,1.1949
0.8155,1.1986
0.8163,1.1986
0.8170,1.1986
0.8178,1.1986
0.8186,1.1986
0.8193,1.1949
0.8201,1.1949
0.8208,1.1949
0.8215,1.1986
0.8223,1.1986
0.8230,1.1986
0.8238,1.1949
0.8245,1.1949
0.8253,1.1875
0.8260,1.1912
0.8268,1.1986
0.8275,1.1912
0.8283,1.1986
0.8291,1.1949
0.8298,1.1949
0.8306,1.1912
0.8313,1.1986
0.8320,1.1949
0.8328,1.1986
0.8335,1.1986
0.8343,1.1949
0.8350,1.1949
0.8358,1.1949
0.8365,1.1949
0.8373,1.1949
0.8380,1.1986
0.8388,1.1986
0.8395,1.1949
0.8403,1.1986
0.8410,1.1912
0.8418,1.1912
0.8425,1.1949
0.8433,1.1986
0.8440,1.1949
0.8448,1.1912
0.8456,1.1986
0.8463,1.1949
0.8471,1.1875
0.8478,1.1986
0.8486,1.1949
0.8494,1.1912
0.8501,1.1949
0.8509,1.1949
0.8516,1.1986
0.8524,1.1875
0.8532,1.1949
0.8540,1.1986
0.8548,1.1949
0.8556,1.1912
0.8563,1.1949
0.8571,1.1949
0.8578,1.1986
0.8586,1.1986
0.8593,1.1949
0.8599,1.1949
0.8605,1.1949
0.8611,1.1949
0.8618,1.1986
0.8624,1.1912
0.8630,1.1986
0.8636,1.1949
0.8643,1.1912
0.8649,1.1986
0.8655,1.1986
0.8662,1.1912
0.8669,1.1986
0.8677,1.1986
0.8684,1.1949
0.8691,1.1986
0.8698,1.1949
0.8705,1.1949
0.8712,1.1986
0.8719,1.1949
0.8725,1.1949
0.8731,1.1986
0.8738,1.1986
0.8744,1.1986
0.8751,1.1949
0.8758,1.1949
0.8765,1.1949
0.8773,1.1949
0.8780,1.1949
0.8788,1.1949
0.8795,1.1986
0.8802,1.1949
0.8809,1.1986
0.8815,1.1986
0.8822,1.1912
0.8829,1.1986
0.8836,1.1949
0.8843,1.1986
0.8851,1.1949
0.8857,1.1949
0.8864,1.1986
0.8871,1.1986
0.8878,1.1912
0.8885,1.1949
0.8893,1.1986
0.8899,1.1986
0.8906,1.1949
0.8914,1.1949
0.8921,1.1949
0.8929,1.1986
0.8937,1.1912
0.8944,1.1986
0.8952,1.1912
0.8959,1.1912
0.8969,1.1986
0.8977,1.1986
0.8987,1.1986
0.8994,1.1949
0.9002,1.1949
0.9009,1.1949
0.9017,1.1986
0.9026,1.1949
0.9036,1.1986
0.9046,1.1949
0.9055,1.1949
0.9063,1.1949
0.9072,1.1986
0.9081,1.1949
0.9090,1.1949
0.9097,1.1986
0.9105,1.1986
0.9113,1.1949
0.9120,1.1912
0.9128,1.1949
0.9136,1.1986
0.9144,1.1986
0.9151,1.1949
0.9158,1.1949
0.9166,1.1912
0.9173,1.1986
0.9181,1.1912
0.9188,1.1949
0.9196,1.1986
0.9203,1.1986
0.9211,1.1949
0.9218,1.1949
0.9226,1.1986
0.9233,1.1949
0.9241,1.1949
0.9248,1.1949
0.9256,1.1949
0.9263,1.1912
0.9271,1.1986
0.9278,1.1986
0.9286,1.1949
0.9293,1.1875
0.9301,1.1949
0.9308,1.1912
0.9316,1.1986
0.9323,1.1912
0.9331,1.1949
0.9338,1.1986
0.9346,1.1949
0.9353,1.1912
0.9361,1.1912
0.9369,1.1986
0.9376,1.1949
0.9384,1.1986
0.9391,1.1949
0.9399,1.1949
0.9406,1.1986
0.9414,1.1986
0.9422,1.1912
0.9429,1.1875
0.9437,1.1986
0.9444,1.1949
0.9452,1.1949
0.9459,1.1949
0.9466,1.1949
0.9474,1.1949
0.9481,1.1949
0.9489,1.1986
0.9496,1.1986
0.9504,1.1875
0.9511,1.1949
0.9519,1.1949
0.9526,1.1986
0.9534,1.1949
0.9542,1.1912
0.9549,1.1949
0.9557,1.1949
0.9565,1.1986
0.9572,1.1912
0.9580,1.1949
0.9587,1.1949
0.9595,1.1949
0.9602,1.1949
0.9610,1.1949
0.9617,1.1949
0.9625,1.1949
0.9632,1.1949
0.9640,1.1949
0.9648,1.1949
0.9656,1.1912
0.9663,1.1986
0.9671,1.1912
0.9678,1.1912
0.9686,1.1949
0.9693,1.1949
0.9701,1.1986
0.9708,1.1949
0.9716,1.1949
0.9723,1.1949
0.9731,1.1912
0.9738,1.1949
0.9746,1.1949
0.9753,1.1912
0.9761,1.1949
0.9768,1.1949
0.9776,1.1986
0.9783,1.1986
0.9791,1.1986
0.9798,1.1875
0.9806,1.1986
0.9813,1.1949
0.9821,1.1949
0.9829,1.1986
0.9836,1.1986
0.9844,1.1986
0.9851,1.1949
0.9859,1.1912
0.9866,1.1949
0.9874,1.1949
0.9881,1.1949
0.9889,1.1949
0.9896,1.1949
0.9904,1.1875
0.9911,1.1986
0.9919,1.1949
0.9927,1.1949
0.9934,1.1986
0.9942,1.1986
0.9949,1.1949
0.9957,1.1986
0.9965,1.1949
0.9972,1.1949
0.9980,1.1949
0.9988,1.1986
0.9996,1.1949
1.0004,1.1986
1.0011,1.1949
1.0019,1.1949
1.0026,1.1949
1.0034,1.1949
1.0042,1.1949
1.0050,1.1949
1.0058,1.1949
1.0066,1.1986
1.0073,1.1949
