Время[с],Напряжение[В]
9.2256,0.9277
9.2267,0.9277
9.2278,0.9277
9.2290,0.9203
9.2301,0.9277
9.2313,0.9240
9.2323,0.9240
9.2335,0.9240
9.2346,0.9277
9.2358,0.9277
9.2369,0.9240
9.2381,0.9240
9.2394,0.9240
9.2406,0.9203
9.2418,0.9277
9.2431,0.9277
9.2444,0.9240
9.2460,0.9240
9.2473,0.9240
9.2485,0.9240
9.2497,0.9240
9.2511,0.9277
9.2526,0.9277
9.2542,0.9277
9.2558,0.9277
9.2571,0.9240
9.2583,0.9277
9.2595,0.9240
9.2607,0.9277
9.2619,0.9240
9.2631,0.9277
9.2644,0.9277
9.2656,0.9277
9.2668,0.9277
9.2679,0.9240
9.2691,0.9240
9.2702,0.9277
9.2714,0.9277
9.2725,0.9240
9.2737,0.9203
9.2748,0.9277
9.2760,0.9277
9.2771,0.9240
9.2783,0.9240
9.2794,0.9277
9.2806,0.9203
9.2820,0.9277
9.2833,0.9240
9.2846,0.9277
9.2857,0.9277
9.2869,0.9277
9.2915,0.9240
9.2926,0.9277
9.2937,0.9314
9.2948,0.9240
9.2959,0.9240
9.2969,0.9277
9.2980,0.9240
9.2990,0.9240
9.3001,0.9277
9.3011,0.9277
9.3022,0.9277
9.3033,0.9277
9.3044,0.9277
9.3055,0.9277
9.3067,0.9277
9.3078,0.9277
9.3089,0.9277
9.3100,0.9203
9.3111,0.9203
9.3123,0.9240
9.3134,0.9277
9.3146,0.9277
9.3158,0.9240
9.3169,0.9277
9.3180,0.9240
9.3192,0.9277
9.3204,0.9277
9.3217,0.9240
9.3229,0.9240
9.3241,0.9277
9.3254,0.9240
9.3269,0.9203
9.3282,0.9203
9.3294,0.9240
9.3305,0.9240
9.3319,0.9277
9.3334,0.9240
9.3348,0.9240
9.3363,0.9203
9.3375,0.9277
9.3387,0.9240
9.3399,0.9203
9.3410,0.9240
9.3422,0.9240
9.3434,0.9203
9.3445,0.9277
9.3457,0.9277
9.3469,0.9203
9.3480,0.9240
9.3492,0.9240
9.3503,0.9240
9.3515,0.9277
9.3527,0.9277
9.3539,0.9277
9.3550,0.9240
9.3562,0.9240
9.3574,0.9277
9.3586,0.9240
9.3597,0.9240
9.3608,0.9277
9.3619,0.9240
9.3630,0.9240
9.3642,0.9240
9.3653,0.9240
9.3665,0.9240
9.3676,0.9240
9.3687,0.9277
9.3698,0.9240
9.3709,0.9277
9.3722,0.9240
9.3735,0.9240
9.3785,0.9240
9.3798,0.9240
9.3809,0.9277
9.3821,0.9240
9.3832,0.9240
9.3844,0.9240
9.3854,0.9203
9.3865,0.9203
9.3876,0.9240
9.3887,0.9240
9.3898,0.9240
9.3909,0.9240
9.3920,0.9203
9.3931,0.9203
9.3942,0.9240
9.3952,0.9203
9.3964,0.9240
9.3975,0.9277
9.3986,0.9240
9.3996,0.9240
9.4007,0.9240
9.4018,0.9240
9.4029,0.9240
9.4040,0.9277
9.4051,0.9277
9.4063,0.9240
9.4075,0.9240
9.4086,0.9240
9.4098,0.9240
9.4109,0.9203
9.4120,0.9277
9.4132,0.9240
9.4143,0.9240
9.4155,0.9277
9.4167,0.9240
9.4178,0.9277
9.4190,0.9240
9.4201,0.9240
9.4213,0.9277
9.4225,0.9240
9.4236,0.9277
9.4248,0.9277
9.4259,0.9277
9.4271,0.9240
9.4282,0.9277
9.4294,0.9277
9.4305,0.9314
9.4317,0.9277
9.4331,0.9277
9.4343,0.9314
9.4356,0.9314
9.4370,0.9314
9.4382,0.9277
9.4397,0.9277
9.4410,0.9240
9.4425,0.9314
9.4441,0.9314
9.4454,0.9314
9.4467,0.9314
9.4479,0.9277
9.4491,0.9352
9.4504,0.9352
9.4517,0.9314
9.4531,0.9314
9.4544,0.9352
9.4559,0.9277
9.4574,0.9314
9.4587,0.9314
9.4600,0.9352
9.4614,0.9314
9.4632,0.9314
9.4650,0.9352
9.4664,0.9314
9.4676,0.9352
9.4692,0.9352
9.4706,0.9352
9.4718,0.9352
9.4731,0.9314
9.4742,0.9314
9.4753,0.9389
9.4764,0.9389
9.4775,0.9352
9.4785,0.9314
9.4796,0.9314
9.4808,0.9389
9.4819,0.9352
9.4830,0.9389
9.4842,0.9389
9.4853,0.9352
9.4866,0.9389
9.4878,0.9389
9.4889,0.9352
9.4900,0.9426
9.4911,0.9352
9.4923,0.9426
9.4934,0.9389
9.4945,0.9389
9.4957,0.9389
9.4969,0.9426
9.4980,0.9389
9.4992,0.9389
9.5004,0.9426
9.5015,0.9352
9.5027,0.9352
9.5038,0.9352
9.5050,0.9389
9.5061,0.9389
9.5073,0.9426
9.5084,0.9389
9.5096,0.9389
9.5107,0.9426
9.5119,0.9389
9.5130,0.9389
9.5142,0.9352
9.5154,0.9352
9.5165,0.9426
9.5178,0.9389
9.5192,0.9389
9.5204,0.9389
9.5216,0.9389
9.5228,0.9426
9.5241,0.9389
9.5255,0.9389
9.5269,0.9389
9.5281,0.9389
9.5293,0.9352
9.5305,0.9389
9.5320,0.9352
9.5336,0.9389
9.5350,0.9352
9.5364,0.9389
9.5376,0.9389
9.5388,0.9352
9.5399,0.9352
9.5411,0.9389
9.5422,0.9389
9.5434,0.9389
9.5446,0.9389
9.5458,0.9352
9.5470,0.9389
9.5481,0.9389
9.5493,0.9389
9.5505,0.9389
9.5516,0.9389
9.5528,0.9352
9.5540,0.9352
9.5551,0.9352
9.5565,0.9352
9.5576,0.9352
9.5588,0.9352
9.5600,0.9352
9.5611,0.9314
9.5623,0.9352
9.5635,0.9352
9.5646,0.9389
9.5658,0.9389
9.5670,0.9352
9.5684,0.9352
9.5698,0.9277
9.5710,0.9314
9.5721,0.9352
9.5732,0.9352
9.5744,0.9352
9.5755,0.9314
9.5767,0.9314
9.5780,0.9314
9.5792,0.9352
9.5804,0.9314
9.5816,0.9314
9.5858,0.9314
9.5869,0.9240
9.5880,0.9314
9.5891,0.9314
9.5903,0.9314
9.5913,0.9314
9.5925,0.9352
9.5936,0.9314
9.5946,0.9314
9.5958,0.9277
9.5968,0.9352
9.5978,0.9314
9.5989,0.9314
9.5999,0.9240
9.6010,0.9314
9.6021,0.9314
9.6032,0.9277
9.6043,0.9277
9.6054,0.9277
9.6065,0.9314
9.6076,0.9314
9.6087,0.9314
9.6098,0.9314
9.6108,0.9277
9.6119,0.9277
9.6130,0.9277
9.6141,0.9240
9.6152,0.9277
9.6165,0.9277
9.6177,0.9240
9.6189,0.9277
9.6200,0.9314
9.6212,0.9314
9.6223,0.9277
9.6235,0.9314
9.6246,0.9277
9.6258,0.9240
9.6269,0.9203
9.6280,0.9240
9.6292,0.9240
9.6303,0.9277
9.6314,0.9277
9.6326,0.9240
9.6337,0.9240
9.6349,0.9240
9.6360,0.9203
9.6371,0.9277
9.6383,0.9240
9.6394,0.9240
9.6405,0.9203
9.6415,0.9277
9.6426,0.9240
9.6436,0.9240
9.6447,0.9240
9.6458,0.9203
9.6468,0.9203
9.6479,0.9240
9.6490,0.9203
9.6501,0.9203
9.6513,0.9240
9.6526,0.9240
9.6539,0.9240
9.6551,0.9203
9.6563,0.9203
9.6576,0.9203
9.6589,0.9203
9.6602,0.9277
9.6616,0.9277
9.6628,0.9203
9.6640,0.9240
9.6653,0.9240
9.6668,0.9240
9.6685,0.9240
9.6697,0.9240
9.6711,0.9240
9.6726,0.9203
9.6738,0.9240
9.6750,0.9240
9.6762,0.9240
9.6773,0.9203
9.6784,0.9203
9.6796,0.9203
9.6807,0.9203
9.6818,0.9166
9.6830,0.9203
9.6840,0.9240
9.6851,0.9240
9.6863,0.9203
9.6874,0.9203
9.6885,0.9203
9.6895,0.9203
9.6906,0.9240
9.6918,0.9203
9.6929,0.9203
9.6941,0.9240
9.6954,0.9203
9.6967,0.9203
9.7003,0.9203
9.7025,0.9203
9.7038,0.9166
9.7051,0.9166
9.7063,0.9203
9.7075,0.9240
9.7087,0.9240
9.7100,0.9240
9.7110,0.9203
9.7121,0.9203
9.7132,0.9240
9.7143,0.9203
9.7153,0.9203
9.7165,0.9166
9.7176,0.9203
9.7187,0.9203
9.7198,0.9240
9.7210,0.9203
9.7221,0.9203
9.7232,0.9203
9.7243,0.9203
9.7255,0.9203
9.7267,0.9203
9.7278,0.9166
9.7290,0.9203
9.7302,0.9203
9.7313,0.9203
9.7325,0.9166
9.7336,0.9166
9.7348,0.9203
9.7360,0.9240
9.7371,0.9166
9.7383,0.9203
9.7394,0.9203
9.7406,0.9240
9.7417,0.9203
9.7428,0.9203
9.7440,0.9240
9.7452,0.9203
9.7464,0.9203
9.7476,0.9166
9.7487,0.9203
9.7499,0.9203
9.7510,0.9203
9.7522,0.9166
9.7533,0.9277
9.7545,0.9240
9.7556,0.9240
9.7568,0.9203
9.7582,0.9240
9.7595,0.9240
9.7608,0.9240
9.7620,0.9166
9.7632,0.9240
9.7644,0.9240
9.7659,0.9240
9.7672,0.9240
9.7685,0.9203
9.7697,0.9240
9.7709,0.9166
9.7722,0.9277
9.7736,0.9240
9.7754,0.9240
9.7768,0.9203
9.7780,0.9240
9.7794,0.9203
9.7810,0.9240
9.7821,0.9203
9.7833,0.9203
9.7845,0.9203
9.7857,0.9240
9.7868,0.9240
9.7880,0.9203
9.7892,0.9203
9.7903,0.9240
9.7915,0.9277
9.7927,0.9203
9.7941,0.9203
9.7952,0.9240
9.7966,0.9203
9.7980,0.9240
9.7992,0.9240
9.8004,0.9203
9.8016,0.9240
9.8027,0.9240
9.8039,0.9203
9.8050,0.9240
9.8062,0.9240
9.8073,0.9203
9.8085,0.9203
9.8096,0.9203
9.8107,0.9203
9.8118,0.9203
9.8128,0.9166
9.8139,0.9240
9.8150,0.9240
9.8161,0.9203
9.8172,0.9240
9.8184,0.9203
9.8195,0.9166
9.8206,0.9240
9.8217,0.9203
9.8228,0.9240
9.8239,0.9203
9.8251,0.9166
9.8262,0.9203
9.8274,0.9203
9.8286,0.9240
9.8297,0.9203
9.8309,0.9203
9.8320,0.9240
9.8332,0.9203
9.8343,0.9203
9.8355,0.9240
9.8366,0.9240
9.8378,0.9203
9.8390,0.9166
9.8401,0.9203
9.8412,0.9203
9.8424,0.9203
9.8435,0.9203
9.8446,0.9240
9.8458,0.9166
9.8470,0.9203
9.8481,0.9240
9.8494,0.9240
9.8506,0.9203
9.8519,0.9203
9.8531,0.9203
9.8543,0.9166
9.8556,0.9203
9.8570,0.9203
9.8585,0.9203
9.8599,0.9203
9.8612,0.9166
9.8625,0.9166
9.8636,0.9129
9.8649,0.9166
9.8663,0.9240
9.8676,0.9203
9.8688,0.9203
9.8700,0.9203
9.8712,0.9203
9.8726,0.9203
9.8742,0.9166
9.8757,0.9129
9.8772,0.9166
9.8786,0.9203
9.8798,0.9240
9.8810,0.9203
9.8822,0.9166
9.8833,0.9203
9.8844,0.9203
9.8856,0.9203
9.8868,0.9203
9.8879,0.9166
9.8891,0.9166
9.8902,0.9203
9.8914,0.9203
9.8925,0.9166
9.8937,0.9203
9.8948,0.9203
9.8960,0.9166
9.8971,0.9166
9.8983,0.9166
9.8994,0.9166
9.9006,0.9129
9.9018,0.9203
9.9029,0.9166
9.9040,0.9203
9.9051,0.9166
9.9064,0.9166
9.9075,0.9166
9.9086,0.9166
9.9098,0.9166
9.9109,0.9166
9.9121,0.9166
9.9132,0.9166
9.9143,0.9166
9.9154,0.9166
9.9166,0.9203
9.9177,0.9166
9.9188,0.9203
9.9199,0.9166
9.9211,0.9203
9.9222,0.9129
9.9234,0.9129
9.9245,0.9129
9.9256,0.9129
9.9268,0.9203
9.9279,0.9166
9.9290,0.9166
9.9302,0.9129
9.9314,0.9166
9.9325,0.9166
9.9336,0.9129
9.9348,0.9166
9.9360,0.9166
9.9371,0.9129
9.9383,0.9129
9.9395,0.9166
9.9407,0.9166
9.9419,0.9166
9.9433,0.9129
9.9446,0.9129
9.9458,0.9166
9.9471,0.9166
9.9484,0.9166
9.9498,0.9166
9.9518,0.9166
9.9529,0.9129
9.9543,0.9166
9.9557,0.9129
9.9568,0.9129
9.9580,0.9166
9.9591,0.9166
9.9603,0.9166
9.9615,0.9129
9.9626,0.9166
9.9637,0.9092
9.9649,0.9129
9.9660,0.9129
9.9672,0.9129
9.9683,0.9166
9.9694,0.9129
9.9706,0.9166
9.9717,0.9129
9.9729,0.9129
9.9741,0.9129
9.9752,0.9129
9.9764,0.9166
9.9775,0.9129
9.9786,0.9092
9.9798,0.9166
9.9809,0.9129
9.9820,0.9129
9.9832,0.9166
9.9843,0.9129
9.9855,0.9166
9.9867,0.9166
9.9878,0.9092
9.9890,0.9129
9.9901,0.9129
9.9913,0.9092
9.9925,0.9129
9.9936,0.9166
9.9948,0.9092
9.9960,0.9166
9.9971,0.9166
9.9983,0.9129
9.9995,0.9129
10.0006,0.9129
10.0018,0.9129
10.0029,0.9129
10.0040,0.9129
10.0051,0.9129
10.0062,0.9166
10.0073,0.9092
10.0085,0.9129
10.0096,0.9092
10.0108,0.9166
10.0119,0.9129
10.0130,0.9129
10.0142,0.9129
10.0155,0.9092
10.0169,0.9129
10.0182,0.9129
10.0195,0.9166
10.0208,0.9129
10.0222,0.9129
10.0237,0.9166
10.0251,0.9129
10.0263,0.9129
10.0275,0.9055
10.0288,0.9129
10.0300,0.9129
10.0314,0.9129
10.0330,0.9129
10.0345,0.9092
10.0358,0.9129
10.0372,0.9092
10.0384,0.9092
10.0396,0.9129
10.0407,0.9129
10.0418,0.9129
10.0429,0.9092
10.0441,0.9129
10.0452,0.9129
10.0465,0.9092
10.0476,0.9166
10.0488,0.9129
10.0499,0.9129
10.0510,0.9129
10.0521,0.9092
10.0532,0.9129
10.0543,0.9166
10.0555,0.9129
10.0567,0.9092
10.0579,0.9129
10.0590,0.9092
10.0603,0.9166
10.0614,0.9092
10.0626,0.9166
10.0638,0.9129
10.0650,0.9129
10.0662,0.9092
10.0674,0.9055
10.0686,0.9129
10.0698,0.9129
10.0710,0.9092
10.0722,0.9166
10.0734,0.9129
10.0745,0.9129
10.0758,0.9129
10.0770,0.9092
10.0781,0.9129
10.0792,0.9166
10.0803,0.9129
10.0814,0.9055
10.0826,0.9129
10.0836,0.9092
10.0847,0.9129
10.0858,0.9092
10.0869,0.9129
10.0880,0.9129
10.0891,0.9129
10.0902,0.9129
10.0913,0.9166
10.0926,0.9129
10.0938,0.9129
10.0949,0.9129
10.0961,0.9129
10.0973,0.9129
10.0984,0.9055
10.0995,0.9129
10.1007,0.9055
10.1018,0.9129
10.1029,0.9129
10.1041,0.9129
10.1052,0.9129
10.1064,0.9129
10.1076,0.9129
10.1088,0.9092
10.1101,0.9129
10.1113,0.9129
10.1125,0.9129
10.1137,0.9129
10.1149,0.9129
10.1176,0.9129
10.1254,0.9129
10.1266,0.9092
10.1278,0.9092
10.1290,0.9129
10.1302,0.9129
10.1314,0.9129
10.1326,0.9129
10.1339,0.9055
10.1351,0.9092
10.1365,0.9129
10.1377,0.9129
10.1389,0.9092
10.1401,0.9129
10.1414,0.9129
10.1426,0.9129
10.1438,0.9129
10.1450,0.9092
10.1462,0.9092
10.1475,0.9129
10.1487,0.9055
10.1499,0.9129
10.1511,0.9129
10.1523,0.9055
10.1535,0.9092
10.1547,0.9129
10.1559,0.9092
10.1571,0.9129
10.1582,0.9129
10.1594,0.9129
10.1606,0.9129
10.1617,0.9129
10.1629,0.9092
10.1641,0.9129
10.1653,0.9055
10.1664,0.9129
10.1675,0.9129
10.1687,0.9129
10.1698,0.9129
10.1710,0.9092
10.1722,0.9092
10.1734,0.9092
10.1746,0.9129
10.1760,0.9092
10.1772,0.9092
10.1785,0.9055
10.1798,0.9092
10.1811,0.9092
10.1822,0.9055
10.1833,0.9092
10.1844,0.9129
10.1855,0.9055
10.1867,0.9092
10.1878,0.9092
10.1889,0.9129
10.1900,0.9092
10.1911,0.9092
10.1922,0.9092
10.1933,0.9092
10.1945,0.9092
10.1957,0.9129
10.1968,0.9092
10.1979,0.9129
10.1991,0.9055
10.2003,0.9092
10.2014,0.9092
10.2026,0.9092
10.2037,0.9092
10.2050,0.9092
10.2062,0.9129
10.2073,0.9092
10.2084,0.9129
10.2096,0.9092
10.2107,0.9055
10.2119,0.9055
10.2130,0.9092
10.2141,0.9129
10.2152,0.9129
10.2164,0.9129
10.2175,0.9092
10.2186,0.9092
10.2198,0.9129
10.2209,0.9092
10.2220,0.9129
10.2232,0.9129
10.2243,0.9092
10.2255,0.9055
10.2267,0.9129
10.2281,0.9092
10.2295,0.9129
10.2307,0.9092
10.2320,0.9129
10.2333,0.9055
10.2346,0.9092
10.2358,0.9092
10.2371,0.9129
10.2382,0.9129
10.2395,0.9092
10.2407,0.9055
10.2419,0.9055
10.2431,0.9092
10.2443,0.9092
10.2454,0.9092
10.2466,0.9092
10.2478,0.9092
10.2490,0.9092
10.2502,0.9092
10.2515,0.9129
10.2528,0.9055
10.2545,0.9055
10.2559,0.9092
10.2572,0.9092
10.2588,0.9092
10.2601,0.9129
10.2614,0.9055
10.2626,0.9092
10.2638,0.9092
10.2650,0.9092
10.2661,0.9055
10.2674,0.9092
10.2687,0.9092
10.2699,0.9018
10.2711,0.9055
10.2723,0.9092
10.2735,0.9055
10.2746,0.9092
10.2758,0.9092
10.2769,0.9092
10.2781,0.9129
10.2792,0.9129
10.2803,0.9092
10.2815,0.9092
10.2826,0.9055
10.2837,0.9092
10.2848,0.9092
10.2859,0.9092
10.2871,0.9092
10.2884,0.9092
10.2896,0.9055
10.2907,0.9092
10.2919,0.9129
10.2931,0.9092
10.2943,0.9092
10.2955,0.9092
10.2967,0.9055
10.2979,0.9092
10.2990,0.9055
10.3002,0.9055
10.3013,0.9092
10.3024,0.9092
10.3036,0.9055
10.3047,0.9092
10.3059,0.9055
10.3071,0.9055
10.3083,0.9092
10.3094,0.9092
10.3106,0.9092
10.3118,0.9092
10.3130,0.9092
10.3142,0.9092
10.3153,0.9092
10.3165,0.9055
10.3177,0.9092
10.3189,0.9092
10.3201,0.9092
10.3213,0.9092
10.3225,0.9055
10.3237,0.9092
10.3248,0.9055
10.3260,0.9092
10.3272,0.9055
10.3283,0.9055
10.3294,0.9092
10.3306,0.9055
10.3317,0.9055
10.3328,0.9055
10.3340,0.9055
10.3352,0.9092
10.3365,0.9092
10.3377,0.9018
10.3388,0.9055
10.3400,0.9092
10.3413,0.9055
10.3425,0.9055
10.3437,0.9092
10.3449,0.9092
10.3462,0.9055
10.3474,0.9092
10.3486,0.9092
10.3498,0.9018
10.3511,0.9055
10.3523,0.9092
10.3535,0.9092
10.3548,0.9055
10.3587,0.9055
10.3600,0.9055
10.3612,0.9055
10.3624,0.9092
10.3636,0.9055
10.3648,0.9055
10.3660,0.9092
10.3672,0.9055
10.3684,0.9092
10.3696,0.9055
10.3708,0.9055
10.3719,0.9055
10.3732,0.9092
10.3744,0.9055
10.3756,0.9092
10.3768,0.9092
10.3780,0.9055
10.3791,0.9092
10.3803,0.9018
10.3815,0.9055
10.3826,0.9055
10.3838,0.9055
10.3850,0.9092
10.3862,0.9055
10.3874,0.9055
10.3885,0.9055
10.3897,0.9018
10.3909,0.9055
10.3920,0.9092
10.3932,0.9055
10.3944,0.9055
10.3957,0.9055
10.3969,0.9018
10.3981,0.9055
10.3994,0.9055
10.4006,0.8980
10.4017,0.9055
10.4028,0.9018
10.4039,0.9018
10.4050,0.9055
10.4061,0.9092
10.4072,0.9092
10.4083,0.9018
10.4095,0.9055
10.4107,0.9055
10.4119,0.9092
10.4130,0.9055
10.4142,0.9055
10.4154,0.9055
10.4166,0.9018
10.4177,0.9055
10.4189,0.9055
10.4201,0.9055
10.4212,0.9092
10.4224,0.9055
10.4235,0.9018
10.4247,0.9018
10.4258,0.9092
10.4270,0.9055
10.4281,0.9055
10.4293,0.9055
10.4305,0.9018
10.4316,0.9018
10.4328,0.9055
10.4339,0.9055
10.4351,0.9092
10.4363,0.9055
10.4374,0.9092
10.4386,0.9055
10.4399,0.9055
10.4411,0.9055
10.4422,0.9018
10.4434,0.9055
10.4446,0.9055
10.4458,0.9055
10.4470,0.8980
10.4482,0.9018
10.4493,0.9018
10.4505,0.9055
10.4516,0.9055
10.4528,0.9092
10.4540,0.9055
10.4552,0.9055
10.4564,0.9055
10.4575,0.9055
10.4587,0.9055
10.4599,0.9055
10.4611,0.9055
10.4622,0.9055
10.4635,0.9018
10.4646,0.8980
10.4658,0.9018
10.4669,0.9018
10.4680,0.9055
10.4692,0.9055
10.4704,0.9055
10.4719,0.9092
10.4731,0.9055
10.4744,0.9055
10.4757,0.9055
10.4769,0.9055
10.4782,0.9055
10.4795,0.9055
10.4808,0.9018
10.4820,0.9055
10.4833,0.9055
10.4845,0.9055
10.4858,0.9055
10.4870,0.9018
10.4882,0.9018
10.4893,0.9018
10.4905,0.9055
10.4917,0.9055
10.4929,0.9018
10.4942,0.9055
10.4954,0.9018
10.4967,0.9018
10.4982,0.9018
10.4995,0.9055
10.5009,0.9055
10.5024,0.9018
10.5037,0.9018
10.5050,0.9055
10.5062,0.9055
10.5073,0.9055
10.5085,0.9055
10.5097,0.9018
10.5109,0.9055
10.5121,0.9018
10.5133,0.9055
10.5145,0.9055
10.5156,0.9055
10.5168,0.9055
10.5180,0.8980
10.5192,0.9018
10.5203,0.9055
10.5215,0.9055
10.5226,0.9018
10.5238,0.8980
10.5249,0.9018
10.5261,0.9018
10.5274,0.9018
10.5286,0.9055
10.5297,0.9055
10.5309,0.9055
10.5321,0.9055
10.5332,0.9018
10.5344,0.9018
10.5356,0.9018
10.5369,0.8980
10.5381,0.8980
10.5392,0.9055
10.5404,0.9055
10.5415,0.9055
10.5427,0.9018
10.5439,0.9018
10.5450,0.9092
10.5462,0.9018
10.5474,0.8980
10.5485,0.9055
10.5497,0.9018
10.5508,0.9018
10.5520,0.9018
10.5531,0.9018
10.5543,0.9055
10.5555,0.9055
10.5567,0.8980
10.5579,0.9018
10.5591,0.9018
10.5602,0.9018
10.5615,0.9018
10.5626,0.9055
10.5638,0.9055
10.5650,0.9055
10.5663,0.9018
10.5674,0.9018
10.5686,0.9055
10.5697,0.9055
10.5711,0.9055
10.5724,0.9092
10.5736,0.9055
10.5748,0.9092
10.5761,0.9092
10.5772,0.9055
10.5784,0.9092
10.5796,0.9092
10.5808,0.9055
10.5820,0.9092
10.5831,0.9055
10.5842,0.9092
10.5854,0.9092
10.5866,0.9129
10.5878,0.9129
10.5890,0.9129
10.5902,0.9129
10.5914,0.9092
10.5927,0.9092
10.5940,0.9129
10.5953,0.9129
10.5966,0.9129
10.5978,0.9129
10.5991,0.9129
10.6003,0.9129
10.6015,0.9166
10.6027,0.9166
10.6039,0.9129
10.6051,0.9129
10.6064,0.9166
10.6076,0.9129
10.6091,0.9166
10.6106,0.9166
10.6120,0.9203
10.6132,0.9166
10.6144,0.9203
10.6156,0.9203
10.6168,0.9166
10.6180,0.9166
10.6191,0.9166
10.6203,0.9203
10.6214,0.9203
10.6225,0.9166
10.6236,0.9203
10.6248,0.9203
10.6358,0.9166
10.6371,0.9240
10.6385,0.9240
10.6399,0.9166
10.6412,0.9203
10.6427,0.9240
10.6442,0.9240
10.6456,0.9240
10.6469,0.9240
10.6481,0.9203
10.6494,0.9240
10.6507,0.9240
10.6520,0.9203
10.6532,0.9240
10.6545,0.9240
10.6558,0.9203
10.6570,0.9240
10.6582,0.9203
10.6594,0.9203
10.6605,0.9203
10.6616,0.9203
10.6627,0.9277
10.6638,0.9166
10.6650,0.9240
10.6661,0.9203
10.6673,0.9203
10.6684,0.9240
10.6695,0.9203
10.6706,0.9240
10.6718,0.9203
10.6729,0.9166
10.6741,0.9240
10.6752,0.9203
10.6764,0.9240
10.6775,0.9203
10.6786,0.9240
10.6798,0.9203
10.6810,0.9240
10.6822,0.9240
10.6833,0.9203
10.6845,0.9203
10.6858,0.9240
10.6870,0.9203
10.6882,0.9203
10.6894,0.9203
10.6906,0.9203
10.6918,0.9129
10.6930,0.9203
10.6942,0.9203
10.6954,0.9203
10.6966,0.9203
10.6977,0.9166
10.6989,0.9166
10.7000,0.9129
10.7011,0.9203
10.7022,0.9240
10.7034,0.9166
10.7045,0.9166
10.7057,0.9203
10.7068,0.9166
10.7079,0.9166
10.7091,0.9166
10.7103,0.9166
10.7115,0.9203
10.7127,0.9203
10.7139,0.9166
10.7151,0.9166
10.7163,0.9166
10.7175,0.9203
10.7190,0.9166
10.7203,0.9166
10.7216,0.9129
10.7229,0.9203
10.7241,0.9166
10.7255,0.9129
10.7268,0.9129
10.7283,0.9166
10.7296,0.9166
10.7308,0.9166
10.7321,0.9166
10.7335,0.9129
10.7351,0.9129
10.7365,0.9129
10.7377,0.9166
10.7391,0.9129
10.7403,0.9092
10.7415,0.9166
10.7426,0.9129
10.7438,0.9129
10.7449,0.9129
10.7462,0.9129
10.7474,0.9092
10.7489,0.9166
10.7502,0.9129
10.7513,0.9129
10.7526,0.9092
10.7538,0.9129
10.7550,0.9092
10.7563,0.9129
10.7575,0.9129
10.7587,0.9129
10.7600,0.9092
10.7612,0.9092
10.7625,0.9129
10.7637,0.9129
10.7649,0.9129
10.7661,0.9092
10.7674,0.9092
10.7686,0.9129
10.7698,0.9092
10.7711,0.9092
10.7723,0.9092
10.7735,0.9092
10.7747,0.9092
10.7759,0.9092
10.7771,0.9092
10.7783,0.9092
10.7795,0.9055
10.7806,0.9092
10.7819,0.9092
10.7843,0.9055
10.7855,0.9092
10.7867,0.9092
10.7879,0.9092
10.7890,0.9055
10.7902,0.9055
10.7915,0.9092
10.7927,0.9092
10.7940,0.9055
10.7952,0.9092
10.7966,0.9092
10.7978,0.9055
10.7990,0.9055
10.8003,0.9018
10.8021,0.9055
10.8034,0.9092
10.8046,0.9055
10.8058,0.9055
10.8071,0.8980
10.8084,0.9092
10.8097,0.9055
10.8110,0.9055
10.8159,0.9018
10.8171,0.9055
10.8183,0.9018
10.8194,0.8980
10.8206,0.9055
10.8219,0.9055
10.8231,0.9055
10.8244,0.9055
10.8260,0.9055
10.8274,0.9018
10.8286,0.9055
10.8298,0.9055
10.8309,0.9055
10.8322,0.8980
10.8334,0.9018
10.8346,0.9018
10.8359,0.9055
10.8371,0.9018
10.8383,0.9018
10.8395,0.9055
10.8407,0.9055
10.8419,0.9018
10.8430,0.9055
10.8441,0.9018
10.8453,0.9018
10.8480,0.8980
10.8491,0.9018
10.8502,0.9018
10.8513,0.8980
10.8524,0.8980
10.8535,0.9018
10.8546,0.9018
10.8558,0.9055
10.8569,0.8980
10.8580,0.9018
10.8592,0.8980
10.8603,0.9018
10.8657,0.9018
10.8669,0.9055
10.8681,0.9018
10.8692,0.9055
10.8704,0.9018
10.8716,0.9055
10.8729,0.9055
10.8741,0.9018
10.8754,0.9018
10.8767,0.9018
10.8779,0.8980
10.8792,0.8980
10.8805,0.9055
10.8818,0.9018
10.8831,0.9018
10.8843,0.9018
10.8868,0.9018
10.8899,0.9018
10.8911,0.9055
10.8924,0.9018
10.8937,0.9055
10.8949,0.9018
10.8961,0.9055
10.8972,0.9018
10.8984,0.9018
10.8995,0.9055
10.9006,0.9055
10.9017,0.9018
10.9029,0.9018
10.9040,0.9018
10.9051,0.9018
10.9064,0.8980
10.9075,0.9018
10.9086,0.9018
10.9098,0.9055
10.9110,0.9018
10.9121,0.9055
10.9133,0.9018
10.9145,0.9055
10.9158,0.9055
10.9170,0.9055
10.9182,0.9055
10.9194,0.9018
10.9206,0.9055
10.9218,0.9055
10.9230,0.8980
10.9242,0.9055
10.9254,0.8980
10.9267,0.9055
10.9278,0.9018
10.9291,0.9018
10.9405,0.9018
10.9418,0.9055
10.9433,0.9055
10.9447,0.9055
10.9462,0.9018
10.9475,0.9018
10.9488,0.9055
10.9500,0.9055
10.9515,0.9055
10.9527,0.9018
10.9539,0.8980
10.9553,0.9055
10.9574,0.9018
10.9587,0.9055
10.9599,0.9018
