Время[с],Напряжение[В]
0.0006,1.1244
0.0012,1.1281
0.0018,1.1281
0.0025,1.1318
0.0031,1.1281
0.0038,1.1318
0.0045,1.1318
0.0051,1.1318
0.0058,1.1318
0.0065,1.1281
0.0072,1.1281
0.0080,1.1281
0.0087,1.1281
0.0093,1.1281
0.0100,1.1318
0.0107,1.1281
0.0114,1.1318
0.0120,1.1281
0.0127,1.1281
0.0133,1.1281
0.0140,1.1281
0.0146,1.1318
0.0153,1.1318
0.0159,1.1281
0.0166,1.1244
0.0172,1.1281
0.0179,1.1244
0.0186,1.1281
0.0239,1.1244
0.0245,1.1244
0.0252,1.1281
0.0259,1.1318
0.0265,1.1318
0.0272,1.1281
0.0278,1.1281
0.0284,1.1281
0.0290,1.1318
0.0296,1.1318
0.0303,1.1281
0.0309,1.1318
0.0316,1.1281
0.0322,1.1281
0.0329,1.1318
0.0335,1.1281
0.0341,1.1318
0.0347,1.1281
0.0353,1.1281
0.0360,1.1207
0.0366,1.1281
0.0373,1.1281
0.0380,1.1318
0.0386,1.1318
0.0393,1.1318
0.0399,1.1318
0.0405,1.1318
0.0412,1.1244
0.0419,1.1281
0.0425,1.1318
0.0432,1.1281
0.0438,1.1318
0.0444,1.1207
0.0450,1.1281
0.0456,1.1281
0.0462,1.1281
0.0468,1.1318
0.0475,1.1281
0.0482,1.1281
0.0488,1.1281
0.0495,1.1281
0.0501,1.1281
0.0507,1.1281
0.0514,1.1281
0.0521,1.1281
0.0527,1.1318
0.0534,1.1318
0.0540,1.1281
0.0547,1.1244
0.0554,1.1318
0.0561,1.1281
0.0567,1.1281
0.0574,1.1318
0.0580,1.1244
0.0587,1.1281
0.0593,1.1318
0.0601,1.1281
0.0607,1.1318
0.0614,1.1318
0.0621,1.1281
0.0629,1.1318
0.0636,1.1281
0.0644,1.1281
0.0650,1.1281
0.0657,1.1318
0.0664,1.1281
0.0672,1.1244
0.0680,1.1281
0.0687,1.1281
0.0696,1.1281
0.0705,1.1281
0.0713,1.1281
0.0720,1.1281
0.0727,1.1281
0.0734,1.1281
0.0741,1.1281
0.0751,1.1281
0.0788,1.1281
0.0797,1.1281
0.0805,1.1281
0.0812,1.1318
0.0820,1.1244
0.0827,1.1244
0.0835,1.1244
0.0842,1.1318
0.0851,1.1244
0.0860,1.1281
0.0868,1.1244
0.0876,1.1244
0.0884,1.1244
0.0892,1.1318
0.0912,1.1281
0.0919,1.1281
0.0927,1.1281
0.0934,1.1281
0.0941,1.1318
0.0949,1.1207
0.0956,1.1281
0.0964,1.1281
0.0971,1.1281
0.0979,1.1281
0.0986,1.1244
0.0994,1.1281
0.1002,1.1281
0.1009,1.1281
0.1016,1.1244
0.1024,1.1207
0.1031,1.1281
0.1038,1.1281
0.1045,1.1318
0.1052,1.1244
0.1060,1.1281
0.1067,1.1244
0.1074,1.1244
0.1081,1.1207
0.1088,1.1281
0.1096,1.1244
0.1103,1.1244
0.1110,1.1281
0.1117,1.1281
0.1125,1.1244
0.1132,1.1207
0.1139,1.1281
0.1146,1.1281
0.1154,1.1244
0.1163,1.1244
0.1171,1.1244
0.1179,1.1244
0.1186,1.1244
0.1193,1.1244
0.1200,1.1281
0.1207,1.1244
0.1214,1.1281
0.1222,1.1281
0.1229,1.1244
0.1236,1.1281
0.1245,1.1207
0.1253,1.1244
0.1260,1.1244
0.1268,1.1281
0.1275,1.1244
0.1283,1.1281
0.1290,1.1318
0.1296,1.1244
0.1303,1.1207
0.1309,1.1244
0.1316,1.1207
0.1322,1.1244
0.1328,1.1207
0.1335,1.1207
0.1341,1.1244
0.1348,1.1244
0.1354,1.1318
0.1361,1.1244
0.1368,1.1207
0.1374,1.1244
0.1381,1.1281
0.1387,1.1244
0.1395,1.1281
0.1402,1.1281
0.1409,1.1281
0.1417,1.1244
0.1424,1.1207
0.1431,1.1244
0.1439,1.1244
0.1446,1.1281
0.1453,1.1244
0.1460,1.1281
0.1467,1.1207
0.1475,1.1207
0.1481,1.1281
0.1489,1.1244
0.1496,1.1244
0.1503,1.1281
0.1510,1.1244
0.1517,1.1207
0.1525,1.1207
0.1532,1.1244
0.1539,1.1207
0.1546,1.1244
0.1553,1.1244
0.1560,1.1281
0.1568,1.1207
0.1575,1.1281
0.1582,1.1281
0.1589,1.1207
0.1596,1.1244
0.1603,1.1244
0.1610,1.1244
0.1618,1.1244
0.1625,1.1244
0.1632,1.1244
0.1639,1.1244
0.1646,1.1207
0.1653,1.1207
0.1660,1.1244
0.1667,1.1281
0.1675,1.1244
0.1682,1.1207
0.1689,1.1281
0.1696,1.1244
0.1703,1.1244
0.1710,1.1281
0.1717,1.1244
0.1724,1.1244
0.1731,1.1244
0.1739,1.1281
0.1746,1.1207
0.1753,1.1281
0.1760,1.1281
0.1767,1.1281
0.1774,1.1244
0.1782,1.1281
0.1789,1.1244
0.1796,1.1207
0.1803,1.1244
0.1811,1.1281
0.1819,1.1281
0.1829,1.1244
0.1837,1.1244
0.1844,1.1281
0.1852,1.1281
0.1859,1.1281
0.1867,1.1281
0.1878,1.1244
0.1887,1.1244
0.1894,1.1244
0.1901,1.1244
0.1908,1.1244
0.1916,1.1281
0.1925,1.1281
0.1964,1.1281
0.1973,1.1281
0.1980,1.1207
0.1987,1.1281
0.1995,1.1318
0.2002,1.1244
0.2009,1.1244
0.2016,1.1281
0.2024,1.1281
0.2031,1.1281
0.2039,1.1281
0.2046,1.1281
0.2054,1.1318
0.2061,1.1244
0.2069,1.1244
0.2076,1.1281
0.2084,1.1281
0.2091,1.1318
0.2099,1.1281
0.2106,1.1281
0.2114,1.1244
0.2121,1.1318
0.2129,1.1281
0.2136,1.1318
0.2143,1.1318
0.2151,1.1318
0.2158,1.1318
0.2165,1.1281
0.2171,1.1318
0.2178,1.1281
0.2185,1.1281
0.2191,1.1281
0.2198,1.1281
0.2205,1.1281
0.2211,1.1318
0.2218,1.1281
0.2225,1.1318
0.2232,1.1318
0.2239,1.1281
0.2246,1.1281
0.2252,1.1281
0.2259,1.1318
0.2267,1.1318
0.2275,1.1318
0.2282,1.1281
0.2290,1.1318
0.2297,1.1281
0.2304,1.1281
0.2311,1.1318
0.2318,1.1318
0.2325,1.1318
0.2332,1.1318
0.2339,1.1318
0.2345,1.1318
0.2353,1.1355
0.2359,1.1355
0.2366,1.1318
0.2373,1.1318
0.2379,1.1281
0.2386,1.1281
0.2392,1.1318
0.2398,1.1318
0.2405,1.1281
0.2412,1.1318
0.2419,1.1318
0.2425,1.1281
0.2432,1.1355
0.2439,1.1281
0.2445,1.1318
0.2452,1.1281
0.2459,1.1281
0.2466,1.1355
0.2473,1.1318
0.2480,1.1318
0.2486,1.1281
0.2494,1.1281
0.2500,1.1318
0.2508,1.1318
0.2514,1.1318
0.2521,1.1318
0.2528,1.1281
0.2536,1.1281
0.2542,1.1318
0.2549,1.1281
0.2557,1.1281
0.2564,1.1318
0.2571,1.1318
0.2577,1.1318
0.2584,1.1355
0.2591,1.1318
0.2598,1.1244
0.2605,1.1281
0.2612,1.1281
0.2619,1.1318
0.2626,1.1318
0.2633,1.1281
0.2640,1.1281
0.2647,1.1281
0.2654,1.1318
0.2661,1.1318
0.2667,1.1318
0.2674,1.1318
0.2681,1.1318
0.2687,1.1318
0.2694,1.1281
0.2701,1.1318
0.2708,1.1281
0.2714,1.1318
0.2721,1.1281
0.2729,1.1281
0.2735,1.1281
0.2742,1.1281
0.2749,1.1318
0.2756,1.1281
0.2764,1.1281
0.2771,1.1318
0.2779,1.1281
0.2787,1.1318
0.2795,1.1318
0.2802,1.1281
0.2809,1.1318
0.2816,1.1318
0.2823,1.1281
0.2831,1.1318
0.2839,1.1318
0.2848,1.1318
0.2856,1.1318
0.2863,1.1318
0.2870,1.1318
0.2877,1.1318
0.2884,1.1318
0.2892,1.1318
0.2965,1.1244
0.2973,1.1244
0.2980,1.1318
0.2987,1.1281
0.2994,1.1244
0.3001,1.1318
0.3008,1.1281
0.3015,1.1281
0.3022,1.1281
0.3029,1.1281
0.3035,1.1244
0.3042,1.1281
0.3050,1.1244
0.3057,1.1281
0.3064,1.1207
0.3071,1.1281
0.3077,1.1244
0.3084,1.1281
0.3091,1.1281
0.3099,1.1207
0.3106,1.1281
0.3113,1.1281
0.3120,1.1281
0.3127,1.1244
0.3134,1.1244
0.3141,1.1281
0.3148,1.1244
0.3155,1.1244
0.3161,1.1244
0.3168,1.1244
0.3175,1.1207
0.3182,1.1244
0.3189,1.1207
0.3196,1.1244
0.3203,1.1281
0.3210,1.1281
0.3217,1.1244
0.3224,1.1244
0.3231,1.1281
0.3238,1.1207
0.3245,1.1244
0.3252,1.1244
0.3259,1.1244
0.3266,1.1244
0.3273,1.1244
0.3280,1.1281
0.3287,1.1244
0.3294,1.1244
0.3301,1.1244
0.3307,1.1244
0.3314,1.1281
0.3321,1.1244
0.3328,1.1244
0.3334,1.1207
0.3341,1.1244
0.3348,1.1207
0.3355,1.1244
0.3361,1.1244
0.3368,1.1244
0.3375,1.1244
0.3382,1.1207
0.3389,1.1244
0.3396,1.1244
0.3403,1.1207
0.3410,1.1244
0.3417,1.1207
0.3424,1.1207
0.3431,1.1207
0.3438,1.1244
0.3445,1.1207
0.3452,1.1207
0.3459,1.1244
0.3466,1.1244
0.3472,1.1244
0.3479,1.1244
0.3488,1.1207
0.3496,1.1170
0.3504,1.1207
0.3511,1.1281
0.3518,1.1207
0.3526,1.1170
0.3535,1.1244
0.3543,1.1207
0.3550,1.1170
0.3557,1.1207
0.3565,1.1244
0.3572,1.1244
0.3579,1.1244
0.3586,1.1207
0.3593,1.1244
0.3600,1.1207
0.3607,1.1207
0.3614,1.1207
0.3621,1.1207
0.3628,1.1207
0.3635,1.1207
0.3689,1.1244
0.3695,1.1244
0.3701,1.1244
0.3707,1.1207
0.3713,1.1207
0.3719,1.1244
0.3725,1.1244
0.3732,1.1207
0.3739,1.1244
0.3745,1.1170
0.3751,1.1207
0.3757,1.1170
0.3764,1.1244
0.3770,1.1207
0.3777,1.1244
0.3783,1.1244
0.3790,1.1207
0.3796,1.1244
0.3803,1.1244
0.3809,1.1244
0.3815,1.1170
0.3822,1.1170
0.3829,1.1244
0.3835,1.1207
0.3841,1.1207
0.3848,1.1133
0.3855,1.1170
0.3861,1.1244
0.3868,1.1244
0.3875,1.1207
0.3882,1.1170
0.3888,1.1207
0.3895,1.1207
0.3901,1.1170
0.3908,1.1207
0.3914,1.1244
0.3921,1.1244
0.3928,1.1244
0.3935,1.1207
0.3942,1.1207
0.3948,1.1244
0.3954,1.1207
0.3961,1.1207
0.3968,1.1170
0.3975,1.1207
0.3982,1.1244
0.3988,1.1207
0.3995,1.1207
0.4002,1.1244
0.4011,1.1207
0.4018,1.1207
0.4025,1.1170
0.4032,1.1207
0.4040,1.1207
0.4047,1.1207
0.4056,1.1133
0.4068,1.1207
0.4078,1.1207
0.4088,1.1244
0.4097,1.1133
0.4105,1.1207
0.4112,1.1207
0.4119,1.1244
0.4126,1.1170
0.4133,1.1207
0.4141,1.1170
0.4259,1.1207
0.4267,1.1207
0.4275,1.1170
0.4284,1.1207
0.4292,1.1133
0.4300,1.1133
0.4307,1.1133
0.4315,1.1207
0.4322,1.1170
0.4332,1.1244
0.4340,1.1170
0.4349,1.1170
0.4357,1.1207
0.4364,1.1170
0.4371,1.1133
0.4378,1.1207
0.4386,1.1207
0.4393,1.1170
0.4400,1.1133
0.4407,1.1207
0.4414,1.1133
0.4421,1.1207
0.4428,1.1170
0.4436,1.1207
0.4443,1.1207
0.4450,1.1170
0.4457,1.1170
0.4465,1.1207
0.4472,1.1207
0.4479,1.1170
0.4486,1.1207
0.4493,1.1170
0.4500,1.1133
0.4507,1.1207
0.4514,1.1133
0.4522,1.1170
0.4528,1.1207
0.4536,1.1170
0.4543,1.1207
0.4550,1.1207
0.4558,1.1170
0.4565,1.1170
0.4572,1.1170
0.4579,1.1170
0.4586,1.1170
0.4594,1.1207
0.4601,1.1133
0.4608,1.1207
0.4616,1.1133
0.4623,1.1170
0.4630,1.1207
0.4637,1.1207
0.4644,1.1133
0.4651,1.1170
0.4658,1.1170
0.4665,1.1133
0.4672,1.1170
0.4679,1.1170
0.4686,1.1207
0.4694,1.1170
0.4701,1.1170
0.4708,1.1207
0.4715,1.1133
0.4723,1.1207
0.4730,1.1170
0.4737,1.1170
0.4744,1.1170
0.4751,1.1170
0.4759,1.1170
0.4767,1.1207
0.4775,1.1133
0.4782,1.1207
0.4791,1.1207
0.4799,1.1170
0.4806,1.1170
0.4814,1.1207
0.4823,1.1170
0.4831,1.1207
0.4839,1.1207
0.4846,1.1133
0.4854,1.1170
0.4861,1.1170
0.4869,1.1170
0.4877,1.1207
0.4885,1.1170
0.4893,1.1207
0.4900,1.1170
0.4907,1.1170
0.4914,1.1170
0.4921,1.1133
0.4928,1.1133
0.4935,1.1207
0.4941,1.1207
0.4948,1.1133
0.4955,1.1170
0.4962,1.1170
0.4969,1.1170
0.4975,1.1170
0.4981,1.1170
0.4988,1.1207
0.4994,1.1170
0.5000,1.1207
0.5006,1.1207
0.5012,1.1170
0.5018,1.1207
0.5024,1.1207
0.5031,1.1207
0.5038,1.1133
0.5044,1.1170
0.5051,1.1207
0.5057,1.1207
0.5063,1.1133
0.5069,1.1170
0.5076,1.1170
0.5083,1.1207
0.5089,1.1207
0.5096,1.1207
0.5104,1.1170
0.5111,1.1170
0.5118,1.1133
0.5125,1.1170
0.5132,1.1170
0.5139,1.1170
0.5146,1.1133
0.5154,1.1133
0.5161,1.1133
0.5168,1.1170
0.5174,1.1170
0.5180,1.1133
0.5186,1.1207
0.5193,1.1207
0.5199,1.1207
0.5205,1.1170
0.5212,1.1170
0.5219,1.1170
0.5226,1.1170
0.5232,1.1170
0.5238,1.1170
0.5245,1.1170
0.5253,1.1170
0.5260,1.1170
0.5267,1.1207
0.5274,1.1133
0.5281,1.1170
0.5289,1.1170
0.5297,1.1133
0.5305,1.1170
0.5313,1.1207
0.5321,1.1207
0.5328,1.1133
0.5336,1.1207
0.5344,1.1207
0.5352,1.1170
0.5361,1.1170
0.5370,1.1207
0.5378,1.1207
0.5386,1.1207
0.5394,1.1096
0.5401,1.1170
0.5409,1.1170
0.5418,1.1207
0.5427,1.1133
0.5439,1.1207
0.5449,1.1133
0.5456,1.1170
0.5465,1.1170
0.5475,1.1207
0.5484,1.1207
0.5491,1.1170
0.5498,1.1207
0.5506,1.1207
0.5514,1.1170
0.5521,1.1207
0.5528,1.1170
0.5536,1.1170
0.5543,1.1207
0.5551,1.1170
0.5558,1.1170
0.5566,1.1170
0.5574,1.1170
0.5581,1.1133
0.5589,1.1207
0.5596,1.1170
0.5604,1.1207
0.5612,1.1207
0.5619,1.1170
0.5625,1.1207
0.5631,1.1170
0.5638,1.1170
0.5645,1.1133
0.5651,1.1133
0.5658,1.1170
0.5666,1.1133
0.5673,1.1133
0.5680,1.1133
0.5688,1.1170
0.5695,1.1170
0.5701,1.1133
0.5708,1.1133
0.5715,1.1170
0.5722,1.1096
0.5729,1.1170
0.5737,1.1170
0.5744,1.1170
0.5752,1.1207
0.5760,1.1170
0.5767,1.1133
0.5776,1.1170
0.5783,1.1170
0.5791,1.1096
0.5799,1.1170
0.5806,1.1170
0.5814,1.1096
0.5822,1.1170
0.5830,1.1133
0.5837,1.1133
0.5845,1.1133
0.5852,1.1170
0.5859,1.1207
0.5866,1.1133
0.5873,1.1170
0.5880,1.1170
0.5888,1.1170
0.5896,1.1207
0.5903,1.1170
0.5910,1.1170
0.5917,1.1170
0.5925,1.1170
0.5932,1.1170
0.5939,1.1170
0.5946,1.1170
0.5952,1.1133
0.5959,1.1170
0.5967,1.1170
0.5975,1.1170
0.5982,1.1170
0.5990,1.1170
0.5998,1.1133
0.6006,1.1170
0.6013,1.1170
0.6021,1.1133
0.6029,1.1170
0.6037,1.1170
0.6045,1.1170
0.6052,1.1170
0.6060,1.1133
0.6068,1.1170
0.6075,1.1133
0.6083,1.1133
0.6091,1.1170
0.6099,1.1133
0.6107,1.1170
0.6114,1.1170
0.6122,1.1207
0.6129,1.1133
0.6137,1.1170
0.6145,1.1096
0.6152,1.1096
0.6160,1.1170
0.6167,1.1170
0.6175,1.1170
0.6182,1.1170
0.6190,1.1170
0.6197,1.1170
0.6204,1.1133
0.6211,1.1133
0.6219,1.1133
0.6226,1.1170
0.6234,1.1170
0.6242,1.1133
0.6249,1.1170
0.6256,1.1133
0.6264,1.1170
0.6272,1.1170
0.6279,1.1133
0.6287,1.1170
0.6293,1.1170
0.6300,1.1170
0.6307,1.1170
0.6313,1.1096
0.6320,1.1170
0.6327,1.1170
0.6334,1.1170
0.6341,1.1133
0.6348,1.1170
0.6356,1.1096
0.6363,1.1133
0.6370,1.1133
0.6378,1.1096
0.6385,1.1133
0.6393,1.1133
0.6400,1.1133
0.6407,1.1133
0.6414,1.1170
0.6422,1.1133
0.6429,1.1133
0.6436,1.1096
0.6443,1.1170
0.6451,1.1096
0.6458,1.1133
0.6465,1.1133
0.6473,1.1170
0.6481,1.1133
0.6488,1.1133
0.6496,1.1133
0.6503,1.1133
0.6510,1.1133
0.6518,1.1170
0.6525,1.1133
0.6533,1.1170
0.6540,1.1133
0.6548,1.1170
0.6555,1.1133
0.6563,1.1170
0.6570,1.1170
0.6577,1.1170
0.6585,1.1133
0.6592,1.1096
0.6599,1.1133
0.6607,1.1133
0.6614,1.1133
0.6622,1.1133
0.6630,1.1133
0.6637,1.1133
0.6644,1.1170
0.6651,1.1133
0.6658,1.1133
0.6664,1.1133
0.6671,1.1096
0.6678,1.1133
0.6684,1.1133
0.6691,1.1133
0.6697,1.1133
0.6704,1.1133
0.6710,1.1133
0.6717,1.1170
0.6724,1.1096
0.6730,1.1133
0.6737,1.1133
0.6744,1.1170
0.6750,1.1133
0.6757,1.1096
0.6765,1.1170
0.6772,1.1096
0.6779,1.1133
0.6786,1.1096
0.6794,1.1133
0.6801,1.1133
0.6809,1.1059
0.6818,1.1096
0.6826,1.1059
0.6834,1.1133
0.6842,1.1133
0.6850,1.1133
0.6858,1.1133
0.6866,1.1096
0.6873,1.1096
0.6881,1.1096
0.6888,1.1133
0.6896,1.1059
0.6903,1.1096
0.6911,1.1096
0.6919,1.1133
0.6926,1.1096
0.6934,1.1170
0.6942,1.1133
0.6949,1.1133
0.6957,1.1133
0.6965,1.1133
0.6972,1.1133
0.6980,1.1133
0.6988,1.1096
0.6995,1.1133
0.7003,1.1133
0.7010,1.1133
0.7017,1.1096
0.7025,1.1096
0.7032,1.1096
0.7040,1.1133
0.7048,1.1170
0.7056,1.1133
0.7064,1.1059
0.7071,1.1133
0.7077,1.1133
0.7084,1.1059
0.7091,1.1096
0.7097,1.1133
0.7104,1.1059
0.7111,1.1133
0.7117,1.1133
0.7123,1.1133
0.7129,1.1133
0.7136,1.1096
0.7142,1.1096
0.7148,1.1096
0.7155,1.1059
0.7162,1.1059
0.7168,1.1133
0.7175,1.1133
0.7181,1.1096
0.7188,1.1096
0.7194,1.1096
0.7201,1.1096
0.7207,1.1059
0.7214,1.1133
0.7221,1.1133
0.7228,1.1059
0.7234,1.1096
0.7241,1.1133
0.7248,1.1133
0.7255,1.1096
0.7261,1.1096
0.7269,1.1133
0.7276,1.1096
0.7283,1.1133
0.7289,1.1133
0.7296,1.1133
0.7303,1.1096
0.7311,1.1096
0.7318,1.1133
0.7326,1.1133
0.7333,1.1059
0.7340,1.1133
0.7348,1.1133
0.7355,1.1133
0.7363,1.1059
0.7370,1.1170
0.7377,1.1096
0.7384,1.1096
0.7392,1.1096
0.7399,1.1096
0.7406,1.1133
0.7414,1.1096
0.7421,1.1096
0.7428,1.1133
0.7435,1.1096
0.7442,1.1096
0.7450,1.1096
0.7457,1.1021
0.7464,1.1133
0.7471,1.1096
0.7479,1.1096
0.7486,1.1096
0.7493,1.1096
0.7500,1.1096
0.7507,1.1133
0.7514,1.1096
0.7521,1.1096
0.7528,1.1096
0.7536,1.1059
0.7543,1.1096
0.7551,1.1096
0.7558,1.1096
0.7566,1.1096
0.7573,1.1096
0.7580,1.1096
0.7587,1.1096
0.7595,1.1096
0.7602,1.1096
0.7609,1.1096
0.7617,1.1059
0.7624,1.1133
0.7631,1.1096
0.7639,1.1059
0.7646,1.1096
0.7653,1.1133
0.7662,1.1096
0.7670,1.1096
0.7679,1.1096
0.7687,1.1096
0.7694,1.1133
0.7702,1.1059
0.7710,1.1096
0.7718,1.1096
0.7726,1.1096
0.7736,1.1059
0.7747,1.1133
0.7755,1.1096
0.7762,1.1059
0.7770,1.1059
0.7778,1.1096
0.7787,1.1059
0.7796,1.1096
0.7807,1.1096
0.7816,1.1096
0.7824,1.1133
0.7832,1.1096
0.7841,1.1096
0.7850,1.1096
0.7858,1.1059
0.7865,1.1096
0.7873,1.1133
0.7880,1.1059
0.7888,1.1096
0.7896,1.1096
0.7903,1.1096
0.7911,1.1021
0.7919,1.1059
0.7926,1.1096
0.7934,1.1059
0.7941,1.1059
0.7950,1.1021
0.7958,1.1133
0.7965,1.1096
0.7972,1.1096
0.7979,1.1021
0.7986,1.1096
0.7993,1.1096
0.8000,1.1059
0.8008,1.1096
0.8015,1.1059
0.8022,1.1059
0.8029,1.1096
0.8036,1.1096
0.8043,1.1133
0.8050,1.1021
0.8057,1.1096
0.8065,1.1096
0.8072,1.1096
0.8079,1.1096
0.8087,1.1096
0.8094,1.1096
0.8102,1.1096
0.8110,1.1096
0.8117,1.1059
0.8124,1.1096
0.8131,1.1133
0.8139,1.1096
0.8146,1.1096
0.8154,1.1096
0.8161,1.1059
0.8169,1.1096
0.8176,1.1059
0.8183,1.1059
0.8191,1.1096
0.8198,1.1096
0.8205,1.1096
0.8212,1.1059
0.8220,1.1096
0.8227,1.1096
0.8234,1.1096
0.8242,1.1059
0.8250,1.1096
0.8257,1.1096
0.8265,1.1021
0.8272,1.1096
0.8280,1.1096
0.8287,1.1096
0.8294,1.1059
0.8301,1.1059
0.8308,1.1096
0.8315,1.1096
0.8322,1.1059
0.8329,1.1096
0.8336,1.1059
0.8343,1.1021
0.8350,1.1096
0.8357,1.1096
0.8364,1.1021
0.8371,1.1096
0.8378,1.1096
0.8385,1.1059
0.8392,1.1059
0.8399,1.1096
0.8406,1.1059
0.8413,1.1096
0.8419,1.1096
0.8427,1.1059
0.8434,1.1021
0.8441,1.1096
0.8448,1.1059
0.8455,1.1096
0.8462,1.1096
0.8470,1.1059
0.8477,1.1096
0.8484,1.1096
0.8491,1.1096
0.8498,1.1096
0.8506,1.1096
0.8513,1.1096
0.8520,1.1059
0.8527,1.1096
0.8535,1.1059
0.8542,1.1021
0.8549,1.1096
0.8557,1.1096
0.8565,1.1059
0.8572,1.1096
0.8580,1.1096
0.8587,1.1059
0.8595,1.1096
0.8603,1.1133
0.8611,1.1059
0.8619,1.1096
0.8626,1.1096
0.8635,1.1059
0.8643,1.1059
0.8650,1.1096
0.8658,1.1096
0.8665,1.1059
0.8673,1.1059
0.8680,1.1096
0.8687,1.1096
0.8695,1.1059
0.8702,1.1021
0.8710,1.1096
0.8718,1.1059
0.8725,1.1059
0.8733,1.1021
0.8740,1.1059
0.8747,1.1059
0.8754,1.1021
0.8762,1.1059
0.8769,1.1059
0.8776,1.1059
0.8783,1.1059
0.8790,1.1059
0.8797,1.1096
0.8804,1.1059
0.8811,1.1059
0.8817,1.1096
0.8825,1.1059
0.8832,1.1059
0.8839,1.1096
0.8846,1.1059
0.8853,1.1059
0.8860,1.1059
0.8867,1.1059
0.8874,1.1096
0.8881,1.1096
0.8888,1.1059
0.8895,1.1021
0.8902,1.1021
0.8909,1.1059
0.8916,1.1096
0.8923,1.1059
0.8930,1.1059
0.8937,1.1096
0.8944,1.1059
0.8951,1.1059
0.8958,1.1096
0.8965,1.1059
0.8973,1.1096
0.8980,1.1059
0.8988,1.1059
0.8995,1.1059
0.9002,1.1059
0.9010,1.1096
0.9017,1.1021
0.9025,1.1059
0.9032,1.1059
0.9040,1.1021
0.9048,1.0984
0.9056,1.1059
0.9064,1.1059
0.9072,1.1096
0.9079,1.1021
0.9087,1.1059
0.9094,1.1059
0.9102,1.1021
0.9111,1.1059
0.9118,1.0984
0.9126,1.1059
0.9134,1.1059
0.9142,1.1059
0.9149,1.1059
0.9157,1.1096
0.9165,1.1021
0.9172,1.1021
0.9179,1.1021
0.9187,1.1021
0.9194,1.1059
0.9201,1.1021
0.9209,1.1059
0.9216,1.1096
0.9223,1.1059
0.9231,1.1059
0.9239,1.1021
0.9246,1.1059
0.9253,1.1096
0.9261,1.1021
0.9269,1.1059
0.9277,1.1021
0.9285,1.1021
0.9292,1.1021
0.9300,1.1059
0.9307,1.1059
0.9315,1.1059
0.9323,1.1059
0.9333,1.1059
0.9341,1.1021
0.9350,1.1096
0.9358,1.1021
0.9365,1.1096
0.9373,1.1059
0.9381,1.0984
0.9388,1.0984
0.9396,1.1059
0.9403,1.1059
0.9411,1.1059
0.9419,1.1059
0.9426,1.1059
0.9434,1.1059
0.9442,1.1021
0.9450,1.1021
0.9458,1.1059
0.9466,1.1059
0.9473,1.1059
0.9481,1.1059
0.9489,1.0984
0.9496,1.1021
0.9503,1.1059
0.9511,1.0984
0.9518,1.1059
0.9526,1.0984
0.9534,1.1059
0.9541,1.1021
0.9549,1.1059
0.9556,1.1096
0.9565,1.0984
0.9574,1.1021
0.9581,1.1059
0.9590,1.1021
0.9597,1.1021
0.9605,1.1021
0.9613,1.1059
0.9620,1.1059
0.9628,1.1021
0.9635,1.1059
0.9643,1.1059
0.9650,1.1021
0.9659,1.1059
0.9666,1.1059
0.9674,1.1021
0.9682,1.1021
0.9689,1.1059
0.9697,1.1021
0.9705,1.1096
0.9711,1.1059
0.9717,1.1059
0.9724,1.1059
0.9730,1.1021
0.9736,1.1021
0.9742,1.0984
0.9749,1.1021
0.9755,1.1059
0.9762,1.1059
0.9770,1.1021
0.9778,1.0984
0.9785,1.1059
0.9793,1.1059
0.9801,1.1059
0.9809,1.0984
0.9817,1.1059
0.9825,1.1021
0.9832,1.1021
0.9840,1.1021
0.9847,1.0984
0.9856,1.1021
0.9864,1.1059
0.9870,1.1059
0.9878,1.0984
0.9885,1.1059
0.9892,1.1059
0.9900,1.1059
0.9907,1.1059
0.9914,1.1059
0.9921,1.0984
0.9929,1.0984
0.9936,1.1059
0.9945,1.1059
0.9953,1.1021
0.9961,1.1021
0.9969,1.1021
0.9978,1.1059
0.9986,1.1021
0.9994,1.0984
1.0001,1.1059
1.0010,1.1059
1.0017,1.1021
1.0025,1.0984
1.0033,1.1059
1.0041,1.1096
1.0048,1.1021
1.0056,1.1021
1.0064,1.1059
1.0071,1.0984
1.0078,1.1021
1.0085,1.0984
1.0092,1.1021
1.0100,1.1021
1.0108,1.1021
1.0115,1.1021
1.0122,1.1021
1.0129,1.1059
1.0136,1.0984
1.0144,1.1059
1.0151,1.1021
1.0158,1.1059
1.0165,1.1021
1.0173,1.1021
1.0180,1.0984
1.0188,1.0984
1.0196,1.1021
1.0204,1.1021
1.0213,1.1021
1.0221,1.1059
1.0228,1.1021
1.0235,1.1021
1.0244,1.0984
1.0252,1.1021
1.0259,1.1059
1.0267,1.1021
1.0277,1.1059
1.0286,1.1021
1.0294,1.0984
1.0302,1.1059
1.0309,1.0984
1.0317,1.0947
1.0324,1.1059
1.0332,1.1059
1.0339,1.1021
1.0348,1.0984
1.0355,1.1059
1.0363,1.0984
1.0371,1.1021
1.0378,1.1021
1.0386,1.1059
1.0394,1.1059
1.0401,1.0984
1.0409,1.1021
1.0416,1.0984
1.0424,1.1059
1.0432,1.1021
1.0439,1.0984
1.0447,1.1059
1.0455,1.1059
1.0464,1.1021
1.0475,1.0984
1.0483,1.1021
1.0490,1.1021
1.0498,1.1021
1.0506,1.1021
1.0514,1.1021
1.0522,1.1059
